,or2898,or3181,or3464,or4432,or2054,or3747,or1200,or634,or4318,or1483
f1,-1,-1,-1,-1,-0.697458653,-1,0.169826543,0.106010488,-1,0.173860428
f2,-1,-1,-1,-1,-0.701456311,-1,0.169902913,0.106391586,-1,0.175566343
f3,-1,-1,-1,-1,-0.384450566,-1,-0.471686563,-0.468319559,-1,-0.504744414
f4,-1,-1,-1,-1,-0.61346312,-1,0.532466115,0.753273122,-1,0.543531145
f5,-1,-1,-1,-1,-0.419074026,-1,0.351347529,-0.003389929,-1,0.501264696
f6,-1,-1,-1,-1,-0.994434533,-1,-0.937384306,-0.935732449,-1,-0.943062563
f7,-1,-1,-1,-1,-0.994984174,-1,-0.571129599,-0.283947628,-1,-0.521836138
f8,-1,-1,-1,-1,-0.331334386,-1,0.467790584,0.691589099,-1,0.394772674
f9,-1,-1,-1,-1,-0.827267655,-1,0.194860794,0.357818047,-1,0.239238971
f10,-1,-1,-1,-1,-0.999325691,-1,-0.986850978,-0.980445044,-1,-0.985165206
f11,-1,-1,-1,-1,0.46576461,-1,-0.18838213,-0.182549866,-1,-0.234340371
f12,-1,-1,-1,-1,-0.257,-1,0.2964,0.2876,-1,0.3348
f13,-1,-1,-1,-1,-0.994984174,-1,-0.571129599,-0.283947628,-1,-0.521836138
f14,-1,-1,-1,-1,-0.994953887,-1,-0.993109354,-0.994729908,-1,-0.992819499
f15,-1,-1,-1,-1,-0.285468258,-1,0.399128201,0.629145168,-1,0.32994073
f16,-1,-1,-1,-1,-0.845213891,-1,-0.102150206,-0.170311954,-1,-0.150452837
f17,-0.98984676,-0.986087917,-0.984913449,-0.98332932,-0.858243917,-0.985745293,-0.252201065,-0.164083524,-0.968787305,-0.290327122
f18,-0.974187743,-0.948151429,-0.965506731,-0.920968258,-0.876157887,-0.965561552,0.533324328,0.854419931,-0.843584694,0.535134324
f19,-0.983782619,-0.981441336,-0.985732116,-0.977507149,-0.914220299,-0.989956537,-0.376476928,-0.371690697,-0.933291795,-0.284598042
f20,-0.935060449,-0.923587869,-0.958132852,-0.943350421,-0.88068664,-0.966262048,0.583231636,0.886521785,-0.754666483,0.617517154
f21,-0.988286298,-0.992516203,-0.997483481,-0.966192469,-0.812515658,-0.988744082,0.268152401,0.26565762,-0.998539671,0.333475992
f22,-0.982754852,-0.987814856,-0.997174115,-0.98936813,-0.830849783,-0.994082565,0.101613584,0.028574265,-0.989549583,0.060151122
f23,-0.998439633,-0.999158781,-0.999828791,-0.997887851,-0.756793063,-0.999600884,0.070466494,0.225229177,-0.99895068,0.127594649
f24,-0.993227148,-0.996144116,-0.999679825,-0.990405983,-0.891339591,-0.998247522,0.182678048,0.357207189,-0.992857362,0.256177955
f25,-0.963691154,-0.950694702,-0.946823487,-0.939626295,-0.915534986,-0.94929384,-0.35334777,-0.308093576,-0.890177465,-0.315327777
f26,-0.997922772,-0.996189468,-0.997550088,-0.994319635,-0.787429624,-0.997504076,0.38831493,0.471740483,-0.988928583,0.405294065
f27,-0.9984899,-0.998341952,-0.998760568,-0.997909411,-0.959031671,-0.999106865,-0.540990171,-0.388423735,-0.994186661,-0.457247907
f28,-0.942513054,-0.936117142,-0.966636287,-0.946482581,-0.697397376,-0.971748342,0.031118599,0.184163678,-0.799681036,0.069901783
f29,-0.999950878,-0.99913444,-0.99666153,-0.999808847,-0.694018266,-0.999411333,0.164905766,0.29416213,-0.995642028,0.174754924
f30,-0.998635683,-0.995387046,-0.997010685,-0.994809872,-0.927980198,-0.995001211,-0.365906212,-0.319953122,-0.993862709,-0.326228052
f31,-0.99844944,-0.998873566,-0.999497371,-0.998245068,-0.752464172,-0.993828171,-0.182714968,0.192675159,-0.999696051,-0.157937898
f32,-0.991490252,-0.989999657,-0.989994914,-0.957365491,-0.601036269,-0.984148884,0.533678756,0.710310881,-0.976500937,0.533678756
f33,-0.996637298,-0.992403581,-0.99324304,-0.985321109,-0.727442641,-0.990622748,0.129534235,-0.029611316,-0.986578887,0.129534235
f34,-1,-1,-1,-1,0.285759649,-1,0.391449439,0.071598972,-1,0.509944863
f35,-0.998753091,-0.99905938,-0.997085215,-0.999794992,-0.784897025,-0.999431952,-0.706862677,-0.761690128,-0.998756771,-0.706862677
f36,-1,-1,-1,-0.994067819,-0.716404628,-1,-0.407297538,-1,-0.995440521,-0.407297538
f37,-0.999854225,-0.998956449,-0.998131549,-0.994406006,-0.859217305,-0.999674656,-0.600551026,-0.535451076,-0.992171199,-0.599173616
f38,-0.996228996,-0.99778534,-0.995157265,-1,-0.502352326,-0.99759059,1,-1,-0.995869083,0.997909043
f39,-0.998601796,-0.998726528,-0.998379816,-0.998575701,-0.789462852,-0.999076751,-0.379090348,-1,-0.994850332,-0.379707759
f40,-0.938605503,-0.939369132,-0.91880621,-0.907055195,-0.496376812,-0.958416928,0.97826087,-1,-0.735721159,0.97826087
f41,-0.966497031,-0.969239088,-0.980960323,-0.969447884,-0.525684034,-0.984752353,0.477023273,0.220884265,-0.955789914,0.60567093
f42,-0.999713974,-0.999612642,-0.99984308,-0.999280012,-0.949389903,-0.999835062,-0.963697814,-0.969137754,-0.998683529,-0.96056098
f43,-0.998953999,-0.998318419,-0.998583566,-0.996969582,-0.825169773,-0.998398286,-0.816982132,-0.816500506,-0.995908709,-0.816982132
f44,-0.989676472,-0.98598125,-0.984880565,-0.982834221,-0.975093825,-0.98558295,-0.986693961,-0.9860116,-0.968774661,-0.987717503
f45,-0.997953114,-0.996245129,-0.997585874,-0.994402609,0.019275766,-0.997540534,-0.335264624,-0.226963788,-0.989090304,-0.321225627
f46,-0.99723606,-0.99696527,-0.997731465,-0.99617359,0.281848659,-0.998365293,0.670977011,0.554118774,-0.989359828,0.656609195
f47,-0.97755686,-0.97505987,-0.986974669,-0.97910658,-0.43841917,-0.988970437,-0.051615468,0.035829879,-0.921794654,-0.077621941
f48,-1,-0.996389693,-0.998216163,-0.976282117,-0.45475805,-0.997804565,-0.136895125,-0.094441446,-0.983716521,-0.149307429
f49,-0.998100756,-0.995551789,-0.995968288,-0.990357257,-0.628348593,-0.994519388,-0.321125805,-0.234316718,-0.99240243,-0.374703289
f50,-0.988589783,-0.986799958,-0.982751516,-0.982737514,-0.399164284,-0.983929285,0.122498351,0.301077634,-0.980444928,0.086870464
f51,-0.998109361,-0.994051821,-0.996544812,-0.978537742,-0.247520186,-0.996220236,0.945166397,0.994072375,-0.978737814,0.945166397
f52,-0.994305007,-0.990844568,-0.992288173,-0.983500776,-0.611439477,-0.99127941,0.27757224,0.278524733,-0.977724814,0.27757224
f53,-0.901784188,-0.888376512,-0.892345498,-0.876914188,-0.424658807,-0.901856888,0.173963635,0.331852527,-0.754069049,0.173963635
f54,-0.59708563,-0.786049894,-0.696424342,-0.42482725,-0.163725819,-0.929457429,0.973353096,1,-0.192639945,0.973353096
f55,-1,-1,-1,-1,-0.361924211,-1,0.620660313,0.620660313,-1,0.620660313
f56,-1,-1,-1,-1,-0.653601493,-1,0.906651191,0.672145901,-1,1
f57,-1,-1,-1,-1,-0.370671482,-1,0.753476689,0.614251585,-1,0.939773249
f58,-0.83479458,-1,-1,-1,-0.327581912,-1,0.639197309,0.414122054,-1,0.747061883
f59,-0.956790902,-0.94414125,-0.944340966,-1,-0.322910762,-0.95702131,0.873869788,0.762957759,-0.923762128,0.868008917
f60,-0.952446509,-0.94414125,-0.944340966,-1,-0.882561851,-0.95702131,0.864577438,0.760019591,-0.923762128,0.957932034
f61,-0.561468347,-0.691150236,-0.692254498,-0.953863301,-0.57152573,-0.731086229,-0.083472154,-0.20212387,-0.299763966,-0.083472154
f62,-0.927971979,-0.905812933,-0.906149688,-1,-0.222162687,-0.959972212,0.751051478,0.496505634,-1,0.820685381
f63,-0.709436819,-0.674325646,-0.675490057,-0.366777822,-0.119015773,-0.715499443,0.298608205,0.12336916,-0.242636746,0.422145751
f64,-1,-1,-1,-1,-0.463938691,-1,0.381483816,0.163178126,-0.988966803,0.493012833
f65,-0.689351807,-0.644559709,-0.645830545,-0.407630866,-0.88153941,-0.712274939,0.187777722,0.190206786,-0.286612678,0.582828945
f66,-0.969608475,-0.967416979,-0.967533475,-1,-0.643432574,-0.985287864,-0.00647986,0.061821366,-1,0.130122592
f67,-0.712631421,-0.663981436,-0.665182831,-0.140591307,-0.925441553,-0.722525641,-0.305244708,-0.366725091,-0.314787184,-0.467439666
f68,-0.99700412,-1,-1,-1,-0.835660131,-1,0.201193942,0.17862506,-0.988325803,0.10351224
f69,-1,-1,-1,-1,-0.664619344,-1,0.788148506,0.267144496,-1,0.854060734
f70,-1,-1,-1,-1,-0.709862891,-1,0.656926403,0.146305573,-1,0.807480739
f71,-1,-1,-1,-1,-0.656593362,-1,0.231431235,-0.062029973,-1,0.405080924
f72,-0.906818344,-1,-1,-1,-0.657042029,-1,0.48055441,0.192411215,-1,0.538890432
f73,-0.726958618,-0.653011872,-0.654252485,-0.288739878,-0.469957824,-0.739250367,0.462541863,0.298115265,-0.431078476,0.657703506
f74,-0.697439812,-0.653011872,-0.654252485,-0.288739878,-0.765357133,-0.739250367,0.255421507,-0.100910504,-0.431078476,0.278967159
f75,0.944785762,0.937591648,0.930663945,-1,-0.707885721,0.921362664,0.267220982,0.179079689,-1,0.304673922
f76,-1,-1,-1,-0.903410598,-0.707865169,-1,0.483146067,0.483146067,-0.1805093,0.483146067
f77,-1,-1,-1,-1,-0.610451306,-1,0.902612827,0.73871734,-1,0.942992874
f78,-0.562851254,-1,-1,-1,-0.803708729,-1,-0.318860244,-0.341474446,-1,-0.329715061
f79,-0.245314592,-0.136254421,-0.118845715,-0.832672881,-0.877358491,0.006310169,-0.20754717,-0.188679245,-0.638005036,-0.113207547
f80,-0.230017918,-0.152402104,-0.135388467,-0.834123445,-0.726124739,-0.013011524,0.252661031,0.200846793,-0.626947062,0.252661031
f81,-0.015863965,0.251298961,0.246825096,0.015167612,-0.570981092,0.157479823,0.274824519,0.186341084,-0.301797785,0.308114411
f82,0.985724085,1,0.992849231,-1,-0.461282513,0.082746454,0.180349977,0.097686347,-0.847074634,0.209267877
f83,-0.722185721,-0.581744737,-0.583240157,0.177241692,-0.620152062,-0.15524766,0.237692958,0.20543737,-0.192078674,0.247984026
f84,-0.521321597,-0.523092346,-0.524797481,-0.388188857,-0.69513119,-0.84662275,-0.026402631,-0.041609563,-0.348827885,-0.026402631
f85,-0.205914096,-0.086351231,-0.089617872,0.098059025,-0.674796748,-0.013020841,-0.073170732,-0.079186992,-0.164523048,-0.073170732
f86,-0.921019634,-0.918675389,-0.918966155,-0.99866353,-0.424836601,-0.911687365,0.032679739,0.026013072,-0.989691657,0.019607843
f87,-0.302172805,-0.173981192,-0.176934526,0.559793475,-0.873279677,-0.104075073,-0.176013957,-0.176013957,-0.271898632,-0.176013957
f88,-0.836812909,-0.834599323,-0.835190696,-0.334714958,-0.813342388,-0.852115854,-0.422583716,-0.35271292,-0.3557585,-0.356647851
f89,0.545883255,0.540164691,0.534658019,-1,-0.861757509,0.527264579,-0.07828486,-0.07828486,-1,-0.07828486
f90,-1,-1,-1,-0.856073562,-0.616178801,-1,-0.689859061,-0.691818864,0.090859194,-0.689859061
f91,-1,-1,-1,-1,-0.886819455,-1,-0.883622794,-0.895794183,-1,-0.883622794
f92,-0.788367056,-1,-1,-1,-0.924242424,-1,-0.393939394,-0.393939394,-1,-0.393939394
f93,-0.172534056,0.048777619,0.04502784,0.366515002,-0.418039017,0.13683247,0.944869521,0.850561692,-0.398134394,0.969343805
f94,-0.012452577,0.102443273,0.098501619,0.387676142,-0.742560769,0.190048631,-0.501177202,-0.512844074,-0.237748129,-0.501177202
f95,-0.832628921,-0.829149903,-0.782336305,-0.735785056,-0.675977654,-0.735757933,0.094972067,0.094972067,-0.76824142,0.094972067
f96,-0.336266591,-0.651454392,-0.649649434,-0.669353491,0.255474453,-0.65120527,-1,-1,-0.701906198,-1
f97,-0.324414373,-0.323748896,-0.323665837,-0.72898055,-0.793721973,-0.326815946,0.176681614,0.065470852,-0.750370372,-0.348878924
f98,-0.994457322,-0.994407016,-0.99506573,-0.996624695,-0.482201418,-0.995089501,0.777587802,0.573422653,-0.99969499,0.624519999
f99,-0.278954587,-0.378845748,-0.427982633,-0.869790307,-0.663991846,-0.430738395,0.129574764,-0.174249164,-0.988233597,0.173126258
f100,-0.861315466,-0.885824758,-0.910043125,-0.914336393,-0.772486772,-0.958433144,0.568783069,0.568783069,-1,0.568783069
f101,-0.610796874,-0.593586662,-0.557808351,-0.22347882,-0.695312583,-0.418244489,0.979741642,0.979741642,-0.376326754,0.979741642
f102,-0.596874304,-0.597815837,-0.598852104,-0.365015282,-0.539488898,-0.552062361,1,1,-0.737581027,1
f103,-0.527117179,-0.525165013,-0.514378244,-0.207912365,-0.963837418,-0.429409544,-0.79485891,-0.79485891,-0.536618597,-0.79485891
f104,-0.855632184,-0.856166238,-0.856680498,-0.286442508,-0.65007074,-0.857370957,0.876949755,0.858642194,-1,0.436572356
f105,-0.650082305,-0.65137674,-0.527065322,-0.099612573,-0.713933934,-0.446041748,0.249021021,0.203183183,-0.380381552,0.260684685
f106,-0.56219672,-0.563816267,-0.565375789,-0.091386189,-0.183053256,-0.601363384,1,0.812304949,-0.809269918,1
f107,-0.429688735,-0.431798463,-0.351096925,0.378035485,0.128830173,-0.323484881,0.981185465,0.914644063,-0.455811315,0.981185465
f108,-0.896900018,-0.897281414,-0.897648676,-0.764080748,-0.466270439,-0.898141812,1,0.563786515,-1,1
f109,-0.748300739,-0.749231846,-0.650179776,-0.462444199,-0.888588411,-0.552398014,-0.22035672,-0.263733772,-0.797299147,-0.182090709
f110,-0.928015789,-0.928282079,-0.92853849,-0.89018775,-0.800115813,-0.943106217,0.269728285,0.228561247,-0.913043471,0.343180401
f111,-0.827237889,-0.827876985,-0.799907794,-0.670563229,-0.637617625,-0.786648308,1,0.960087238,-0.855072459,1
f112,-0.527117179,-0.525165013,-0.514378244,-0.207912365,-0.885390792,-0.429409544,-0.26843641,-0.231428451,-0.536618597,-0.366529198
f113,-0.552653345,-0.550799273,-0.540602326,-0.434279313,-0.795931261,-0.542815529,-0.062141008,0.076480419,-0.635584666,-0.252561905
f114,-0.552653345,-0.550799273,-0.540602326,-0.250685924,-0.957205746,-0.460222023,0.849811168,0.93874861,-0.561641676,0.849811168
f115,-0.58615496,-0.567844308,-0.520501422,-0.454480474,0.027888087,-0.493281101,0.015613718,-0.047833935,-0.203368332,-0.016606498
f116,-0.842373722,-0.844070222,-0.836691809,-0.680720741,-0.439500477,-0.832145177,-0.856774206,-0.857894251,-0.764825089,-0.861794596
f117,-0.962012854,-0.960409901,-0.956486955,-0.869090883,-0.690404875,-0.960708878,-0.137936377,-0.165719893,-0.929136775,-0.09827515
f118,-0.935342414,-0.933981142,-0.913485631,-0.848677281,-0.794066797,-0.911125083,-0.07413696,0.032027987,-0.862546375,-0.147861542
f119,-0.63098432,-0.61982502,-0.609610796,0.015207356,-0.842331194,-0.594112465,0.321951424,0.418907393,-0.804333468,0.297509683
f120,-0.637332979,-0.637821338,-0.63756467,-0.136957005,-0.858211382,-0.636233084,-0.897894334,-0.895521064,-0.612846813,-0.893563749
f121,-0.540215807,-0.536120542,-0.532279569,-0.175994712,-0.716741135,-0.507510941,0.669119371,0.593827043,-0.835483288,0.728009633
f122,-0.63821396,-0.638894925,-0.639278337,-0.13364711,-0.733481241,-0.636359955,0.07841966,0.011974856,-0.618477332,0.126660409
f123,-0.683839102,-0.679506641,-0.670946259,-0.445561587,-0.86064555,-0.66329557,-0.797141019,-0.809639794,-0.870394788,-0.788066565
f124,-1,-1,-1,-1,-0.5524757,-1,-0.118376215,-0.12219554,-0.988992186,-0.118376215
f125,-1,-1,-1,-0.436893086,-0.116010499,-1,-0.189711286,-1,-0.709657756,-0.179002625
f126,-1,-1,-1,-1,-0.900176996,-1,0.752033893,0.663054766,-0.648349484,0.874785855
f127,-0.397660235,-0.382332442,-0.359211467,-0.12680066,-0.874730654,-0.379017553,0.528042658,0.746401353,-0.596840387,0.555572896
f128,-1,-0.973767359,-0.977803287,-1,-0.880629379,-0.979288625,0.463290044,-0.020560158,-0.983109976,0.485718549
f129,-1,-1,-1,-1,-0.590653361,-1,-0.161241926,-0.167916409,-0.998071656,-0.158288615
f130,-0.791419097,-0.785675474,-0.813232125,-0.747286351,-0.581818182,-0.804141645,-0.151906158,-0.158064516,-0.606918481,-0.147800587
f131,-0.828630665,-0.823911725,-0.820726525,-0.792511852,-0.338906304,-0.810291413,-0.403343783,-0.409961686,-0.67704561,-0.517938001
f132,-0.386795434,-0.375517521,-0.751397658,-0.111050187,-0.416203792,-0.371232257,0.26863317,0.477769405,-0.608627651,0.27786513
f133,-0.397660235,-0.386582144,-0.362807345,-0.12680066,0.140833612,-0.382372806,0.351347529,0.060611776,-0.59957658,0.501264696
f134,-0.248793696,-0.254421943,-0.709554402,-0.16873633,-0.995794525,-0.226761007,-0.974208148,-0.972751642,-0.587346879,-0.976547063
f135,-0.289646687,-0.294968852,-0.27789091,-0.213943096,-0.998944444,-0.268812206,-0.947017094,-0.881196581,-0.591638888,-0.94092735
f136,-0.631803929,-0.64755163,-0.670313088,-0.40527485,-0.103806858,-0.636238498,0.0168878,0.198227199,-0.651153896,-0.033798927
f137,-0.631803929,-0.64755163,-0.648811766,-0.40527485,-0.709432106,-0.636238498,0.194860794,0.373205418,-0.622083388,0.239238971
f138,-0.842798537,-0.895380709,-0.902616475,-0.18837162,-0.99945924,-0.887073311,-0.989455185,-0.979451129,-0.783572104,-0.988103285
f139,-0.49276171,-0.626206545,-0.53645395,-0.587549377,0.540655492,-0.541616251,-0.241180886,-0.230422817,-0.499121145,-0.290467851
f140,-0.420491963,-0.462284901,-0.418019662,0.857151078,-0.284117275,-0.410865473,0.367222105,0.350348028,-0.1812006,0.40771989
f141,-0.492100154,-0.59174732,-0.530985918,0.063744222,-0.998944444,-0.527079638,-0.947017094,-0.881196581,-0.399224857,-0.94092735
f142,-0.354011378,-0.359906772,-0.346071906,-0.133824799,-0.996859369,-0.367738959,-0.995711357,-0.996719967,-0.595905791,-0.995530955
f143,-0.974174648,-0.973538227,-0.97289293,-0.925413465,0.404183876,-0.972523859,0.399128201,0.665621451,-0.963718326,0.32994073
f144,-0.597407081,-0.592573994,-0.573382448,-0.313923768,-0.674061372,-0.560275224,-0.210848375,-0.229241877,-0.316757695,-0.253303249
f145,-0.932636572,-0.932885766,-0.933125726,-0.533759411,-0.904427189,-0.938377686,-0.649721306,-0.601850867,-0.907072167,-0.667580045
f146,-0.99854188,-0.998547274,-0.998552468,-0.17624209,-0.728182905,-0.998559442,0.526679617,0.855050807,-0.920736973,0.528481769
f147,-0.608729416,-0.596591353,-0.586567142,-0.668152415,-0.879005646,-0.573977786,-0.376476928,-0.370992317,-0.043971639,-0.284598042
f148,-0.637285832,-0.625834389,-0.61771899,-0.474403338,-0.778604059,-0.612861293,0.330715802,0.590048399,-0.499001357,0.359532988
f149,-0.746572872,-0.738565278,-0.732808866,-0.270841563,-0.863351903,-0.726205916,-0.247978954,-0.244196843,-0.416807192,-0.209241721
f150,-0.864858833,-0.861528515,-0.858151746,-0.40383816,-0.774383662,-0.856220443,0.101613584,0.028574265,-0.585253258,0.060151122
f151,-0.528127548,-0.529873123,-0.531554008,-0.590997914,-0.643941231,-0.671548514,0.070466494,0.234086255,-1,0.127594649
f152,-0.998617827,-1,-1,-0.995462435,-0.832705521,-0.888824315,0.182678048,0.373747444,-1,0.256177955
f153,-0.874277702,-0.862117376,-0.878683476,-0.576127892,-0.885742015,-0.874834744,-0.35334777,-0.304189227,-1,-0.315327777
f154,-0.734632916,-0.735424071,-0.770483747,-0.497713344,-0.652598163,-0.81796542,0.38831493,0.512128531,-0.898718277,0.405294065
f155,-0.927321709,-0.92654274,-0.931331736,-0.798803182,-0.977160414,-0.94014123,-0.864068564,-0.812634756,-0.978182614,-0.839269082
f156,-0.927330217,-0.92654274,-0.931331736,-0.798775251,-0.473055847,-0.940825576,0.031118599,0.211605429,-0.978182614,0.069901783
f157,-0.845357722,-0.845929783,-0.921719194,-0.995407336,-0.460878493,-0.922096321,0.164905766,0.335353989,-1,0.174754924
f158,-0.986534724,-0.986584536,-0.986632501,-0.993366012,-0.888575318,-0.986696901,-0.365906212,-0.308391274,-0.992725344,-0.326228052
f159,-0.965453912,-0.947225285,-0.947413975,-0.912166298,-0.530238854,-0.945391979,-0.182714968,0.244426752,-0.874805558,-0.157937898
f160,-0.276086895,-0.16087142,-0.21591629,-0.4543095,-0.259067358,-0.197194127,0.533678756,0.739041451,-0.937190008,0.533678756
f161,-0.955862929,-0.960985588,-0.96417572,-0.935193161,-0.54269268,-0.952312684,0.079767695,-0.063017519,-0.913550114,0.172292873
f162,-1,-1,-1,-1,0.219041021,-1,0.391449439,0.064516151,-1,0.509944863
f163,-0.973270565,-0.971093038,-0.969599039,-0.987035528,-0.942071052,-0.96799525,-0.959855178,-0.959862856,-0.990293988,-0.959855178
f164,-0.756710196,-0.745409473,-0.732535318,-0.87728832,-0.420764697,-0.720501763,0.718183675,0.713310684,-0.919804163,0.718183675
f165,-0.746203905,-0.733091062,-0.721175938,-0.869058842,0.008281791,-0.708899974,0.477023273,0.235333892,-0.919194214,0.60567093
f166,0.096918949,0.199550947,0.23508316,-0.393814594,-0.233888261,0.263790632,-0.501604493,-0.583665598,-0.204321695,-0.458538661
f167,0.529049895,0.523393548,0.517946836,-0.962465374,-0.61084281,1,-0.590590435,-0.58903256,-0.959217632,-0.590590435
f168,-1,-1,-1,-1,-0.960288809,-1,-0.985559567,-0.979943843,-1,-0.985559567
f169,-1,-1,-1,-1,-0.069685089,-1,-0.515619072,-0.393448843,-1,-0.515619072
f170,-1,-1,-1,-1,0.132049892,-1,0.627440347,0.492950108,-0.996216197,0.627440347
f171,-1,-1,-1,-1,0.23332961,-1,-0.067240031,0.033508321,-0.773690885,-0.09281805
f172,-1,-1,-1,-1,0.242844601,-1,-0.157506585,-0.094820018,-0.796105234,-0.169622476
f173,-1,-1,-1,-1,-0.236351306,-1,-0.321125805,-0.231603934,-1,-0.374703289
f174,-1,-1,-1,-1,0.244463933,-1,0.119052839,0.300153475,-0.999569181,0.083534313
f175,-1,-1,-1,-1,0.893249686,-1,0.919274361,0.98717638,-0.961354714,0.919274361
f176,-0.604812331,-0.573212278,-0.524112154,-0.548576948,0.156794536,-0.554595257,0.277237426,0.30874824,-0.852580424,0.277237426
f177,-1,-1,-1,-1,0.443186256,-1,0.173963635,0.338534575,-0.994338511,0.173963635
f178,0.097446787,-0.205748946,-0.41067937,-0.106738342,0.936543493,-0.407236654,0.972312912,1,-0.970047542,0.972312912
f179,-0.544489535,-0.595167661,-0.625216457,-0.602811935,-0.212025034,-0.693317195,0.906835488,0.680505786,-0.954571882,1
f180,-0.720233333,-0.724931556,-0.711682912,-0.521796193,-0.199787832,-0.710392545,0.159548454,0.065016447,-0.86293082,0.282915565
f181,-0.29881911,-0.258850826,-0.21232783,-0.21603739,0.473497229,-0.232559369,0.639225361,0.4379712,-0.663878177,0.747081548
f182,-0.753340188,-0.762971798,-0.769432917,-0.769656467,0.137968105,-0.780674066,0.31098814,0.261634126,-0.830078759,0.306887784
f183,-0.36069111,-0.369381886,-0.35473085,-0.17688963,-0.964385766,-0.376064163,-0.756653567,-0.77019776,-0.690911178,-0.744469837
f184,-0.289669695,-0.303529474,-0.287882211,-0.125093019,-0.344942193,-0.314144279,-0.217004648,-0.302673311,-0.691755888,-0.217004648
f185,-0.147599801,-0.118894381,-0.11580807,0.308702688,0.210310564,-0.096015784,0.670996896,0.444585788,-0.506977107,0.737447276
f186,-1,-0.980566754,-0.980636236,-1,0.360904854,-1,0.210699004,0.062378292,-1,0.325873684
f187,-0.678470529,-0.823095793,-0.823728296,-0.685204865,-0.013930277,-0.82931865,0.381483816,0.174123311,-0.893719807,0.493012833
f188,-0.99557729,-0.998726289,-0.998730843,-1,-0.656803797,-1,0.187777722,0.192225389,-1,0.582828945
f189,-0.529169434,-0.530911158,-0.526421947,-0.465952359,-0.243432574,-0.515611896,-0.00647986,0.072329247,-0.76155738,0.130122592
f190,-0.207884069,-0.21081431,-0.213635949,-0.309472657,-0.865983551,-0.217424351,-0.305244708,-0.366725091,-0.79910656,-0.467439666
f191,-1,-1,-1,-0.998025776,-0.700544644,-1,0.201193942,0.17862506,-0.925160242,0.10351224
f192,0.378994488,-0.001985483,-0.005553764,-0.564435667,-0.380504223,-0.010344627,0.788044112,0.279614661,-0.958708792,0.85398882
f193,-0.544489535,-0.595167661,-0.625216457,-0.602811935,-0.490990431,-0.693317195,0.65604558,0.176941839,-0.954571882,0.806986456
f194,-0.305747756,-0.317406585,-0.284529544,0.186681993,-0.345818682,-0.281327444,0.231326941,-0.054918091,-0.659857312,0.405000195
f195,-0.378105695,-0.342656857,-0.301394486,-0.304684584,-0.389393964,-0.319338327,0.478998034,0.222178322,-0.699940199,0.537508843
f196,-0.753340188,-0.762971798,-0.769432917,-0.769656467,-0.185033384,-0.780674066,0.462113677,0.297556083,-0.717303887,0.657430803
f197,-0.289669695,-0.303529474,-0.287882211,-0.125093019,-0.615955352,-0.314144279,0.254897845,-0.101684775,-0.636492274,0.278460056
f198,-0.147599801,-0.118894381,-0.11580807,0.308702688,-0.438930299,-0.096015784,0.267220982,0.179079689,-0.506977107,0.304673922
f199,-0.998299736,-0.999510335,-0.999512086,-1,-0.999984534,-1,-0.99996193,-0.999959551,-0.999598846,-0.99996193
f200,-0.803263256,-0.803991035,-0.802115217,-0.776847975,-0.516871166,-0.797598232,0.228527607,0.17791411,-0.863160915,0.254601227
f201,-0.954700268,-0.840804136,-0.965105272,-0.990821344,-0.880496054,-0.967124269,-0.787767756,-0.786640361,-0.893728007,-0.791149944
f202,-0.998182286,-0.921843375,-0.997824816,-0.676016307,-0.788135593,-0.999732583,-0.288135593,-0.245762712,-0.992618403,-0.203389831
f203,-0.813431574,-0.87613001,-0.929399769,-0.919408656,-0.628207856,-0.89598441,0.20038019,0.150728462,-0.778620273,0.233746152
f204,-0.97629409,-0.979513417,-0.93841613,-0.991921934,-0.444589438,-0.922893,-0.078990403,-0.106129933,-0.981769335,-0.054939791
f205,-1,-1,-1,-1,-0.300651514,-1,-0.170830195,-0.200462816,-1,-0.150516008
f206,-0.994368939,-0.963017243,-0.988682818,-1,-0.46507564,-0.997626923,-0.195366718,-0.182585251,-1,-0.188676419
f207,-1,-1,-1,-0.502726193,-0.568042852,-1,-0.107223455,-0.12116802,-1,-0.106817555
f208,-0.904994967,-0.937518978,-0.988628771,-0.677306954,-0.593792313,-0.996501991,-0.406311843,-0.391521716,-0.863198415,-0.406311843
f209,-0.967264412,-0.975626104,-0.995947613,-0.95800946,-0.219047619,-0.938117337,-0.247619048,-0.235238095,-1,-0.257142857
f210,-0.910460128,-0.773884063,-0.854171263,-0.759553825,-0.865662758,-0.871875888,-0.507779243,-0.507779243,-0.851601476,-0.507779243
f211,-0.937562379,-0.910274364,-0.908717435,-0.815312282,-0.837062286,-0.899364578,-0.734136772,-0.686276645,-0.921112202,-0.703777527
f212,-0.988013552,-0.947579012,-0.984814089,-0.988756064,-0.818446565,-0.987118869,-0.07828486,-0.07828486,-0.954444421,-0.07828486
f213,-0.949550958,-0.919138969,-0.926800083,-0.856527272,-0.503652343,-0.920217399,-0.451862502,-0.455634657,-0.92903285,-0.451862502
f214,-0.942432138,-1,-0.955775648,-0.969781116,-0.712081396,-0.884170677,-0.7205377,-0.736776498,-0.857426887,-0.7205377
f215,-0.992404674,-0.952671446,-0.961899648,-0.999952475,-0.488372093,-0.963800601,-1,-1,-0.99698003,-1
