,or4331,or4359,or4344,or4440,or4378,or4332,or2066,or4397,or567,or2135,or4328,or4329,or73,or4413,or2096,or2070,or2738,or1,or1885,or2055,or3300,or3583,or4388,or4375,or353,or4392,or2620,or4500,or2061,or2236,or2831,or1995,or4280,or2548,or2176,or2147,or2064,or2060,or4293,or4486,or2116,or191,or2265,or3021,or187,or3017,or2058,or2084,or1416,or2099,or2203,or1992,or2903,or1036,or4149,or4321,or2451,or2222,or2065,or1985,or2029,or568,or2149,or2617,or3114,or2080,or2090,or4387,or2734,or3186,or2124,or4319,or2455,or4322,or2111,or2059,or2266,or2900,or4412,or4434,or4333,or70,or470,or4399,or636,or4325,or4411,or2057,or2095,or4363,or356,or2126,or3681,or4374,or2069,or3397,or639,or1133,or285,or2228,or1319,or4350,or851,or2128,or922,or2133,or4316,or4379,or2016,or4362,or4360,or3680,or2148,or2549,or757,or2086,or2115,or2170,or4030,or2068,or2114,or2098,or2334,or3866,or4247,or4354,or4323,or4358,or4467,or4256,or3398,or2112,or2094,or1983,or2052,or4390,or4492,or4334
f114,-0.868818601,-0.925433919,-0.748231499,-0.631047173,-0.846858201,-0.790953204,-0.977525487,-0.918023248,0.006603336,-0.957831325,-0.848675295,-0.761745574,-0.933016682,-0.892182953,-0.927826691,-0.86686747,-0.791580511,-0.034175162,0.614944393,-0.94592215,-0.432829006,-0.382432522,-0.814120082,-0.640321979,-0.940755329,-0.900465005,-0.763846327,-0.562098266,-0.92034291,-0.99536608,-0.415385843,-0.948215941,-0.641931532,-0.457527694,-0.868584337,-0.979379055,-0.98199722,-0.943999073,-1,-0.611813418,-0.979610751,-0.687164041,-0.468603032,-0.739220657,0.380583874,-0.457751209,-0.920157553,-1,0.000648749,-0.822405005,-0.768373494,-0.993975904,-0.656675212,0.472520853,-0.355427342,-0.863220001,-0.466906523,-0.829774356,-0.928174235,-0.981464319,-0.935287303,-0.964192216,-0.936492122,-0.743946928,-0.377152614,-0.94652456,-0.864782206,-0.766561555,-0.496958534,-0.618745801,-0.993443003,-0.939944293,-0.722213385,-0.92842469,-0.839643188,-0.970783133,-0.802522875,-0.727958106,-0.899184453,-0.039510902,-0.803281428,-0.922613531,0.439481001,-0.925247003,-0.942122335,-0.892412269,-0.870102764,-0.872567192,-0.743860056,-0.752040669,-0.932159407,-0.800741427,-0.690643818,-0.638804657,-0.548146432,-0.319775033,-0.935125116,0.000648749,-0.969721544,-0.716797961,0.614944393,-0.837960369,-0.915238715,-0.930715963,-0.955329008,-1,-0.868535249,-0.901215593,-0.797914736,0.06771272,-0.883431863,-0.282822502,-0.965245598,-0.781673961,-1,-0.980074143,-0.947034291,-0.714087118,-0.432303768,-0.862720111,-0.961237257,-0.606116775,-0.754966019,-0.371832679,-0.708475144,-0.740539671,-0.839142619,-0.716371488,-0.813736739,-0.890392199,-0.72591075,-0.981835032,-0.899870064,-1,-0.938646895,-0.674892037,-0.651250218,-0.859512838
f115,-0.867009559,-0.913831075,-0.559386323,-0.583960934,-0.766454037,-0.827625752,-1,-0.868936869,-0.097292419,-0.821931408,-0.709922365,-0.495122588,-0.305234657,-0.815931777,-0.875,-0.737184116,-0.822145966,-0.166425993,0.691606498,-0.716155235,-0.638413064,-0.552066921,-0.581046737,-0.48638963,-0.451173285,-0.803200434,-0.611905158,-0.504838098,-0.732761733,0.061642599,-0.648006216,-0.435288809,-0.740873465,-0.642312409,-0.577888087,-0.748555957,-0.830054152,-0.764530686,-1,-0.470468096,-0.510288809,-0.682581227,-0.645524058,-0.76207332,-0.084837545,-0.671505807,-0.681227437,-0.853519856,-0.066155235,-0.645036101,1,-0.895216606,-0.561834216,0.013537906,-0.475391473,-0.775383735,-0.728218162,-0.720032417,-1,-0.645216606,-0.310649819,0.227145535,-0.946480144,-0.59609315,-0.63888584,-0.228249097,-0.613898917,-0.453956841,-0.68650436,-0.385542571,-0.691696751,-0.720724884,-0.860035138,-0.822103976,0.103971119,-0.737184116,-0.720829399,-0.556311092,-0.79052618,0.463234011,-0.760816185,-0.464259928,-0.075722022,-0.872520418,-0.439259928,-0.831355292,-0.845158696,-0.634205776,-0.661732852,-0.629480572,-0.277527076,-0.4316787,-0.49843266,-0.650188431,-0.676263538,-0.634939635,-0.254783394,0.292057762,0.159859176,-0.639620939,0.040162455,-0.684204606,0.321009011,-0.689228851,-0.229783394,-0.872292419,-0.865504537,-0.779391053,-0.577256318,-0.269481104,-0.88748238,-0.620832475,-0.788267148,-0.687151589,-1,-0.660920578,-0.614169675,-0.375361011,-0.420396288,-0.687364621,-1,-0.474277978,-0.609410691,-0.483530365,-0.43484588,-0.717613785,-0.79782084,-0.693260216,-0.805982024,-0.890426145,-0.486317529,-0.500180505,-0.865573354,-1,-0.5683213,-0.673678758,-0.549646959,-0.893129751
f116,-0.950627225,-0.966035449,-0.875995432,-0.801740827,-0.923879905,-0.947846706,-1,-0.942042502,-0.853649534,-0.730279324,-0.919660385,-0.851585018,-0.568146166,-0.940271009,-0.600615945,-0.670295641,-0.88676167,-0.861031651,-0.627254807,-0.730037705,-0.703082233,-0.664456934,-0.881148444,-0.865589975,-0.537510381,-0.945598904,-0.821904068,-0.858323337,-0.666791953,-0.735579049,-0.85251397,-0.615084125,-0.889935849,-0.859094933,-0.495231573,-0.598309034,-0.63030516,-0.53252566,-1,-0.847701584,-0.475715106,-0.828181231,-0.855868755,-0.862217622,-0.723908831,-0.820571729,-0.732852084,-0.634720256,-0.859487191,-0.768838651,-0.835026514,-0.756515976,-0.79125278,-0.757312909,-0.682392611,-0.934275997,-0.838474057,-0.78558401,-1,-0.783439543,-0.683232538,-0.698743655,-0.90228582,-0.864916648,-0.853925848,-0.457693463,-0.727752623,-0.84934998,-0.82130549,-0.774274153,-0.53983009,-0.913009312,-0.88221668,-0.948235276,-0.67518686,-0.769348453,-0.886342513,-0.865612839,-0.929512777,-0.395332787,-0.920601708,-0.54563071,-0.724831595,-0.954744988,-0.533450217,-0.934643688,-0.945868688,-0.776050004,-0.413809876,-0.881238942,-0.556150226,-0.707272106,-0.832828968,-0.868225305,-0.619545215,-0.859754083,-0.548399003,-0.806158503,-0.711350081,-0.773255442,-0.755520413,-0.9152926,-0.736984055,-0.695942941,-0.538433146,-0.733528181,-0.962366616,-0.932206544,-0.786556573,-0.778731936,-0.96783036,-0.858735864,-0.810104758,-0.864851741,-1,-0.540817667,-0.597467482,-0.039631005,-0.815074454,-0.714602091,-1,-0.588114651,-0.866627699,-0.672807553,-0.841753734,-0.913049212,-0.942149585,-0.915988144,-0.920498505,-0.967239975,-0.836111502,-0.647567561,-0.888259416,-1,-0.742648216,-0.906682852,-0.818270996,-0.953331962
f117,-0.978139223,-0.973675136,-0.921304418,-0.794098915,-0.956842403,-0.838976272,-0.959667424,-0.954508796,0.222216484,-0.930386284,-0.924845228,-0.916655379,-0.773342285,-0.89036615,-0.965657922,-0.925067135,-0.877149783,0.143668663,-0.220047511,-0.887988019,-0.854925161,-0.857093411,-0.899211662,-0.900771349,-0.831594712,-0.949152901,-0.930411675,-0.914054649,-0.933691386,-0.474333815,-0.484887048,-0.817548027,-0.882261077,-0.758933668,-0.889537286,-0.959719066,-0.935395579,-0.918560215,-1,-0.813745026,-0.856124768,-0.718601529,-0.791005946,-0.871377353,-0.369396819,-0.8534047,-0.918973353,-0.961733113,0.323280314,-0.797769056,-0.517971493,-0.961836397,-0.92820126,-0.280623838,-0.865076145,-0.950321588,-0.85932558,-0.83211008,-0.947324933,-0.884114852,-0.766680438,-0.403606316,-0.979756249,-0.935120474,-0.47892387,-0.687099773,-0.749431936,-0.692398999,-0.852732192,-0.924697142,-0.883443503,-0.977017623,-0.88257776,-0.963170659,-0.578186325,-0.863096468,-0.957013991,-0.935598835,-0.919761491,-0.084139094,-0.944788751,-0.837636852,-0.328134683,-0.986849584,-0.844195414,-0.958078917,-0.936177346,-0.894030159,-0.90497831,-0.93054615,-0.767971493,-0.673827722,-0.935739818,-0.833965787,-0.869138608,-0.473711884,-0.777938442,0.171658748,-0.484111267,-0.682193762,-0.273187358,-0.925614325,-0.373527254,-0.852908241,-0.741427391,-0.957033671,-0.958464913,-0.958967219,-0.706517249,-0.648188193,-0.966812838,-0.459876702,-0.923208015,-0.950231751,-0.674816835,-0.928991944,-0.91985127,-0.874147903,-0.958336541,-0.880603181,-0.880964677,-0.773445569,-0.934816135,-0.86064991,-0.937973687,-0.84283713,-0.902204343,-0.962102193,-0.892258105,-0.981671746,-0.949423097,-0.861443917,-0.9400535,-0.34176823,-0.862838257,-0.874367399,-0.859085884,-0.951468647
f118,-0.951762523,-0.969578012,-0.947179624,-0.823307513,-0.970910718,-0.859736301,-0.960737013,-0.97527092,0.847683619,-0.969991307,-0.883745146,-0.896360148,-0.73006116,-0.854528876,-0.979528263,-0.968190786,-0.71720322,0.99573683,-0.112826877,-0.946065667,-0.832820722,-0.834808958,-0.917002424,-0.930033274,-0.828532265,-0.984480368,-0.859153394,-0.930084446,-0.945690074,-0.455893998,-0.877294843,-0.866470997,-0.877361679,-0.891926172,-1,-0.937852965,-0.967416368,-0.942367821,-1,-0.973576888,-0.958332446,-0.790016592,-0.894344013,-0.696843411,0.015672282,-0.831333073,-0.930445658,-0.976171162,0.299453842,-0.854715334,-0.321950681,-0.976844905,-0.856204632,-0.012799192,-0.844036497,-0.979447534,-0.83234823,-0.781278313,-0.975086977,-0.921927061,-0.732314716,-0.395125722,-0.984898851,-0.953508333,-0.876461924,-0.782969389,-0.827227371,-0.836122773,-0.833454968,-0.855016348,-0.91275021,-0.965152632,-0.736423637,-0.956570117,-0.671960458,-0.919371482,-0.951228484,-0.95385112,-0.980490806,1,-0.940338491,-0.831629937,0.020036127,-0.989826529,-0.831540879,-0.960954408,-0.95134427,-0.844926692,-0.962289721,-0.894200985,-0.753812556,-0.640642999,-0.925666618,-0.865670678,-0.894706273,-0.873545412,-0.753092347,0.428800988,-0.454031395,-0.709229319,-0.065440247,-0.964432082,-0.365284557,-0.91331461,-0.740213778,-0.964562638,-0.957992572,-0.971678657,-0.642946892,-0.656847218,-0.959137209,-0.872925054,-0.914767568,-0.945728568,-0.746918527,-0.950863186,-0.952795358,-0.848705851,-0.901217157,-0.930178484,-0.883597248,-0.699711723,-0.953290248,-0.838920047,-0.9305234,-0.873432033,-0.859022647,-0.911970579,-0.919019969,-0.985617547,-0.936006643,-0.947029817,-0.973918851,-0.569973496,-0.848070828,-0.880474344,-0.512734985,-0.927700087
f119,-0.939228438,-0.921508476,-0.772532996,-0.675844486,-0.823517153,-0.844196907,-0.974215921,-0.902762242,0.888949481,-0.960960331,-0.886563667,-0.810290301,-0.858830768,-0.862241659,-0.973628648,-0.948236084,-0.79352185,0.86378064,-0.371981487,-0.958946824,-0.045192286,0.018154207,-0.700828929,-0.70824272,-0.887019869,-0.886326999,-0.801372799,-0.798427839,-0.977264147,-0.587147112,-0.35274456,-0.768111078,-0.792351613,-0.470857742,-0.951619895,-0.948068291,-0.969993148,-0.95461219,-1,-0.626750546,-0.94239132,-0.906483773,-0.510258699,-0.784316556,-0.442286449,-0.207293243,-0.959450201,-0.93433729,0.915181006,-0.847504789,-0.578310052,-0.757344408,-0.797962052,-0.384146427,-0.015366898,-0.870537073,-0.274650859,-0.66664127,-0.974187955,-0.860592586,-0.481689668,-0.135031729,-0.982074192,-0.771482417,-0.34402877,-0.835283919,-0.815288673,-0.605780736,-0.238181122,-0.796409226,-0.930422137,-0.869853027,-0.818418707,-0.927526774,-0.69184949,-0.931177203,-0.794683645,-0.771159926,-0.882197771,0.456834593,-0.895364679,-0.887019869,-0.400506173,-0.9468082,-0.887019869,-0.910665803,-0.909751898,-0.958806997,-0.944348896,-0.803765894,-0.879664975,-0.694953647,-0.659216063,-0.677572936,-0.891773984,-0.338702619,-0.865682285,0.915181006,-0.077258057,-0.772445712,-0.381937162,-0.840086429,-0.067424238,-0.880631826,-0.842331194,-0.9609044,-0.908810027,-0.902213514,-0.674706713,-0.381159804,-0.952081274,-0.321318284,-0.938476167,-0.775766094,-0.893678711,-0.896528098,-0.93615504,-0.898821259,-0.580004775,-0.951172449,-0.938979543,-0.842806605,-0.774347025,-0.095103874,-0.671208516,-0.797374183,-0.843567629,-0.897485212,-0.776542252,-0.944653658,-0.71374541,-0.829131535,-0.977234214,-0.106785799,-0.879217529,-0.668996165,-0.767006057,-0.925505697
f120,-0.868751944,-0.815208936,-0.615861329,-0.543695255,-0.707953545,-0.689775539,-0.903794038,-0.829272133,-0.833614191,-0.911439599,-0.76104497,-0.691045344,-0.881685144,-0.803242956,-0.907843681,-0.921047978,-0.760772278,-0.839822616,-0.855656013,-0.910524416,-0.191861141,-0.182848808,-0.482240454,-0.48979488,-0.880798226,-0.823497906,-0.604982864,-0.583402941,-0.930560813,-0.890037297,-0.069515169,-0.895550628,-0.486036846,-0.195273227,-0.889057455,-0.945953437,-0.881964429,-0.864206833,-1,-0.477455902,-0.87063071,-0.872017738,-0.217858662,-0.748809306,-0.840266075,-0.322314662,-0.942968267,-0.919852901,-0.83277126,-0.889389467,-0.966605517,-0.925519049,-0.602440574,-0.855343681,-0.141829339,-0.787105996,-0.324776481,-0.892007926,-0.919227114,-0.940589734,-0.909952914,-0.876967313,-0.968957871,-0.577598888,-0.067104745,-0.815332099,-0.85160945,-0.539999398,-0.322084221,-0.594345406,-0.853885122,-0.798369182,-0.773291559,-0.875232884,-0.895764807,-0.899089291,-0.654571315,-0.57721707,-0.807793542,-0.17643865,-0.834252926,-0.884345898,-0.831929047,-0.877062752,-0.891086475,-0.827655203,-0.746540182,-0.94551031,-0.861700928,-0.605864105,-0.880266075,-0.858897384,-0.473906076,-0.479195149,-0.870836201,-0.068062572,-0.887006652,-0.852366877,-0.892158839,-0.832058673,-0.85652318,-0.723391193,-0.895269167,-0.879129427,-0.869889135,-0.924702475,-0.830047801,-0.878841048,-0.875546796,-0.008940402,-0.916452129,-0.05718377,-0.942155833,-0.631243504,-0.855177851,-0.919237603,-0.929770578,-0.837487288,-0.550392196,-0.908457396,-0.894621345,-0.850923023,-0.58865826,-0.178413434,-0.441975731,-0.723108228,-0.748455091,-0.828191963,-0.733485747,-0.899298803,-0.509482162,-0.917944797,-0.958148864,-0.897972416,-0.931322038,-0.631293873,-0.540963007,-0.853276626
f121,-0.954183333,-0.936879884,-0.863483599,-0.844137439,-0.89918462,-0.891140893,-0.820642013,-0.941683529,-0.022353202,-0.94634471,-0.903704668,-0.892994181,-0.735031847,-0.931860524,-0.963849542,-0.921412048,-0.876475072,-0.203130843,0.863903413,-0.862204899,-0.127277376,-0.119938484,-0.805193018,-0.82502961,-0.767620496,-0.939704128,-0.82808328,-0.8213426,-1,-0.594460817,-0.682169097,-0.825230535,-0.812669749,-0.72512498,-0.855093957,-0.918255854,-0.924137275,-0.886123523,-1,-0.749513642,-0.881053332,-0.929651108,-0.732839613,-0.867013414,0.654707355,-0.169780803,-0.899217289,-0.921399373,0.058414932,-0.826396679,-0.141946319,-0.938460563,-0.827591813,0.787761828,-0.154587495,-0.916239833,-0.162718264,-0.744136461,-0.931007383,-0.876819723,-0.466793421,-0.668171848,-0.982634598,-0.795775153,-0.681345755,-0.748138289,-0.837335615,-0.742610265,-0.166015335,-0.825044997,-0.879101309,-0.925016594,-0.881498825,-0.949288992,-0.665785721,-0.887619229,-0.882009994,-0.794958821,-0.934346966,-0.372456442,-0.940599251,-0.7723738,0.666115283,-0.956432924,-0.764958646,-0.931040928,-0.913424314,-0.886541813,-0.878378807,-0.861244337,-0.729822226,-0.706005007,-0.777860602,-0.739815525,-0.880799823,-0.681672925,-0.726260418,0.040821371,-0.696259975,-0.731191178,0.831910511,-0.897636869,-0.624073563,-0.896760599,-0.719453687,-0.945457426,-0.915486847,-0.935991445,-0.746908768,-0.514088375,-0.971321308,-0.677956992,-0.906302881,-0.874041783,-0.920520902,-0.903843838,-0.858427607,-0.80299775,-0.498383384,-0.882232151,-0.840783344,-0.704306493,-0.799014166,-0.138069943,-0.792737558,-0.904587821,-0.898388568,-0.939390934,-0.895797984,-0.947018472,-0.830784155,-0.747935482,-0.947017784,-0.455955889,-0.787140729,-0.860542546,-0.84245561,-0.946296896
f122,-0.877614188,-0.825561777,-0.633407643,-0.5613521,-0.716140284,-0.679939322,-0.940666155,-0.827362844,0.530847342,-0.948175328,-0.773338362,-0.705816464,-0.757032739,-0.802347368,-0.952214353,-0.913758284,-0.775975137,0.113633131,0.717382029,-0.810791592,-0.179116602,-0.180500161,-0.52104747,-0.493129255,-0.794294166,-0.813116179,-0.614343765,-0.60089537,-0.914327161,-0.638023722,-0.11204918,-0.738259806,-0.536934215,-0.274109347,-0.761583753,-0.932588105,-0.924851381,-0.908581506,-1,-0.513488693,-0.836846147,-0.869499673,-0.283324512,-0.764630986,0.134055807,-0.306035286,-0.886167762,-0.935716927,0.7645988,-0.802827317,0.455698723,-0.949142418,-0.611749992,0.547344768,-0.130508564,-0.797422074,-0.323867219,-0.698379224,-0.903234064,-0.815399494,-0.698950422,-0.549700537,-0.972921467,-0.600619551,-0.122970331,-0.668003527,-0.726711608,-0.556158274,-0.313346172,-0.604305493,-0.853116022,-0.810069235,-0.787217075,-0.881477012,-0.559120517,-0.863128253,-0.656708558,-0.599345599,-0.809033125,-0.254342096,-0.833200038,-0.797821202,0.204027647,-0.876576764,-0.792473761,-0.835903874,-0.7500413,-0.86125096,-0.882697614,-0.635729327,-0.753050602,-0.447961999,-0.482167597,-0.499257348,-0.833887988,-0.126086295,-0.746224081,0.710555508,-0.572225838,-0.744062349,0.676650454,-0.726042303,-0.473467199,-0.8310836,-0.741729954,-0.926159797,-0.840067871,-0.887911967,-0.765793441,-0.035975479,-0.919073679,-0.11672207,-0.866996615,-0.634642835,-0.841941771,-0.881161646,-0.828881873,-0.638194385,-0.58400065,-0.866655289,-0.779503371,-0.702079245,-0.611007621,-0.178256679,-0.463020306,-0.737929417,-0.767197232,-0.831891842,-0.74853515,-0.905114759,-0.510052617,-0.791449782,-0.929104807,-0.317234121,-0.818300765,-0.630511275,-0.559574362,-0.858215583
f123,-0.96927234,-0.957113039,-0.898187917,-0.892155084,-0.929488627,-0.904558443,-0.923204716,-0.95752017,-0.854234235,-0.764652507,-0.935010274,-0.922676495,-0.872959903,-0.95072161,-0.864779202,-0.910392405,-0.917276828,-0.893960958,0.141393418,-0.871013742,-0.400225052,-0.405126329,-0.860447717,-0.874940385,-0.853392296,-0.954017371,-0.864238947,-0.87218117,-0.860363359,-0.91841592,-0.78169055,-0.90225983,-0.877709684,-0.821534272,-0.73035141,-0.932184053,-0.850896468,-0.861438771,-1,-0.836250049,-0.736770012,-0.9604918,-0.823799891,-0.911877878,-0.246292431,-0.430527529,-0.897269547,-0.784000974,-0.831976653,-0.874051502,-0.859093262,-0.865269384,-0.864018478,0.028384543,-0.429042608,-0.931740796,-0.426960676,-0.887293854,-0.905934215,-0.936594938,-0.912734977,-0.934579254,-0.976914538,-0.865111317,-0.784375598,-0.830454765,-0.827495301,-0.826776228,-0.428034619,-0.8625172,-0.69892009,-0.946239802,-0.92043204,-0.966143048,-0.854503175,-0.912227658,-0.90995706,-0.864606157,-0.953049344,0.150493884,-0.957177502,-0.855906035,-0.199788277,-0.968996647,-0.852094883,-0.930053571,-0.938545756,-0.894650703,-0.809573622,-0.907650367,-0.870877766,-0.83002838,-0.841307516,-0.821679457,-0.848322365,-0.785141681,-0.867308388,-0.837122601,-0.937851792,-0.864666173,0.114322708,-0.929891716,-0.923503865,-0.894631274,-0.864958548,-0.87546147,-0.944422437,-0.955623687,-0.885140144,-0.66932537,-0.979676662,-0.782839415,-0.902074102,-0.910174167,-0.952148809,-0.826400097,-0.858237551,-0.61575401,-0.654691075,-0.780309176,-0.850751638,-0.684578389,-0.867166874,-0.41767295,-0.85701703,-0.931195211,-0.925541929,-0.958133651,-0.926294039,-0.960335739,-0.879542716,-0.838063927,-0.951207118,-0.900805893,-0.862674436,-0.89789417,-0.891220458,-0.963175958
f124,-1,-1,-0.985219147,-1,-0.973633901,-1,-0.939279588,-0.979272309,0.914899943,-1,-1,-0.999561263,-0.581795312,-1,-0.929879931,-0.835220126,-1,0.49731275,0.227810177,-0.77511721,-1,-1,-0.968093385,-0.921806032,-0.681921098,-1,-0.994240056,-0.965056535,-0.882401372,-0.378456261,-0.759330623,-0.662298456,-0.980142618,-0.78846343,-0.729010863,-0.83567753,-0.890977702,-0.861040595,-1,-1,-0.78161235,-0.864699828,-0.79331477,-1,-0.064722699,-1,-0.85186964,-0.901132075,-1,-0.671034877,0.312201258,-0.927364208,-0.994298751,0.176992567,-1,-0.994570919,-1,-0.657320218,-0.875906232,-0.767730132,-0.507558605,-0.269913387,-0.95133219,-0.952764977,-0.740401702,-0.545866209,-0.704974271,-0.996432197,-1,-0.994354901,-0.787833047,-0.984606721,-0.83060682,-1,-0.568118925,-0.834945683,-0.809581337,-0.95064552,-1,-0.993512088,-0.992951693,-0.691640938,-0.039839909,-0.998713726,-0.678536306,-0.999066591,-0.998801607,-0.821452258,-0.772006861,-1,-0.575780446,-0.537358491,-0.635794242,-0.896334258,-0.781841052,-0.723494408,-0.568530589,1,-0.383331207,-0.601852487,0.193985134,-1,-0.321720378,-0.794582088,-0.555883362,-0.894957118,-0.994564032,-0.998567686,-0.569239565,-0.994142857,-1,-0.704156188,-0.830577473,-0.775322997,-0.847394331,-0.83238422,-0.82810749,-0.844208119,-1,-0.788198971,-0.677072613,-0.652830189,-0.958038379,-1,-0.602662636,-0.997212465,-0.995396132,-1,-0.994572267,-0.988066528,-0.712118036,-0.714442539,-0.90362332,-0.083613493,-0.734293882,-0.961032892,-0.824346832,-0.998646865
f125,-0.999734852,-0.980094006,-0.952314802,-0.767243656,-0.957920522,-1,-0.117060367,-0.944744085,0.268451444,-0.127769029,-0.966687338,-0.97016247,-0.121469816,-0.849049092,-0.045459318,-0.067506562,-1,0.090183727,-0.052388451,-0.067716535,-1,-1,-0.912955963,-0.902412429,-0.10152231,-1,-0.858830628,-0.989476768,-0.105511811,-0.169133858,-0.69573965,-0.035590551,-0.850520702,-0.638010722,-0.083674541,-0.153175853,-0.181102362,-0.095013123,-1,-1,-0.140577428,-0.198530184,-0.656025605,-1,-0.149816273,-1,-0.097112861,-0.049238845,0.016692913,-1,-1,-0.007664042,-0.835883402,-0.126509186,-0.705038207,-0.990631085,-1,-0.134608174,-0.026141732,-0.11160105,-0.142677165,-0.091641423,-0.092703412,-0.844740533,-0.577954015,-0.095433071,-0.046929134,-0.902632959,-1,-0.819001478,-0.042309711,-0.982461762,-0.944287919,-0.989092985,-0.131128609,-0.074015748,-0.988824187,-0.848696859,-0.9996003,-0.489076923,-0.997398989,-0.104041995,-0.139107612,-0.962459071,-0.100262467,-0.988224143,-0.980198955,-0.109711286,-0.092073491,-1,-0.116850394,-0.138057743,-0.852924677,-0.818726087,-0.197480315,-0.562106425,-0.113700787,0.293018373,-0.232120778,-0.119160105,-0.122309711,-1,-0.28422471,-0.072873167,-0.109711286,-0.119160105,-0.960784265,-0.955379385,-0.076115486,-0.876053233,-1,-0.544021065,-0.149816273,-0.985997362,-0.113201411,-0.095853018,-0.121469816,-0.015853018,-1,-0.081784777,-0.150026247,-0.052388451,-0.998614897,-0.777278327,-0.858619344,-0.912679468,-0.973347548,-1,-0.997748608,-0.975334096,-0.985133456,-0.054068241,-0.041295717,-0.212598425,-0.082414698,-0.841997124,-0.542415522,-0.957394104
f126,-1,-1,-0.892401159,-1,-0.933223732,-1,-0.941653524,-0.848481795,0.653974245,-0.953998469,-0.941808941,-0.961514274,-0.712215612,-1,-0.970137379,-0.890633536,-1,0.433002065,-0.051206894,-0.863863025,-1,-1,-0.858059546,-0.825599081,-0.775219446,-0.993084309,-0.778949525,-0.904895216,-0.927887309,-0.469431074,-0.174974381,-0.954466978,-0.797756536,-0.676648773,-1,-0.933367251,-0.93055414,-0.955540104,-1,-1,-0.91239988,-0.645325905,-1,-1,-1,-1,-0.931182855,-0.943183533,0.833745504,-0.909730142,0.097241847,-0.937826622,-0.778857791,0.220909998,-1,-0.955581913,-1,-0.737673048,-0.923668188,-0.797148781,-0.754735599,-0.176662884,-0.963417808,-0.781925102,-0.565932116,-0.782812582,-0.798013869,-0.77831635,-1,-0.761692648,-0.90111922,-0.928772326,-0.931713919,-0.968785878,-0.523763197,-0.878360277,-0.937905609,-0.783532983,-0.82613047,-0.140399073,-0.993817274,-0.830356595,-1,-0.954666076,-0.770072268,-0.968784013,-0.931013595,-0.919726611,-0.93268792,-1,-0.697283152,-0.50314421,-0.643000769,-0.874671508,-0.722503309,-0.025744752,-0.69602439,0.766838722,-0.348662336,-0.815182796,0.334801949,-1,-0.285447267,-0.924919683,-0.693125303,-0.952140418,-0.948276733,-0.945312242,-0.774194273,-0.821602619,-1,0.256337024,-0.920038062,-0.933560851,-0.556913828,-0.920827588,-0.900505642,-0.836474213,-1,-0.81003695,-0.828034516,-0.645463951,-0.75734913,-1,-0.687097227,-0.639768685,-0.960736995,-1,-0.991863825,-0.925228873,-0.912468188,-0.876850248,-0.959676644,-0.157713505,-0.838077242,-0.811671216,-0.921815407,-0.927934523
f127,-0.916500129,-0.944063385,-0.704290144,-0.697367377,-0.893666543,-0.6691914,-0.962436312,-0.907716824,0.632577656,-0.973464846,-0.870485843,-0.860314658,-0.547203017,-0.738326842,-0.968252829,-0.931163792,-0.591024492,0.460196228,-0.217635167,-0.894365145,-0.31805814,-0.313637712,-0.86501165,-0.734241146,-0.861456522,-0.903012444,-0.644673076,-0.685468173,-0.929091533,-0.833458707,-0.563250548,-0.844989049,-0.655217628,-0.581752942,-1,-0.938799636,-0.921519053,-0.94281285,-1,-0.639027949,-0.932338041,-0.533686877,-0.591649085,-0.577262464,-1,-0.348598092,-0.933555885,-0.958747822,0.632629575,-0.877940851,-0.312529172,-0.981356015,-0.637355276,-0.367798986,-0.179014814,-0.886924024,-0.358289053,-0.852709277,-0.940134114,-0.866516426,-1,0.101709693,-0.981582,-0.689716488,-0.549059536,-0.816688152,-0.872916322,-0.714647915,-0.350520632,-0.62394451,-0.950614956,-0.874623737,-0.594908975,-0.956967441,-0.712432514,-0.905546105,-0.724705068,-0.706392791,-0.885167992,-0.027363119,-0.865582705,-0.720431786,-1,-0.963679997,-0.706219274,-0.927221596,-0.85240998,-0.969130966,-0.956368318,-0.733388885,-0.787686409,-0.846143322,-0.63319834,-0.768292883,-0.903477487,-0.528225879,-0.6914881,0.579008246,-0.470016735,-0.847502562,-0.337419274,-0.824949869,-0.4329529,-0.909715097,-0.683401118,-0.962598205,-0.898320344,-0.925261402,-0.697911302,-0.435401501,-0.955454415,-0.470371655,-0.944598673,-0.695106225,-0.470168376,-0.936905709,-0.909718819,-0.859716062,-0.376299654,-0.869241462,-0.871651242,-0.715042268,-0.674114429,-0.224420579,-0.595482266,-0.788414374,-0.857216491,-0.901743975,-0.840492696,-0.94468706,-0.631415705,-0.879938301,-0.971852395,-0.380892184,-0.879194382,-0.792981617,-0.579065986,-0.881406996
