,or2098,or2073,or4374,or4315,or4468,or4407,or2063,or4436,or2126,or2110,or4317,or2051,or2155,or4390,or2204,or4362,or4327,or2053,or2143,or4314,or4337
f630,-0.255249031,-0.024073099,-0.076992709,-0.344633967,0.169852002,0.115593078,-0.220039985,-0.706820406,-0.362201192,-0.522788357,-0.550794412,-0.069712652,-0.522788357,-0.431656725,-0.400835698,-0.136523196,-0.156985814,-0.162312353,-0.340210973,0.472379798,-0.620041326
f631,-0.457654681,-0.238144466,-0.099610421,-0.439692899,-0.295537837,-0.107191001,-0.440460273,-0.770485352,-0.52241757,-1,-0.621655338,-0.320540354,-1,-0.675822911,-0.733469667,-0.44044283,-0.431088648,-0.365020781,-0.686311476,0.223756857,-0.71084157
f632,-0.832240189,-0.738704969,-0.818181818,-1,-0.890909091,-0.745454545,-0.873687499,-1,-0.907458418,-1,-1,-0.76082955,-1,-0.745454545,-0.833807087,-1,-0.963636364,-0.823207303,-0.869854996,-1,-1
f633,-0.882154504,-0.641537968,-0.994673377,-0.997335702,-0.994924018,-0.971975528,-0.864555901,-0.98714032,-1,-1,-0.998898757,-0.952112662,-1,-0.98410302,-0.897881333,-0.972076179,-0.970144069,-0.957545176,-0.782465838,-0.985421354,-0.976952832
f634,-0.444177822,-0.329998245,-0.929338742,-0.949555438,-0.941272614,-0.587789259,-0.502341569,-0.787033115,-0.34550264,-1,-0.988286717,-0.238138116,-0.311565603,-0.988244388,-0.589423102,-0.718815031,-0.720403273,-0.336913515,-0.619264511,-0.803424676,-0.662481932
f635,-0.233832894,-0.145834253,-0.93419119,-0.947190528,-0.932231084,-0.607756297,0.089202748,-0.791626675,0.500867559,-1,-0.986379152,-0.238083738,-0.255590574,-0.98432995,-0.449129138,-0.726882154,-0.686988324,-0.429217457,-0.288648422,-0.813711078,-0.623533261
f636,-0.205312314,-0.021865527,-0.999675323,-1,-0.988534256,-0.98110146,0.166593513,-0.999319653,0.906398681,-1,-1,0.019011681,-0.259221178,-0.983407082,-0.469432854,-0.99963488,-0.995911112,-0.228702587,-0.126446274,-0.990850839,-0.98751449
f637,0.030777908,0.053092704,-0.98739022,-1,-1,-0.974265755,0.040538962,-1,0.188771007,-1,-1,-0.212780514,0.2423261,-0.976132658,-0.048637588,-1,-0.990326263,-0.215373266,-0.000675028,-1,-1
f638,0.423199816,0.868346319,-0.952477804,-0.957490854,-0.847145633,-0.894331043,0.008685942,-0.890363086,-0.611294723,-1,-0.990419274,-0.386210016,-0.722086326,-0.980020743,-0.710146378,-0.885524413,-0.853231642,-0.624198692,-0.63496058,-0.920922003,-0.809872779
f639,0.286998705,0.680111428,-0.960172754,-0.954462655,-0.842474753,-0.780110035,-0.076854169,-0.804849783,-0.382764612,-1,-0.972448207,-0.099438856,-0.584075147,-0.984026153,-0.747171757,-0.846324736,-0.838678851,-0.190757402,-0.700642844,-0.898102168,-0.841623799
f640,-0.685252241,-0.880206726,-0.960161426,-0.954462655,-0.842074714,-0.779450667,-0.933872941,-0.804826046,-0.989385092,-1,-0.972448207,-0.926243916,-0.962668345,-0.983447228,-1,-0.846311997,-0.83853619,-0.931347348,-0.980693605,-0.897782955,-0.841188181
f641,-0.552071474,-0.645145833,-1,-1,-1,-0.973953362,-0.486192205,-0.981771899,-0.519046057,-1,-1,-0.505005047,-0.254348262,-1,-1,-1,-1,-0.564873245,-0.215932661,-0.896965014,-0.878070215
f642,-0.280616892,-0.170817576,-0.97684368,-0.962876584,-0.988359844,-0.947590472,-0.313378499,-0.985015242,-0.437563108,-1,-0.975424299,-0.418242978,-0.537983771,-0.995763563,-0.713376137,-0.988583895,-0.97149686,-0.597943118,-0.587680855,-0.975978966,0.24507464
f643,-0.412612829,-0.314207802,-0.406698565,-0.76076555,-0.224880383,-0.263157895,-0.55335296,-0.799043062,-0.400528314,-1,-0.80861244,-0.551800934,-0.553040798,-0.866028708,-0.785548682,-0.76076555,-0.741626794,-0.706423043,-0.594745746,-0.598086124,-0.645933014
f644,-0.755422023,-0.583149947,-0.465649342,-0.734137977,-0.168789047,-0.163099827,-0.648011552,-0.86910541,-0.771177135,-1,-0.763923967,-0.755804114,-0.852294774,-0.404822544,-0.870373514,-0.79946298,-0.435406088,-0.889770437,-0.683877738,-0.367986176,-0.77604679
f645,-0.139665225,-0.208841819,-0.434116053,-0.632435847,0.460614544,0.021216978,-0.243706532,-0.862405031,-0.382915359,-1,-0.776978236,-0.3889765,-0.419570438,-0.309393302,-0.69765207,-0.829125751,-0.489379007,-0.571696445,-0.522327255,-0.299585419,-0.716096565
f646,-0.192334749,0.011717258,-0.440377449,-0.637543911,0.459865862,0.008603575,0.13906337,-0.849001093,0.098283056,-1,-0.778438861,-0.413524754,-0.043548058,-0.319026156,-1,-0.831614602,-0.493666613,-0.542736251,-0.370396808,-0.308849075,-0.718985377
f647,-0.476306035,-0.427230439,-0.904929021,-0.879993807,-0.782415206,-0.79535847,-0.223394852,-0.99013267,-0.38034922,-1,-0.980016197,-0.519226541,-0.404425969,-0.818502287,-1,-0.982326839,-0.969719417,-0.626191955,-0.628169312,-0.934702744,-0.997617902
f648,-0.551596551,-0.464569788,-0.423066393,-0.893836063,0.024008378,-0.027071097,-0.379076933,-0.74231776,-0.445486019,-1,-0.837052875,-0.498776821,-0.49053653,-0.484750382,-1,-0.809885356,-0.678714047,-0.554100422,-0.629222279,-0.640746916,-0.451930669
f649,-0.390046301,-0.575223712,-0.956774751,-1,-0.999191484,-1,-0.482133642,-1,-0.07264957,-1,-1,-0.660087719,-0.020486116,-0.88555443,-0.612798998,-1,-1,-0.733196719,-0.201908757,-1,-1
f650,-0.513888889,-0.338171141,-0.978129824,-0.982348143,-0.870876181,-0.946105047,-0.438699691,-0.993606997,-0.129935898,-1,-0.985327497,-0.539473684,-0.516805556,-0.968893259,-0.499508102,-0.996593047,-0.976308548,-0.469836066,-0.482625698,-0.957724681,-0.987869764
f651,-0.912794201,-0.951916592,-0.863264059,-0.885141806,-0.595848441,-0.720222904,-0.955178511,-0.836713592,-0.916619653,-1,-0.856153916,-0.969018993,-0.922457547,-0.833666684,-0.967346928,-0.964286129,-0.858362586,-0.956428011,-0.948320393,-0.849565254,-0.887346949
f652,-0.792394181,-0.841996643,-0.862948855,-0.883125258,-0.597683973,-0.719136569,-0.850176728,-0.84086051,-0.463418804,-1,-0.859314427,-0.763984962,-0.62942361,-0.830410004,-0.788069057,-0.96451615,-0.861011886,-0.845622952,-0.63466015,-0.850933236,-0.890401056
f653,-0.49193768,-1,-0.454667024,-0.810517395,0.307675243,-0.090658474,-0.407346808,-0.755279573,0.631990869,-1,-0.373227939,-0.716722912,0.088727642,-0.614716128,-1,-0.844493603,0.099953887,-0.734226217,-1,-0.414627018,-0.617069736
f654,-0.894216348,-0.926247928,-0.990265849,-0.991860941,-0.997562372,-0.925669121,-0.924818888,-0.994825767,-0.904724141,-1,-0.871779141,-0.919038084,-0.914238441,-0.99006135,-0.929952744,-0.998287526,-0.946524335,-0.93137177,-0.945607995,-0.957511247,-1
f655,-0.642701037,-0.651970385,-0.646937931,-0.963724138,-0.980689655,-0.806358621,-0.726487815,-0.992482759,-0.272329481,-1,-0.977048276,-0.396753729,-0.57934244,-0.98337931,-0.699838895,-0.958427586,-0.926482759,-0.575790362,-0.731598697,-0.984137931,-1
f656,-0.920093794,-0.189139718,-0.936515713,-0.979638526,-0.972065253,-0.985351696,-0.58854489,-0.998754396,-0.886410257,-1,-0.957284085,-0.545796308,-0.832196968,-0.988598571,-1,-0.997409144,-0.9863897,-0.933979134,-0.725515488,-0.985044447,-0.980684833
f657,-0.695741953,-0.697346176,-0.910133819,-0.974714238,-0.923245878,-0.936142032,-0.609615642,-0.998339195,-0.772346187,-1,-0.941381873,-0.785747766,-0.704710913,-0.977961112,-0.709241884,-0.996520613,-0.98156506,-0.837254411,-0.891615847,-0.956021873,-0.974523245
f658,-0.913642378,-0.940140668,0.827,0.5028,0.7114,0.8204,-0.956467485,-0.9742,-0.966226584,-1,0.8318,-0.960671838,-0.945734058,0.8742,-1,-1,0.352,-0.973745212,-1,0.644,0.6934
f659,-0.948051948,-0.58267236,0.755,0.244,0.2242,0.7478,-0.625105543,-0.986,-0.756643358,-1,0.7948,-0.483253588,-0.927272728,0.5284,-0.575757574,-1,0.1748,-0.721013412,-0.692839003,0.59,0.6174
f660,-0.832522303,-0.975995689,-0.717575604,-0.995697836,-0.892192838,-0.823358218,-0.976746288,-0.389851955,-0.963316489,-1,-0.999493863,-0.908567038,-0.874817518,-1,-1,-0.765658611,-0.999746932,-0.866315663,-1,-1,-0.993926357
f661,-0.958139535,-0.933697518,-0.539662934,-0.901877103,-0.819908664,0.303473046,-0.92120383,-0.999512441,-0.923148479,-1,-0.329118656,-0.911872705,-0.915348837,-0.884650014,-0.914341085,-1,-0.935213145,-0.961021731,-0.923856048,-0.305862086,-0.626861257
f662,-0.402618722,-0.289066466,-0.515600267,-0.900274658,-0.803757456,0.355443598,-0.027392197,-0.999414929,0.479076923,-1,-0.329118656,-0.07485773,0.222909879,-0.883340105,-0.095430071,-1,-0.920352343,-0.432160501,-0.205592374,0.521106434,-0.616635517
f663,-0.149264434,-0.117657005,-0.712857724,-0.786232582,-0.799974315,-0.152957041,-0.021402639,-0.753975898,0.188011415,-1,-0.594169396,-0.241474343,-0.110976579,-0.948971511,-0.130961526,-1,-0.795479355,-0.416443204,-0.34902782,-0.01016717,-0.55510606
f664,-0.771656169,-0.717091723,-0.834525879,-0.851700123,-0.695596664,-0.521149616,-0.825992432,-0.797584151,-0.78382906,-1,-0.812316296,-0.771097187,-0.572519106,-0.911909412,-0.861378478,-0.823619955,-0.863091284,-0.793785411,-0.834033165,-0.040079865,-0.778103038
f665,-0.426213849,-0.484541875,-0.532846715,-0.878948122,-0.804897818,0.327557193,-0.588843411,-0.964915294,-0.787457481,-1,-0.320964498,-0.674428491,-0.542734965,-0.885887325,-0.678992359,-1,-0.91115229,-0.64726592,-0.731684222,-0.217195845,-0.591472886
f666,-0.533441727,-0.651007713,-0.585056959,-0.879488135,-0.758990929,0.165943255,-0.649672794,-0.937388755,-0.596247032,-1,-0.438062487,-0.547706133,-0.615717611,-0.88525181,-0.747848573,-0.945825367,-0.898078979,-0.688224065,-0.737007007,0.438228629,-0.6436759
f667,-0.793458831,-0.725693629,-0.998346668,-1,-0.997646533,-0.999502313,-0.8395631,-0.999949388,-0.8337022,-1,-0.998945579,-0.815078181,-0.871980461,-0.996330616,-0.912839692,-1,-0.996280004,-0.873317287,-0.87233368,-0.999502313,-1
f668,-0.461166944,-0.426114024,-0.946440102,-0.998593325,-0.982398605,-0.974317707,-0.618561462,-0.999536097,-0.712196843,-1,-0.994504989,-0.583204396,-0.419208674,-0.999344549,-0.648053616,-0.984131509,-0.981354074,-0.713267237,-0.583585064,-0.990308907,-0.995440278
f669,-0.529475368,-0.504691276,-1,-1,-1,-1,-0.636741266,-1,-0.6303122,-1,-1,-0.580154965,-0.141509875,-0.967487166,-0.513546555,-1,-1,-0.674225828,-0.584318188,-0.957911018,-1
f670,-0.770498357,-0.652143607,-1,-1,-1,-1,-0.77506166,-1,-0.761435867,-1,-1,-0.717960926,-0.878355353,-0.999537831,-0.896174123,-1,-1,-0.708592774,-0.884025594,-0.957731188,-1
f671,-0.757746421,-0.47745618,-0.965413337,-0.999734349,-1,-0.999936027,-0.735207552,-1,-0.701943123,-1,-0.99985579,-0.601295195,-0.925660095,-0.999523997,-0.92720259,-1,-1,-0.543364109,-0.878427462,-0.956540596,-0.999963134
f672,0.082444162,-0.238922808,-0.91231244,-1,-1,-0.959202021,-0.232885165,-1,-0.295833595,-1,-1,-0.292184393,-0.096377739,-0.99336736,-0.409564902,-1,-1,-0.369191312,-0.560923692,-0.438897163,-1
f673,-0.983531336,-0.956985722,-1,-1,-1,-1,-0.974836588,-1,-0.980309778,-1,-1,-0.948611821,-0.969949776,-0.965549331,-0.945540062,-1,-1,-0.946052254,-0.963297559,-0.941626166,-1
f674,-0.989797265,-0.969281182,-0.97918984,-1,-1,-1,-0.972322416,-1,-0.939806186,-1,-1,-0.949918675,-0.94413097,-0.835595145,-0.887213368,-1,-1,-0.963694138,-0.954554844,-0.993529579,-1
f675,-0.88792239,-0.902063509,-0.879061719,-0.781381743,-1,-0.429566344,-0.954067441,-1,-1,-1,-0.7591844,-0.968539585,-0.950472433,-0.980337845,-0.966409471,-1,-1,-0.892442605,-0.95471422,0.304137236,-0.885571427
f676,-0.859537396,-0.80272339,-0.908825236,-0.884831061,-1,-0.6893791,-0.929750573,-1,-1,-1,-0.873137415,-0.950586931,-0.860828853,-0.929480831,-0.945297477,-1,-1,-0.941130806,-0.963493457,-0.149580954,-0.939718587
f677,-0.577995119,-0.74207828,-0.992439152,-0.993266982,-1,-0.970253305,-0.736012758,-1,-0.705224645,-1,-0.997946981,-0.501578586,-0.748970487,-0.94523076,-0.726107362,-1,-1,-0.702086704,-0.747853667,-0.908949726,-0.993300095
f678,-0.845672342,-0.817137935,-0.997380338,-0.999850305,-1,-0.998727593,-0.8662846,-1,-0.856433145,-1,-1,-0.900185908,-0.763699625,-0.99012013,-0.836367654,-1,-1,-0.930388282,-0.902802424,-1,-1
f679,-0.616236971,-0.822673204,-0.980764193,-0.982186295,-1,-0.977845141,-0.81653093,-1,-0.703252685,-1,-0.971408256,-0.834020813,-0.764467124,-0.99012013,-0.763014297,-1,-1,-0.901510575,-0.80062854,-0.837805471,-0.992141013
f680,-0.687676793,-0.775403573,-0.977808885,-0.988955993,-0.965825231,-0.960822297,-0.701730609,-0.991946773,-0.608373805,-1,-0.990461861,-0.787337488,-0.696817012,-0.972316429,-0.788608141,-0.985932104,-0.971407795,-0.847630296,-0.721570674,-0.972398994,-0.986279128
f681,-0.948136593,-0.946713781,-0.710440149,-0.789745765,-0.683552632,-0.626660622,-0.982148536,-0.840976566,-0.968280856,-1,-0.859640925,-0.967332579,-0.943059561,-0.782099182,-0.983615891,-0.9105449,-0.764266728,-0.980046517,-0.990590099,-0.487458046,-0.742984249
f682,-0.744728052,-0.853228941,-0.710800893,-0.779911324,-0.6570468,-0.628901032,-0.798074357,-0.822223761,-0.836002521,-1,-0.849447016,-0.797453569,-0.897939369,-0.778670624,-0.856868212,-0.901188408,-0.75598916,-0.892102267,-0.910540818,-0.459239539,-0.737221619
f683,-0.679600938,-0.764290735,-0.739618976,-0.75105415,-0.509960114,-0.168210742,-0.779336464,-0.808215931,-0.616385174,-1,-0.849024404,-0.771985786,-0.809681611,-0.784660852,-0.787458528,-0.84054459,-0.651884986,-0.845978334,-0.835835568,-0.409965299,-0.784764916
f684,-0.629021917,-0.715447007,-1,-1,-0.961444704,-1,-0.774822809,-0.992647975,-0.680561815,-1,-1,-0.663248832,-0.692620953,-0.941728972,-0.737193309,-1,-0.998259346,-0.768762363,-0.851025517,-0.993434579,-1
f685,-0.938910631,-0.952278238,-0.975782144,-0.988610094,-0.894555418,-0.248733614,-0.978572063,-0.997010081,-0.964095458,-1,-0.94372438,-0.944857347,-0.960771773,-0.989706034,-0.982841599,-1,-0.854210287,-0.951572851,-0.984747013,-0.956026763,-0.977717901
f686,-0.218195925,-0.410254791,-0.988223055,-0.965723304,-0.889368073,-0.972892524,-0.320916184,-0.675007039,-0.292047993,-1,-0.905813442,-0.555095098,-0.565606606,-0.994676028,-0.575262867,-0.598442735,-0.732674413,-0.680831888,-0.637380387,-0.12730087,-0.980237097
f687,-0.714206839,-0.750895225,-0.646997522,-0.731954804,0.192963117,0.040966336,-0.744298544,-0.677130468,-0.900293454,-1,-0.732003096,-0.765970258,-0.842902021,-0.577084884,-1,-0.657693163,-0.285113136,-0.830040872,-0.858670718,-0.212327715,-0.568563655
f688,-0.386014794,-0.597509278,-0.756309483,-0.89978356,-0.354490709,-0.502479607,-0.539589519,-0.811891799,-0.693654929,-1,-0.880187623,-0.627977124,-0.76598395,-0.726189091,-0.734675452,-0.811209553,-0.427018328,-0.746425322,-0.81426539,-0.371349131,-0.745637919
f689,-0.996964094,-0.997105984,-0.553566038,-0.50602127,-0.815656917,-0.159892642,-0.997919674,-0.645434842,-0.998135428,-0.996912415,-0.811458709,-0.997688878,-0.997568803,-0.914088686,-0.995884772,-0.667566125,-0.378548939,-0.997506328,-0.996975578,-0.26238669,-0.411798675
f690,-0.999554803,-0.99930453,-0.646584599,-0.711329108,-0.213921557,-0.155266345,-0.999094271,-0.664935937,-0.999019359,-0.99982324,-0.782355088,-0.998924931,-0.999114012,-0.706292996,-0.979835816,-0.653169979,-0.309651192,-0.99950006,-0.997267466,-0.157700479,-0.56866497
f691,-1,-0.999952126,-0.67412251,-0.728421951,-0.285249215,-0.113420371,-0.998600428,-0.702617957,-0.965893343,-0.99985133,-0.796669321,-1,-0.999505369,-0.730373794,-0.998743235,-0.69924295,-0.381018265,-1,-0.998453806,-0.230024323,-0.620741777
f692,-0.60909328,-0.75349404,-0.58851276,-0.69291087,0.022804573,-0.068734287,-0.822630156,-0.731652247,-0.88089705,-0.875930704,-0.021278917,-0.710694041,-0.914521344,-0.755004821,-0.836807028,-0.74206067,-0.243099557,-0.822472812,-0.888611623,-0.27919715,-0.436227569
f693,-0.822676278,-0.833066415,-0.824561404,-1,-0.824561404,-1,-0.875158419,-1,-0.888637547,-0.853904401,-1,-0.867523842,-0.929286036,-0.894736842,-0.791527485,-1,-1,-0.908043645,-0.908858874,-1,-1
f694,-0.100661972,-0.717154813,-0.11827957,-0.870967742,-0.612903226,-0.634408602,-0.198619703,-0.784946237,-0.651628023,-0.815876194,-0.849462366,-0.899323931,-0.722384087,-0.784946237,-0.461287461,-0.741935484,-0.548387097,-0.896159907,-0.558477201,-0.591397849,-0.849462366
f695,-0.258677384,-0.713999257,-0.940247546,-1,-0.961587708,-1,-0.677635644,-1,-0.789422022,-0.730458286,-1,-0.852620948,-0.786494266,-0.699530516,-0.36048495,-1,-1,-0.897573911,-0.695356975,-1,-1
f696,-0.557879007,-0.910460862,-0.65232,-0.688,-0.32288,-0.13968,-0.25791294,-0.44512,-0.721180246,-0.910779678,-0.68,-0.809097827,-0.858093629,-0.6904,-0.432302838,-0.70336,-0.26608,-0.932816506,-0.652006364,-0.35488,-0.652
f697,-0.555967485,-0.796524474,-0.563880172,-0.782953207,-0.328366569,-0.230044396,-0.663407247,-0.841730707,-0.835744058,-0.827231675,-0.812547876,-0.777583673,-0.832899395,-0.44779955,0.128735536,-0.723525003,-0.438080177,-0.912767062,-0.680225848,-0.447025295,-0.730345038
f698,-0.757096038,-0.956413282,-0.710440149,-0.789745765,-0.683552632,-0.626660622,-0.848335145,-0.840976566,-0.950300961,-0.948718588,-0.859640925,-0.916525071,-0.937764962,-0.782031518,-0.409906722,-0.9105449,-0.764266728,-0.933589218,-0.911606064,-0.481269732,-0.742984249
f699,-0.382481523,-0.417878623,-0.705956255,-0.779874114,-0.6570468,-0.628892071,-0.34320765,-0.822223761,-0.720891471,-0.4055743,-0.849426816,-0.708701596,-0.435893857,-0.778603949,-0.668023701,-0.901188408,-0.75598916,-0.637777014,-0.757178025,-0.453152075,-0.737216455
f700,-0.232087803,-0.768591405,-0.761352539,-0.820628235,-0.557891156,-0.286763429,-0.427006573,-0.795870483,-0.695183579,-0.807605596,-0.902881888,-0.790209134,-0.75830326,-0.777519991,-0.423430926,-0.727771997,-0.697696315,-0.920797881,-0.617644855,-0.496765174,-0.700305805
f701,-0.61374819,-0.74489696,-0.961970405,-1,-1,-0.966900312,-0.631598183,-0.991168224,-0.731814385,-0.896494875,-1,-0.792089679,-0.866576664,-0.883173676,-0.354923778,-1,-1,-0.884809216,-0.753675946,-0.260735981,-1
f702,-0.702421675,-0.835100519,-0.974163664,-0.90435833,-0.979389664,-0.403144319,-0.531329933,-0.996456056,-0.665620965,-0.821620603,-0.968146892,-0.798302938,-0.669457894,-0.980308801,-0.503187455,-1,-0.852732887,-0.832512847,-0.578854832,-0.840378432,-0.972450123
f703,-0.067578848,-0.660327696,-0.937176588,-0.965723304,-0.889368073,-0.949142374,-0.476633892,-0.675007039,-0.667653999,-0.737849057,-0.905813442,-0.738348089,-0.791304795,-0.9908149,-0.534791134,-0.598442735,-0.732674413,-0.80924943,-0.461850658,0.19933973,-0.980237097
f704,-0.378910888,-0.926207268,-0.646997522,-0.731954804,0.192963117,0.040966336,-0.789369862,-0.677130468,-0.958407728,-0.951370687,-0.732003096,-0.899841805,-0.930573278,-0.568842005,0.459408546,-0.657693163,-0.285113136,-0.983728985,-0.928108674,-0.198360833,-0.568563655
f705,0.410967496,-0.046429937,-0.75099702,-0.89978356,-0.354490709,-0.502479607,0.290446299,-0.811891799,-0.070938209,-0.219961844,-0.880187623,-0.10043319,0.030730205,-0.684219461,0.043141839,-0.811209553,-0.427018328,-0.155668921,0.050192024,-0.369697348,-0.745637919
f706,0.125742853,0.05225279,-0.655096021,-0.588033985,-0.875442235,-0.228327952,0.424976574,-0.760425817,0.136596353,-0.231143292,-0.786474103,-0.057286644,-0.004312228,-0.934918579,0.203843472,-0.775379582,-0.580095148,-0.150775682,0.067897968,-0.035161022,-0.56163431
f707,-0.498395687,-0.600844126,-0.675575589,-0.721639959,-0.329225822,-0.104610652,-0.548029978,-0.720915039,-0.68882291,-0.783182448,-0.783303064,-0.712842443,-0.500149633,-0.732579086,-0.115700136,-0.717747686,-0.419102471,-0.768956814,-0.614437453,-0.103935704,-0.631780651
f708,-0.164409328,-0.422160996,-0.584986514,-0.689772083,0.022804573,-0.054866509,-0.376285037,-0.731652247,-0.396891719,-0.470057418,-0.020321844,-0.54817156,-0.447232464,-0.729472591,-0.476671165,-0.74206067,-0.243099557,-0.594490679,-0.599407293,-0.236751489,-0.433102675
f709,-0.384429692,-0.682395518,-0.992682162,-0.999860613,-0.996863784,-0.998815207,-0.513294305,-1,-0.710430462,-0.766421947,-1,-0.678261919,-0.757350124,-0.966268251,-0.755785167,-1,-1,-0.775573325,-0.68063708,-1,-1
f710,-0.438130759,-0.16598886,-0.848072775,-0.863202976,-0.735409047,-0.645315577,-0.554892765,-0.783175467,-0.829662855,-0.736853917,-0.851073807,-0.237775342,-0.751539835,-0.870768077,-0.851064893,-0.884085154,-0.713213917,-0.25328454,-0.801990206,-0.612429273,-0.857450999
f711,-0.267693039,0.312411173,-0.607520492,-0.960278194,0.643124083,-1,-0.27027994,-0.82521094,-0.68947894,-0.625379422,-0.954490054,0.177130869,-0.553278555,-0.688358884,-0.741619089,-0.987481725,-0.812326738,0.213041228,-0.667508196,-0.12572744,-0.891405545
f712,-0.739961623,-0.803102196,-0.674090137,-0.981566274,-0.599233836,-1,-0.932593206,-0.792010893,-0.992774721,-0.959598939,-0.869096082,-0.860180007,-0.98472257,-0.190129982,-0.988931435,-0.99462547,-0.80475987,-0.899617538,-0.985708882,-0.407011177,-0.691752225
f713,-0.553666426,-0.624970619,-0.952833183,-0.937430243,-0.623615264,-1,-0.812469663,-0.981341269,-0.982568901,-0.727802794,-0.914879788,-0.517676186,-0.965746992,-0.997657704,-0.956202989,-0.563974549,-0.774680482,-0.629559542,-0.909442541,-0.981066049,-0.909500704
