iter_count,D_loss_real_cls_all,d_real_train_accuracy_all,test_loss_all,test_accuracy_all
1,1.1911824311539845,0.4933867162365053,0.6361380343967014,0.76
2,0.7995608697892462,0.6493172231357689,0.6021985541449653,0.7844444444444445
3,0.7316927651778772,0.6815614499177808,0.8498857286241319,0.66
4,0.6842473807989115,0.6958604418388503,1.6309004720052083,0.3688888888888889
5,0.6411801812271551,0.7148066061342675,3.1596763780381942,0.024444444444444446
6,0.5811168615835239,0.7444055194108815,5.557073567708334,0.011111111111111112
7,0.5432046301294841,0.7647815828984057,7.171979166666667,0.011111111111111112
8,0.5072747495965841,0.7755058268392079,6.651729600694445,0.013333333333333334
9,0.4693016400797113,0.8022449417316079,6.635126410590278,0.013333333333333334
10,0.43928073679326113,0.8146135697433331,6.139305555555556,0.013333333333333334
11,0.42213463178140864,0.8243368842496605,5.885815972222222,0.013333333333333334
12,0.3866985853144326,0.8452849074140273,5.8546766493055555,0.015555555555555555
13,0.36636578579034884,0.8544362622435119,3.9490711805555554,0.04888888888888889
14,0.34683734819888556,0.8663044255379996,5.397503797743056,0.02
15,0.33001894223696,0.8735254164581397,4.5156081814236115,0.042222222222222223
16,0.2961367613048612,0.8906127118038178,4.7461328125,0.03333333333333333
17,0.2721431691540722,0.901122470865804,4.335419108072917,0.04666666666666667
18,0.2512690060779792,0.9087009365839708,3.713024359809028,0.08
19,0.24480838220625906,0.9140630585543719,3.7453325737847223,0.06222222222222222
20,0.22974827158840574,0.9183527561306928,2.7908780924479166,0.2111111111111111
21,0.2180605311743857,0.9240723528991206,2.6656174045138887,0.2088888888888889
22,0.20761231782225514,0.9259312218488597,2.15501220703125,0.3377777777777778
23,0.20222150339377637,0.9297919496675484,2.247183295355903,0.32666666666666666
24,0.1978326515071752,0.929505969829127,1.765439181857639,0.4577777777777778
25,0.18562263220947073,0.9354400514763709,1.3456009928385417,0.54
26,0.17609485646130113,0.9355830413955816,1.41260009765625,0.5088888888888888
27,0.16868892622495163,0.9396582540930865,1.2431321885850695,0.5622222222222222
28,0.16408981134511902,0.9418745978408523,1.1965501573350694,0.5777777777777777
29,0.15739700722116548,0.9435904768713805,0.9461359320746527,0.6577777777777778
30,0.15647792727524332,0.9400157288911132,0.973047620985243,0.64
31,0.1548102835602507,0.9439479516694073,0.8590761311848958,0.6822222222222222
32,0.14440102228453905,0.9456638306999356,0.7914745415581598,0.7155555555555555
33,0.1429596443637186,0.9465932651748051,0.6761381700303819,0.7666666666666667
34,0.14027839573915873,0.9483806391649389,0.624364013671875,0.7822222222222223
35,0.1379042129260234,0.949024093801387,0.5745208740234375,0.7933333333333333
36,0.13717692440570514,0.9486666190033602,0.6749327256944444,0.7644444444444445
37,0.1311751104043808,0.9501680131550726,0.5500717163085938,0.8
38,0.13358514542626357,0.9488096089225709,0.5863503689236111,0.7844444444444445
39,0.13003002866850133,0.9518123972259955,0.5625210571289062,0.7888888888888889
40,0.12869080946956327,0.9516694073067848,0.5579468451605902,0.8022222222222222
41,0.12660629055366562,0.9514549224279688,0.534436272515191,0.8044444444444444
42,0.12469589441765401,0.9527418317008651,0.49698428683810764,0.8222222222222222
43,0.12316631290683704,0.9520268821048116,0.5071992662217882,0.8266666666666667
44,0.1210961598566554,0.9522413669836276,0.47484195285373265,0.8311111111111111
45,0.12164869613249273,0.9547436905698148,0.4762946234809028,0.8266666666666667
46,0.12226229920144878,0.9543862157717881,0.48305467393663193,0.8266666666666667
47,0.11680406987850325,0.9546007006506041,0.48398322211371525,0.8355555555555556
48,0.11481842163199393,0.9554586401658683,0.4674433729383681,0.8333333333333334
49,0.11601542165129898,0.9534567812969186,0.4664231363932292,0.82
50,0.1117985379647312,0.9548866804890255,0.4170527140299479,0.8488888888888889
51,0.10937763676936899,0.9559591048831058,0.4646894666883681,0.8311111111111111
52,0.11270273985494203,0.955387145206263,0.42930399576822914,0.8533333333333334
53,0.10644647924589994,0.958890398226925,0.4486577351888021,0.8422222222222222
54,0.11013274609748533,0.9575319939944233,0.42931437174479165,0.84
55,0.10638537427035344,0.9556731250446844,0.416888427734375,0.8466666666666667
56,0.10713838301947931,0.9575319939944233,0.42284318712022567,0.8355555555555556
57,0.10821605258820831,0.9580324587116609,0.4200690036349826,0.8377777777777777
58,0.10502355980158892,0.9577464788732394,0.39700330946180556,0.8533333333333334
59,0.10728048437904952,0.9576034889540287,0.40760599772135414,0.8466666666666667
60,0.10577930459439597,0.957674983913634,0.39107588026258683,0.8533333333333334
61,0.10361990557393976,0.9575319939944233,0.39533050537109377,0.8533333333333334
62,0.1025162244990256,0.9584614284692929,0.4043778483072917,0.8511111111111112
63,0.105758240439923,0.9571745191963966,0.4010476345486111,0.8466666666666667
64,0.10265552435932417,0.957674983913634,0.3970058186848958,0.84
65,0.10216914677608002,0.9593193679845571,0.40828857421875,0.8311111111111111
66,0.10016126381095504,0.9598913276613998,0.36943667941623265,0.8533333333333334
67,0.09618584743398027,0.9609637520554801,0.3736207071940104,0.8466666666666667
68,0.09663594243796975,0.9588189032673197,0.3698488023546007,0.8555555555555555
69,0.09507980341225054,0.9608207621362694,0.36793996175130206,0.8533333333333334
70,0.09590726298635424,0.9599628226210052,0.3656233723958333,0.8555555555555555
71,0.09593867348782575,0.9607492671766641,0.3700577121310764,0.8511111111111112
72,0.09415960963036407,0.9611067419746908,0.36421668158637155,0.8466666666666667
73,0.09334199184974916,0.9610352470150855,0.3558208211263021,0.8466666666666667
74,0.0933407509208467,0.9621076714091656,0.35681627061631943,0.8511111111111112
75,0.08964557992710587,0.9648959748337742,0.34379336886935763,0.8555555555555555
76,0.09064758283326425,0.9606062772574534,0.34899648030598956,0.8577777777777778
77,0.08971525413036995,0.963609065560878,0.35189361572265626,0.8488888888888889
78,0.089948065483588,0.9635375706012727,0.3457046169704861,0.8511111111111112
79,0.09044755436706434,0.9611782369342962,0.34305904812282983,0.8533333333333334
80,0.09166580454381189,0.9618931865303496,0.3379376220703125,0.8511111111111112
81,0.09041051959398264,0.9637520554800887,0.3337995741102431,0.86
82,0.08553518594065583,0.9641095302781154,0.3552195570203993,0.8511111111111112
83,0.08836408955890472,0.9617501966111389,0.336622077094184,0.8555555555555555
84,0.08682045609647435,0.9641095302781154,0.33585055881076387,0.8533333333333334
85,0.08532556768499042,0.9631800958032458,0.3281982760959201,0.8555555555555555
86,0.08617846602886274,0.9640380353185101,0.3397953287760417,0.8488888888888889
87,0.08718306970381537,0.963394580682062,0.32392964680989583,0.86
88,0.08547554335209284,0.9651819546721956,0.32570685492621526,0.8533333333333334
89,0.08252939595294542,0.9651104597125902,0.3203246053059896,0.8577777777777778
90,0.08150716536021381,0.9662543790662759,0.32284664577907984,0.8555555555555555
91,0.08279083758143024,0.9658254093086437,0.3184584554036458,0.8555555555555555
92,0.08087335069585053,0.9664688639450919,0.3110116238064236,0.8644444444444445
93,0.08095066220286304,0.9666118538643026,0.3237359280056424,0.86
94,0.08242894589470566,0.9657539143490383,0.31316433376736114,0.8622222222222222
95,0.07797856166209863,0.9666833488239079,0.30228352864583335,0.86
96,0.08217007585273099,0.9661113891470652,0.3106975640190972,0.8711111111111111
97,0.07748728418244537,0.9663258740258812,0.30940877278645834,0.8644444444444445
98,0.0760084416634992,0.9679702580968041,0.29846123589409723,0.8711111111111111
99,0.07835344682899258,0.9668263387431186,0.2912475246853299,0.8688888888888889
100,0.0769798135351758,0.9676842782583828,0.30501576741536457,0.8577777777777778
101,0.07522565062071448,0.9696146421677272,0.2942708333333333,0.8688888888888889
102,0.07429543258788085,0.9686852076928577,0.29003180609809026,0.8622222222222222
103,0.07702772648192853,0.9693286623293058,0.2978901841905382,0.8711111111111111
104,0.07561810597720903,0.9668263387431186,0.28926795111762155,0.8666666666666667
105,0.077508515248674,0.9679702580968041,0.29669501410590277,0.8777777777777778
106,0.07494396739634349,0.9677557732179881,0.28864966498480904,0.8977777777777778
107,0.07561199869788758,0.9691141774504898,0.2945505099826389,0.8777777777777778
108,0.07300589827307556,0.9712590262386501,0.28337293836805555,0.88
109,0.07178054343744694,0.9696146421677272,0.28192774454752606,0.9
110,0.07022587825343958,0.9709015514406234,0.281502685546875,0.9066666666666666
111,0.07217494800687901,0.970401086723386,0.2780501810709635,0.8933333333333333
112,0.0770230281341917,0.9676127832987774,0.28281424628363716,0.8844444444444445
113,0.07031530722663581,0.97018660184457,0.28139950222439236,0.8822222222222222
114,0.07086204604627987,0.9714735111174663,0.2610806613498264,0.9177777777777778
115,0.0702170466578969,0.9725459355115464,0.2719266594780816,0.9066666666666666
116,0.07130290444826069,0.9710445413598341,0.26673431396484376,0.8955555555555555
117,0.07102152204687416,0.9702580968041753,0.2721295674641927,0.9288888888888889
118,0.06625489485632864,0.9726174304711518,0.26721971299913194,0.9155555555555556
119,0.07062444552569322,0.9698291270465432,0.2596729193793403,0.9222222222222223
120,0.06742854686651696,0.9736183599056266,0.2635025872124566,0.92
121,0.06848459945376524,0.971616501036677,0.25702102661132814,0.9066666666666666
122,0.06497304066413721,0.9729749052691785,0.27337454901801217,0.9155555555555556
123,0.0677379145328726,0.9728319153499678,0.27122185601128473,0.9266666666666666
124,0.06610613257223434,0.9725459355115464,0.2625376553005642,0.92
125,0.0665444212968264,0.9731178951883892,0.25375125461154513,0.9377777777777778
126,0.062022576468799016,0.9741903195824695,0.25615334404839407,0.9266666666666666
127,0.06358710499209366,0.9746907842997069,0.24742163764105904,0.9355555555555556
128,0.06546403532109336,0.9741188246228641,0.26567486233181425,0.9222222222222223
129,0.06504230195171815,0.9749767641381283,0.26176778157552083,0.9266666666666666
130,0.06607359814372833,0.9719739758347037,0.25356443617078994,0.9333333333333333
131,0.06597492711389091,0.9734038750268106,0.2658246358235677,0.9288888888888889
132,0.0606015784187996,0.975548723814971,0.2722195943196615,0.92
133,0.059920036537921516,0.975334238936155,0.24266642252604168,0.9422222222222222
134,0.06285267717597773,0.973689854865232,0.2519461229112413,0.9333333333333333
135,0.0627294270264597,0.9754057338957604,0.24491512722439235,0.9288888888888889
136,0.06172358324079949,0.9741903195824695,0.2527073669433594,0.9288888888888889
137,0.06552931881789577,0.9734753699864159,0.26366739908854164,0.9266666666666666
138,0.062354611678862235,0.9749052691785229,0.2571600341796875,0.9311111111111111
139,0.06075924020861168,0.975334238936155,0.2417267354329427,0.9488888888888889
140,0.06015589184882754,0.9749052691785229,0.2644909328884549,0.9311111111111111
141,0.057464205784905735,0.9781225423607636,0.2446973164876302,0.9444444444444444
142,0.056204488673407535,0.9778365625223422,0.23700588650173612,0.94
143,0.06280611343258333,0.975334238936155,0.2432330322265625,0.9377777777777778
144,0.06155228759695806,0.9754057338957604,0.24930869208441842,0.9288888888888889
145,0.05775520333979907,0.976978623007078,0.2437353006998698,0.9377777777777778
146,0.05831752659006815,0.975548723814971,0.238166995578342,0.9377777777777778
147,0.057018882220729095,0.9767641381282619,0.24381244235568578,0.9355555555555556
148,0.05630562028798295,0.9777650675627368,0.23456751505533854,0.9488888888888889
149,0.060174010501729845,0.9754772288553657,0.25784727308485245,0.9266666666666666
150,0.055789381591639785,0.9776935726031315,0.23399456448025174,0.9422222222222222
151,0.05951428196910384,0.9764066633302352,0.23864359537760416,0.9355555555555556
