,or2228,or2334,or3469,or4334,or1995,or4411,or4333,or1205,or4412,or3680,or2123,or757,or4486,or285,or1134,or2738,or4413,or2900,or1417,or4379,or4360,or2099,or636,or4249,or2548,or356,or2115,or1416,or2052,or2065,or1133,or2128,or4380,or2066,or4293,or4492,or4332,or2112,or4259,or3398,or2057,or2124,or2147,or4392,or3115,or191,or474,or922,or4322,or2337,or3021,or2,or2222,or2549,or2086,or2617,or4256,or639,or4358,or2266,or2831,or1885,or1983,or4399,or2068,or70,or2620,or2148,or4376,or3186,or2029,or4149,or4387,or2832,or4247,or2135,or4363,or2094,or4316,or4321,or568,or1992,or1985,or353,or284,or2096
f91,-0.38839438,-1,-1,-1,-0.413887421,-1,-1,-0.886819455,-1,-1,-0.755127699,-0.651626895,-1,-0.813576897,-0.852739566,-1,-1,-1,-0.852739566,-1,-1,-0.574670135,-0.732710943,-1,-1,-0.772448522,-0.65815784,-0.866435722,-0.880118504,-0.881282142,-0.866435722,-0.544945165,-1,-0.866261845,-1,-1,-1,-0.868883375,-1,-1,-0.938287044,-0.845115729,-0.880613385,-1,-1,-0.616306987,-0.658775413,-0.886819455,-1,-1,-1,-0.804619046,-1,-1,-0.754699694,-1,-1,-0.797486809,-1,-1,-1,-0.628692378,-0.852739566,-1,-0.814714006,-0.674930282,-1,-0.893747785,-1,-1,-0.875530826,-1,-1,-1,-1,-0.537607586,-1,-0.874515525,-1,-1,-0.82223651,-0.859507393,-0.829640677,-0.703298981,-0.775979563,-0.718105276
f92,-0.742424242,-1,-0.494000974,-1,-0.825757576,-1,-1,-0.924242424,-1,-1,-0.893939394,-0.557631737,-1,-0.796518908,-0.810606061,-1,-1,-1,-0.810606061,-1,-1,-0.946969697,-0.772727273,-1,-1,-0.901515152,-0.909090909,0.863636364,-0.96969697,-0.977272727,0.863636364,-0.977270454,-1,-0.954545455,-1,-1,-1,-0.96969697,-1,-0.774149666,-0.977272727,-0.924242424,-0.946969697,-1,-0.760915401,-0.712121212,-0.641609858,-0.924242424,-1,-0.79440597,-1,-0.802655348,-0.853123067,-0.757945269,-0.954545455,-1,-1,-0.924242424,-1,-0.764348254,-1,-0.598484848,-0.810606061,-1,-0.878787879,-0.810606061,-0.585921062,-0.962121212,-1,-0.594177199,-0.78030303,-1,-1,-0.760426697,-0.752322964,-0.992424242,-1,-0.969544693,-1,-1,-0.804081991,-0.977272727,-0.901515152,-0.757575758,1,-0.977272727
f93,-0.921459336,-1,-1,-1,-0.808208766,-1,-1,-0.702634913,-1,0.138168776,-0.941221181,-0.898786321,-0.780970629,-0.624989792,-0.542437294,-0.779473931,-1,-0.696450272,-0.578920699,-1,-1,-0.951102103,-0.924575627,-1,-0.103616582,-0.911021029,-0.960729668,-0.300988092,-0.954902458,-0.95971624,0.578160628,-0.934627362,-1,-0.957689384,-1,-0.600802863,-1,-0.941474538,-1,-0.698185268,-0.921712693,-0.934633899,-0.977704586,-1,-0.751793359,-0.898302508,-0.907914237,-0.756574614,-1,-1,-0.769818394,-0.636451391,-0.888574634,-0.760695207,-0.968583734,-1,-1,-0.902280213,-1,-0.777703992,0.028644918,-0.259690904,-0.468203699,-1,-0.888016215,-0.902330884,-1,-0.964023309,-1,-1,-0.880162148,0.35304843,-1,-0.751286008,-0.571076279,-0.976691158,-0.707591616,-0.977337918,-0.945749846,-1,-0.592196689,-0.950342032,-0.940714467,-0.935697998,0.321256651,-0.988598936
f94,-0.917508995,-1,-0.676147367,-1,-0.809325269,-1,-0.833509012,-0.742560769,-1,0.155269808,-0.89767714,-0.905276052,-0.780970629,-0.835363622,-0.848906688,-0.779473931,-1,-0.696450272,-0.848906688,-1,-1,-0.865291512,-0.889237859,-1,-0.103616582,-0.903565436,-0.73093047,-0.596057402,-0.957309853,-0.936417374,-0.596057402,-0.9413489,-1,-0.837431825,-1,-0.600802863,-1,-0.941254189,-1,-0.565362822,-0.945533261,-0.880734574,-0.928087812,-1,-0.611187848,-0.902815684,-0.913002743,-0.742560769,-1,-0.896814309,-0.769818394,-0.838523948,-1,-0.618342966,-0.945898994,-1,-1,-0.895510174,-1,-0.639117343,0.028644918,-0.768792945,-0.848906688,-1,-0.890636786,-0.853789219,-0.792177715,-0.95371653,-1,-0.726026959,-0.909645742,0.374858543,-1,-0.610393091,-0.446769527,-0.871618687,-0.707591616,-0.967662983,-0.945749846,-0.9074828,-0.823281542,-0.821531597,-0.960720311,-0.904507198,-0.617077887,-0.953871966
f95,-0.664804469,-0.919881114,-0.802124407,-0.944858772,-0.82122905,-0.951605939,-0.971200747,-0.698324022,-0.83840093,-0.621363207,-0.910614525,-0.786476995,-0.773820471,-0.284362159,-0.30726257,-0.85718926,-0.9326914,-0.910288901,-0.30726257,-0.959955135,-0.953295959,-0.832402235,-0.530726257,-0.951130478,-0.664664749,-0.698324022,-0.82122905,-0.206703911,-0.854748603,-0.854748603,-0.206703911,-0.318367591,-0.967854393,-0.865921788,-1,-0.867045611,-0.953669347,-0.474860335,-0.690988836,-0.807898344,-0.921787709,-0.944134078,-0.955307263,-0.93539252,-0.820044559,-0.798882682,-0.797566866,-0.698324022,-0.975160387,-0.853062592,-0.861955238,-0.305943863,-0.942993957,-0.885141453,-0.932960894,-0.91930584,-0.93034293,-0.698324022,-0.922627816,-0.889486286,-0.653756983,-1,-0.240223464,-0.9593017,-0.675977654,-0.530726257,-0.850019202,-0.977653631,-0.907647908,-0.814948386,-0.82122905,-0.723419455,-0.848543448,-0.860944505,-0.782878064,-0.921787709,-0.81478509,-0.966312007,-0.95655362,-0.968822423,-0.283399783,-0.988826816,-0.899441341,-0.530726257,-0.206703911,-0.955307263
f96,-0.897810219,-0.617988226,-0.764851832,-0.886045208,-0.810218978,-0.848405154,-0.892892552,0.00729927,-0.861406421,-0.263148166,-1,-1,-0.724670188,-1,-1,-0.677014991,-0.870922236,-0.63025307,-1,-0.929427234,-0.928341647,-1,-0.766423358,-0.913590555,-0.183475131,0.00729927,-0.98540146,-1,-0.065693431,-0.751824818,-1,-0.810199998,-0.929033759,-0.912408759,-1,-0.427197156,-0.962320306,-0.868613139,-0.626952996,-0.895015298,-0.051094891,-0.927007299,-0.781021898,-0.779754845,-0.834177223,-1,-1,0.00729927,-0.826123173,-0.793040716,-0.754189568,-1,-0.865931774,-0.849778645,-0.270072993,-0.625064068,-0.909471881,0.00729927,-0.675136515,-0.854331976,-0.213969394,-1,-1,-0.831871994,-0.751824818,-0.766423358,-0.789547842,-0.518248175,-0.852817146,-0.756479207,0.080291971,-0.693880152,-0.709829838,-0.845622789,-0.774646624,-0.927007299,-0.798477139,-0.251733118,-0.835947346,-0.904259016,-1,-0.912408759,-0.678832117,-0.766423358,-1,-0.547445255
f97,-0.589237668,-0.434771619,-0.762634347,-0.831871393,-0.788340807,-0.875742974,-0.80265664,-0.770403587,-0.886399661,-0.390598426,-0.906726457,-0.790519782,-0.774321724,-0.260645592,0.024215247,-0.727339073,-0.894199444,-0.463088117,-0.235874439,-0.942153956,-0.941264139,-0.793721973,-0.831390135,-0.862292726,-0.330722947,-0.802690583,-0.8367713,0.176681614,-0.820627803,-0.942600897,0.278923767,-0.85469399,-0.941831439,-0.951569507,-1,-0.525844839,-0.94805749,-0.773991031,-0.687606069,-0.793899404,-0.917488789,-0.924663677,-0.901345291,-0.812911921,-0.786802915,-0.806278027,-0.799594223,-0.786547085,-0.856332929,-0.806720685,-0.793730897,-0.308102435,-0.719959733,-0.805950397,-0.908520179,-0.455429507,-0.925797248,-0.799103139,-0.733720694,-0.811241874,-0.355718035,-0.542600897,-0.20896861,-0.862191318,-0.917488789,-0.867264574,-0.802131988,-0.913901345,-0.878634762,-0.766534933,-0.750672646,-0.749084201,-0.753378187,-0.805846837,-0.7815829,-0.904932735,-0.833052071,-0.920679631,-0.865531742,-0.860145348,0.170827108,-0.926457399,-0.826008969,-0.847533632,0.131838565,-0.944394619
f98,-0.387826891,-1,-0.999676862,-0.99827435,-0.496384225,-1,-0.999294059,-0.536662275,-1,-0.981212058,-0.881071839,-0.586896462,-1,-0.295069838,-0.134400314,-0.999733034,-0.997490806,-1,-0.156907812,-1,-1,-0.624884379,-0.732558791,-1,-0.979922784,-0.634904841,-0.717857443,0.593463576,-0.615298371,-0.883117975,0.541903748,-0.689390695,-1,-0.932365389,-1,-0.999731516,-0.998274033,-0.727667685,-0.999992939,-0.999170707,-0.811433136,-0.844661827,-0.824424699,-0.999913267,-0.999000031,-0.644897273,-0.623417618,-0.567550523,-0.999616685,-0.999563001,-0.999784507,-0.371300355,-0.583007517,-0.998030766,-0.811853575,-1,-0.997929159,-0.6060347,-1,-0.998211298,1,0.205412451,-0.145247639,-0.999839436,-0.826512879,-0.773873924,-0.999744223,-0.807649186,-1,-0.999662394,-0.430151078,-0.99652118,-1,-0.998075695,-0.999209616,-0.892717998,-1,-0.802865548,-0.999844264,-0.999530991,-0.13755,-0.919429885,-0.703268212,-0.752403509,0.589189113,-0.879404098
f99,-0.55194306,-0.894218221,-0.987534259,-0.933429316,-0.6221679,-1,-0.972766806,-0.75936979,-1,-0.223922517,-0.898489259,-0.725910579,-1,-0.486625456,-0.376562352,-0.989701229,-0.903202436,-0.894506564,-0.28951119,-1,-1,-0.760268116,-0.833205207,-1,-0.125344144,-0.789791917,-0.816344335,0.631099325,-0.761581052,-0.919392594,0.544618255,-0.815617602,-1,-0.945219442,-1,-0.989282407,-0.933417104,-0.766590942,-1,-0.858086457,-0.831684964,-0.881593836,-0.892650146,-0.996654089,-0.851146503,-0.769475948,-0.750474899,-0.77241278,-0.989743339,-0.975756343,-0.989250305,-0.524435242,-0.701821629,-0.834510974,-0.898610187,-0.899108263,-0.920112833,-0.780307676,-1,-0.832838445,-0.155480899,-0.064808976,-0.198054781,-0.993805907,-0.847250175,-0.858565617,-0.986313289,-0.876238436,-1,-0.986976117,-0.654248473,-0.86579702,-1,-0.826504015,-0.864744776,-0.927840305,-1,-0.917858982,-0.993992148,-0.981906966,-0.404195076,-0.918356065,-0.774313084,-0.838871565,0.440896252,-0.931053545
f100,-0.481481481,-1,-1,-1,-0.608465608,-0.944223641,-1,-0.772486772,-0.951071257,-0.434366261,-0.888888889,-0.443879898,-0.908313274,0.913070095,0.851851852,-1,-0.542651665,-1,0.851851852,-0.948423785,-0.977582086,-0.812169312,-0.759259259,-0.922962567,-0.706992756,-0.772486772,-0.941798942,0.933862434,-0.685185185,-0.94973545,0.933862434,-0.896815078,-0.983194665,-0.907407407,-1,-1,-0.86540194,-0.722222222,-0.87045682,-1,-0.788359788,-0.936507937,-0.894179894,-1,-1,-0.476190476,-0.472763439,-0.772486772,-1,-1,-1,0.855377068,-0.659863946,-1,-0.85978836,-1,-1,-0.772486772,-1,-1,-0.685571034,-0.714285714,0.851851852,-1,-0.965608466,-0.759259259,-1,-0.841269841,-0.94796716,-1,-0.71957672,-0.994015084,-0.89715145,-1,-0.87027958,-0.955026455,-0.959341115,-0.888330542,-0.934675357,-1,0.915642756,-0.917989418,-0.814814815,-0.759259259,0.933862434,-0.952380952
f101,-0.79583507,-0.549930584,-0.509447915,-0.82178024,-0.708903634,-1,-0.563361657,-0.695312583,-0.799933959,-0.437978909,-0.934288553,-0.356643943,-0.813162538,-0.263080763,-0.286662179,-0.929990434,-1,-0.639776794,-0.286662179,-0.828334103,-0.75418986,-0.784167281,-0.803485378,-0.883976191,-0.824611288,-0.695312583,-0.91024778,0.840775288,-0.706959002,-0.885202637,0.840775288,-0.853368675,-0.793432769,-0.910076824,-1,-0.436760072,-0.601208089,-0.854387708,-0.743776183,-0.68347883,-0.68892308,-1,-0.93798549,-0.786481757,-0.726740935,-0.39402293,-0.390058309,-0.695312583,-0.878193628,-0.645154318,-0.848792719,-0.285304257,-0.813604962,-0.802888751,-0.902875276,-0.59841974,-0.756713522,-0.695312583,-0.373577589,-0.805719781,-0.723957991,0.173382056,-0.286662179,-0.888098821,-0.913966086,-0.803485378,-0.623279509,-0.925270592,-0.49679271,-0.492668066,-0.742069216,-0.585796162,-0.531686109,-0.744340933,-0.587614126,-0.964804308,-0.998727716,-0.899144191,-0.882435293,-0.838930122,-0.262089768,-0.942473101,-0.797972027,-0.803485378,0.840775288,-0.945315255
f102,-0.771404368,-0.929518645,-0.724704066,-0.899618748,-0.624072258,-0.803681681,-1,-0.539488898,-1,-0.433542303,-0.81465384,-0.036847475,-0.539303628,-0.02658144,-0.057730834,-0.707272536,-0.986839944,-0.816976264,-0.057730834,-0.983013329,-0.998415184,-0.668527557,-0.590797562,-0.908504369,-0.340153112,-0.539488898,-0.760742728,0.913806328,-0.753324608,-0.878402357,0.913806328,-0.822443427,-1,-0.907761933,-1,-0.841585837,-1,-0.771602795,-0.445087231,-0.807436067,-0.88827792,-1,-0.915065576,-1,-0.803886069,-0.092806637,-0.0868713,-0.539488898,-0.972154011,-0.767531534,-0.703955269,-0.055937114,-0.645113005,-0.795659317,-0.906815589,-0.874712059,-1,-0.539488898,-1,-0.817285109,-0.350924536,0.785217945,-0.057730834,-0.959412841,-0.880554527,-0.590797562,-0.889219351,-0.868603111,-1,-0.745375706,-0.668039121,-0.238466857,-1,-0.815956608,-0.870894805,-0.955849974,-0.602250582,-0.858002296,-0.892854851,-0.892884541,-0.025272405,-0.912768401,-0.580280927,-0.590797562,0.913806328,-0.931298438
f103,-0.962115114,-0.740978592,-0.591870401,-0.851493322,-0.959846038,-0.86268776,-0.79205202,-0.963837418,-0.893429537,-0.242760591,-0.988677889,-0.931097951,-0.59786339,-0.924052079,-0.926482412,-0.781103235,-0.886028366,-0.71242897,-0.926482412,-0.895576622,-0.876777732,-0.977966757,-0.96322385,-0.868971349,-0.430599531,-0.963837418,-0.988958601,-0.802275377,-0.98202644,-0.989659181,-0.802275377,-0.980856841,-0.897745296,-0.991824816,-1,-0.631342319,-0.779020057,-0.980264747,-0.496334505,-0.727205366,-0.99051639,-1,-0.989999111,-0.898312441,-0.745547789,-0.93510116,-0.934676557,-0.963837418,-0.924338913,-0.683647845,-0.740330257,-0.926342463,-0.975282101,-0.776598211,-0.990422033,-0.729330492,-0.884135389,-0.963837418,-0.701667806,-0.791654698,-0.384548753,-0.791236954,-0.926482412,-0.920979831,-0.989642211,-0.96322385,-0.750365821,-0.991491303,-0.748343016,-0.596982432,-0.9710862,-0.318632803,-0.753236044,-0.761569628,-0.691833851,-0.991259683,-0.737886253,-0.987456805,-0.861030765,-0.855412103,-0.923949945,-0.993117472,-0.977452764,-0.96322385,-0.802275377,-0.993836104
f104,-0.812471989,-1,-1,-1,-1,-0.893994885,-1,-0.541408774,-0.947401015,-0.269102131,-0.91440849,-0.147801784,-0.892515559,-0.524118399,-0.49008316,-1,0.549457944,-1,-0.573799976,-0.917194498,-0.960298851,-0.790661093,-0.761410004,-0.934296433,-0.397419849,-0.588281989,-0.925510195,-0.352134955,-0.89313071,-0.945956079,-0.036342706,-0.936927806,-0.976766816,-0.971528081,-1,-1,-0.722446429,-0.891349751,-0.847842211,-1,-0.923032084,-0.955809941,-0.920454379,-1,-0.936471888,-0.67279555,-0.210749705,-0.561057913,-1,-1,-1,-0.546763408,-0.823769174,-1,-0.911010607,-1,-1,-0.574104614,-1,-1,-0.366501623,0.186675611,-0.569593631,-1,-0.794931881,-0.734865505,-1,-0.939505959,-1,-1,-0.850006884,-0.95460241,-0.89480203,-1,-0.733085557,-0.977902041,-0.922382023,-0.960763309,-0.921316357,-1,-0.507612773,-0.969811564,-0.923723377,-0.747964932,0.109502649,-0.96571067
f105,-0.837345345,-0.716116045,-0.562339561,-0.800267664,-1,-1,-0.698862043,-0.708768769,-0.877118989,-0.590908259,-0.956720721,-0.388674161,-0.824811412,-0.697987243,-0.530282282,-0.903717317,-1,-0.719524805,-0.662546547,-0.900897001,-0.878266585,-0.806810811,-0.829117117,-0.880081444,-0.73141816,-0.749717718,-0.941993994,0.147855856,-0.880696697,-0.939363363,0.104684685,-0.92361999,-0.67433777,-0.973249249,-1,-0.442173638,-0.506933087,-0.918474474,-0.776557859,-0.66702923,-0.908408408,-0.963027027,-0.9396997,-0.877809656,-0.703173033,-0.778486486,-0.42839266,-0.709405405,-1,-0.749518746,-0.648255829,-0.717806174,-0.774186431,-0.730789158,-0.906942943,-0.717441479,-0.811271629,-0.728684685,-0.521144788,-0.798861542,-0.762473946,1,-0.644612613,-0.733004863,-0.889081081,-0.831315315,-0.669880014,-0.932048048,-0.497999926,-0.69314028,-0.870294294,-0.071999377,-0.692797473,-0.733548976,-0.610273887,-0.969957958,-1,-0.960704423,-0.930371354,-0.784246354,-0.556511099,-0.974918919,-0.926594595,-0.825861862,-0.085621622,-0.965129129
f106,-1,-0.919455965,-0.556784851,-0.926121203,-0.683929826,-0.891651832,-1,-0.183053256,-1,-0.574786676,-0.737455485,-0.193924043,-0.594997911,0.076828883,0.087373925,-0.340845941,-0.738489773,-0.920423104,0.087373925,-0.975561926,-1,-0.801643181,-0.633895775,-0.87801947,-0.470257398,-0.260737406,-0.637762076,0.373158369,-0.72533694,-0.87583155,0.373158369,-0.76446037,-1,-0.951060013,-1,-0.924084718,-1,-0.680141855,-0.510616642,-0.724505538,-0.840887202,-0.904151896,-0.904083525,-1,-0.708362253,-0.317703799,-0.286000041,-0.235620651,-0.972800394,-0.598342019,0.402050322,-0.025773092,-1,-0.641055567,-0.855559952,-0.91983202,-1,-0.265876368,-1,-0.650550592,-0.488014333,0.108423978,0.087373925,-0.916603876,-0.661642912,-0.649453305,-0.828017244,-0.909450209,-1,-0.567659843,-0.791254492,-0.063520705,-1,-0.707766125,-0.737431222,-0.950288287,-0.631628075,-0.906211317,-0.919516028,-0.860341419,0.105940203,-0.927342297,-0.573520276,-0.628299888,0.199652764,-0.919249404
f107,-1,-0.755549346,-0.39579606,-0.815748257,-0.624430103,-0.902397402,-0.801573036,0.128830173,-0.908909626,-0.286807958,-0.55973193,0.071003079,-0.575291979,0.400999323,0.346157168,-0.466867739,-0.515508935,-0.758484607,0.346157168,-0.901351467,-0.912147619,-0.82047781,-0.5138056,-0.821421152,-0.329600528,0.037538225,-0.79422781,-0.223174394,-0.626189684,-0.839397339,-0.223174394,-0.65056598,-0.780942855,-0.956713413,-1,-0.578340459,-0.621699327,-0.520614823,-0.474773436,-0.584290262,-0.799833449,-0.882575953,-0.86829577,-0.919485876,-0.584379006,-0.081836279,-0.051096824,0.074395602,-0.980618546,-0.548745011,0.230822886,0.268819614,-1,-0.566839768,-0.79942216,-0.756690669,-0.875642386,0.036639942,-0.684470909,-0.618460092,-0.356767556,0.03369862,0.346157168,-0.764645494,-0.50295423,-0.533448421,-0.659927404,-0.899970711,-0.669220209,-0.489732891,-0.799419182,0.287518371,-0.777334641,-0.616193806,-0.504743229,-0.947261219,-0.722576173,-0.91065135,-0.881629675,-0.758319142,0.435492272,-0.923888006,-0.358634333,-0.518449911,-0.248447925,-0.909654239
f108,-1,-1,-1,-1,-0.712086166,-0.81074167,-1,-0.466270439,-0.874788522,-0.673769298,-0.941907037,-0.346903524,-0.821488894,-0.286622594,-0.147328679,-1,-0.308411243,-1,-0.147328679,-0.919213978,-0.858237534,-0.743817748,-0.741797722,-0.902245704,-0.830132408,-0.520582399,-0.865399596,0.795253537,-0.786859269,-0.893691898,0.795253537,-0.86856209,-0.917040376,-0.933543083,-1,-1,-0.669642836,-0.799532427,-0.805263154,-1,-0.724639904,-0.909748301,-0.932945067,-1,-0.924385913,-0.476119787,-0.440573724,-0.540448282,-1,-1,-1,-0.321815436,-1,-1,-0.901712291,-1,-1,-0.576146427,-1,-1,-0.664880344,0.56398126,-0.147328679,-1,-0.797776043,-0.748700165,-1,-0.882905567,-1,-1,-0.791475289,-0.91894854,-0.624365492,-1,-0.863845476,-0.921590116,-0.861423234,-0.815387797,-0.929050798,-1,-0.257927228,-0.923395186,-0.814968767,-0.699923755,0.404598567,-0.891528569
f109,-0.971733412,-0.691842853,-0.785251556,-0.880754364,-0.89515787,-1,-0.565205449,-0.881454208,-0.877727851,-0.734522958,-0.950121299,-0.904084334,-0.825679427,-0.705276606,-0.665077015,-0.808388726,-1,-0.695543073,-0.572028739,-0.842220846,-0.861565396,-0.955473217,-0.929873479,-0.904540478,-0.778826665,-0.885088613,-0.959496264,0.661539769,-0.946646803,-0.972337628,0.642003447,-0.95040276,-0.675951312,-0.991812213,-1,-0.371627348,-0.516096913,-0.883795166,-0.619669169,-0.651241028,-0.972282976,-0.980853331,-0.976517549,-0.902732056,-0.704643713,-0.931610221,-0.910678579,-0.796653432,-1,-0.88798195,-0.599998429,-0.740168042,-0.958058274,-0.700974508,-0.965223666,-0.693281607,-0.849765377,-0.88437408,-0.799375724,-0.781663365,-0.836373624,-0.78703759,-0.4569706,-0.858308147,-0.897677968,-0.94279581,-0.888963063,-0.967279216,-0.66699144,-0.89117698,-0.909038649,-0.445958367,-0.266366959,-0.704039985,-0.534645848,-0.985698194,-1,-0.983938835,-0.930716324,-0.742378437,-0.684867803,-0.960655104,-0.914792365,-0.936263799,0.001444249,-0.991188767
f110,-0.894654788,-0.955934616,-0.907875192,-0.96589659,-0.780231626,-0.841432231,-1,-0.78454343,-1,-0.802596134,-0.865345212,-0.944300614,-0.900291094,-0.596127298,-0.664418708,-0.890401058,-0.806853592,-0.956463724,-0.581434298,-0.977438138,-1,-0.883412027,-0.875287305,-0.918097752,-0.731170461,-0.807269488,-0.919768374,0.453924276,-0.884819599,-0.963884187,0.137844098,-0.825372292,-1,-0.980855234,-1,-0.92811594,-1,-0.808632517,-0.945614034,-0.920205918,-0.888890869,-0.958013363,-0.934868597,-1,-0.915530188,-0.963910913,-0.943911595,-0.793095768,-0.974888615,-0.935927237,-0.828403542,-0.750081949,-0.824580701,-0.871721232,-0.915100223,-0.956140353,-1,-0.837202673,-1,-0.87511455,-0.750421419,-0.670458797,-0.343545657,-0.918954241,-0.872017817,-0.904775056,-0.93648842,-0.929870824,-1,-0.906632134,-0.821122494,-0.886820013,-1,-0.915357526,-0.923949705,-0.928971047,-0.961298381,-0.974428938,-0.980185358,-0.926322052,-0.644924309,-0.905140312,-0.844650334,-0.889398664,0.063750557,-0.990993318
f111,-0.701234383,-0.867803849,-0.846458633,-0.93179318,-0.564551489,-0.788576302,-0.875651829,-0.637617625,-0.930062037,-0.63556208,-0.90698655,-1,-0.800582168,-0.170365678,-1,-0.835601587,-0.613707162,-0.869391193,-1,-0.909752552,-0.920817362,-0.781739128,-0.727016626,-0.863496254,-0.62047593,-0.682310957,-0.86768405,0.785377138,-0.811555243,-0.925367192,0.785377138,-0.793598057,-0.88415546,-0.935519721,-1,-0.748405799,-0.769345245,-0.79549377,-0.782456137,-0.820463315,-0.881747091,-0.88684186,-0.903742182,-0.972182055,-0.809942928,-0.735392771,-1,-0.653938154,-0.974888615,-0.903890866,-0.714005918,-0.212416578,-1,-0.786202053,-0.843073727,-0.868421059,-0.957033959,-0.683556894,-0.942622874,-0.812671814,-0.610033456,-0.217330059,-1,-0.878431372,-0.887730052,-0.74172114,-0.90473264,-0.867141266,-0.904761904,-0.875509498,-0.595144772,-0.705732026,-0.685279197,-0.830715052,-0.752836546,-0.961388316,-0.922596762,-0.973964218,-0.940556095,-0.852644084,-0.015429623,-0.933879033,-0.765640646,-0.72836125,0.72527614,-0.975192301
f112,-0.812242707,-0.740978592,-0.591870401,-0.851493322,-0.941066369,-0.86268776,-0.79205202,-0.933983963,-0.893429537,-0.242760591,-0.999069653,-0.687452296,-0.59786339,-0.905998104,-0.900296571,-0.781103235,-0.886028366,-0.71242897,-0.894155544,-0.895576622,-0.876777732,-0.963858036,-0.914845656,-0.868971349,-0.430599531,-0.840083253,-0.981282739,-0.095303586,-0.952364755,-0.975798104,-0.080293004,-0.880881589,-0.897745296,-0.94699963,-1,-0.631342319,-0.779020057,-0.983196754,-0.496334505,-0.727205366,-0.952138603,-0.974748245,-0.990736978,-0.894798206,-0.745547789,-0.589288505,-0.520088693,-0.839562921,-0.924338913,-0.683647845,-0.740330257,-0.909542168,-0.909944617,-0.776598211,-0.957711493,-0.729330492,-0.884135389,-0.836591693,-0.701667806,-0.791654698,-0.384548753,0.20652052,-0.902559926,-0.920979831,-0.880042215,-0.878672435,-0.750365821,-0.974422808,-0.748343016,-0.596982432,-0.922354624,-0.318632803,-0.753236044,-0.761569628,-0.691833851,-0.984426798,-0.737886253,-0.974868967,-0.861030765,-0.855412103,-0.91792255,-0.990034621,-0.966665625,-0.918875935,-0.130364435,-0.973440979
f113,-0.928687148,-0.754988524,-0.613925508,-0.881232091,-0.863935675,-0.913698782,-0.849577864,-0.939735197,-0.933170633,-0.323273617,-0.997874062,-0.690554195,-0.753124944,-0.899741356,-0.829182133,-0.791580511,-0.843058626,-0.727958106,-0.824917449,-0.936141003,-0.945264536,-0.916183386,-0.906313567,-1,-0.457527694,-0.853574928,-0.956542063,-0.373932495,-0.933669015,-0.959679743,-0.16658947,-0.908993907,-0.941723639,-0.877557903,-1,-0.631168515,-0.767487566,-0.974339326,-0.497312559,-0.72591075,-0.931696759,-0.983935932,-0.978514362,-0.90427251,-0.740403851,-0.259140361,-0.485946785,-0.926386182,-0.941223859,-0.700747552,-0.739220657,-0.903064282,-0.947727112,-0.781673961,-0.980123757,-0.743946928,-0.932567613,-0.931547346,-0.856559401,-0.802522875,-0.415385843,0.47743325,-0.857186461,-0.954510773,-0.822360347,-0.827773378,-0.763846327,-0.952802461,-0.86697029,-0.618745801,-0.974219796,-0.41692972,-0.855982891,-0.766685623,-0.738770503,-0.983641374,-0.81586376,-0.951711497,-0.906534644,-0.896878793,-0.904009288,-0.987329749,-0.946288039,-0.884610213,-0.135673715,-0.951073535
