iter_count,D_loss_real_cls_all,d_real_train_accuracy_all,test_loss_all,test_accuracy_all
1,1.9502339905548658,0.3338484179543782,1.2907293023003472,0.5577777777777778
2,1.328728605807924,0.5391464311994113,1.1176258002387154,0.5955555555555555
3,1.1370607175398961,0.5799852832965415,2.283959689670139,0.12666666666666668
4,1.047869873046875,0.6089036055923474,3.974939236111111,0.03777777777777778
5,0.9846039065374356,0.6252391464311994,4.946587999131944,0.013333333333333334
6,0.9429321962739722,0.640691685062546,4.998924696180556,0.02
7,0.9040398222282584,0.6524650478292863,6.036891818576389,0.008888888888888889
8,0.8891201173671472,0.6573215599705666,4.27816650390625,0.035555555555555556
9,0.8687897963590531,0.6712288447387785,6.551488172743055,0.008888888888888889
10,0.8382326419428923,0.6835908756438558,4.783315972222222,0.015555555555555555
11,0.8058248243409102,0.7018395879323032,4.325863172743055,0.02666666666666667
12,0.7685648465524972,0.7107431935246504,5.0839615885416665,0.028888888888888888
13,0.7484364221164459,0.7196467991169978,5.717210828993055,0.015555555555555555
14,0.7084897881312087,0.7407652685798382,4.749635959201389,0.04666666666666667
15,0.694613420656273,0.7466519499632083,4.829199761284722,0.044444444444444446
16,0.6817799728876357,0.7527593818984547,4.937937282986111,0.042222222222222223
17,0.6529280482187615,0.7637233259749816,4.3307486979166665,0.057777777777777775
18,0.6296460957979787,0.7727740986019132,3.949357638888889,0.06888888888888889
19,0.6061537180515315,0.7851361295069904,4.295007595486111,0.06666666666666667
20,0.5730640492779617,0.7966887417218543,4.649470486111111,0.06
21,0.5503051308694352,0.8083885209713024,5.350365125868056,0.06
22,0.5336722423786446,0.8163355408388521,3.3503531901041668,0.08888888888888889
23,0.49501791217907815,0.8298749080206034,3.974240180121528,0.08
24,0.471983861747781,0.840103016924209,4.089351128472222,0.1
25,0.45572631252083906,0.8466519499632083,3.1525840928819444,0.12
26,0.4267154943425485,0.8587196467991169,2.9964827473958335,0.13777777777777778
27,0.40215052814497676,0.866225165562914,3.081987575954861,0.15333333333333332
28,0.3925364670462254,0.8679175864606328,2.630635308159722,0.17777777777777778
29,0.38125174482400315,0.8735835172921266,2.0477479383680555,0.25555555555555554
30,0.3550246844316248,0.8803532008830022,2.2394303385416667,0.21555555555555556
31,0.34645731114042955,0.8871228844738779,1.7880543348524305,0.30444444444444446
32,0.3427097031436833,0.8844002943340692,1.8027737087673612,0.2911111111111111
33,0.3219630338936891,0.893598233995585,2.047352837456597,0.23333333333333334
34,0.30826603971569744,0.8961736571008094,1.66338134765625,0.31777777777777777
35,0.3014217733196514,0.9008094186902134,1.4202859157986112,0.3977777777777778
36,0.288910365718704,0.9041206769683591,1.1548495822482638,0.49333333333333335
37,0.29100960681682303,0.9044885945548197,1.051209988064236,0.5266666666666666
38,0.2802012945291661,0.9054451802796174,0.9295326741536458,0.6333333333333333
39,0.2697523766883249,0.9086092715231788,1.072222900390625,0.52
40,0.2680133485548456,0.9103752759381899,1.0930367024739582,0.5066666666666667
41,0.2609970699082937,0.9126563649742457,0.9186355251736111,0.6177777777777778
42,0.25660347282404056,0.9122884473877851,1.0120596652560765,0.5288888888888889
43,0.2615009400491946,0.9089771891096394,0.9915549045138888,0.5377777777777778
44,0.2536388371953901,0.9136865342163355,0.9853722466362848,0.54
45,0.24499571563743158,0.9150110375275938,0.9111142985026042,0.6
46,0.2503424671838352,0.9164091243561442,0.8854771592881945,0.6466666666666666
47,0.24220653362709252,0.9200147167034585,0.7890762668185763,0.7311111111111112
48,0.23814610473542988,0.9152317880794701,0.7599953884548611,0.7488888888888889
49,0.23230694005206895,0.9217807211184694,0.7611960177951389,0.7533333333333333
50,0.2252658554874333,0.923252391464312,0.7647711181640625,0.7533333333333333
51,0.23002973701078458,0.9228108903605592,0.8027896457248264,0.7222222222222222
52,0.2263852746105966,0.9243561442236939,0.7764948187934028,0.7266666666666667
53,0.2182581089628892,0.9246504782928624,0.7415069580078125,0.7511111111111111
54,0.21792998998107235,0.9265636497424576,0.7083181423611111,0.7644444444444445
55,0.21561759404174716,0.9236938925680648,0.7419585503472222,0.76
56,0.21131924817981398,0.9270787343635025,0.6969264729817708,0.7777777777777778
57,0.21252730076939327,0.9248712288447388,0.7200398763020833,0.7577777777777778
58,0.21230158409360053,0.9243561442236939,0.7036726209852431,0.7644444444444445
59,0.20720772873048313,0.9270787343635025,0.7242685275607639,0.7555555555555555
60,0.20871853860008796,0.9258278145695364,0.6803705512152778,0.78
61,0.21029662636819352,0.9270051508462105,0.6783162434895833,0.7777777777777778
62,0.20480700023390072,0.9273730684326711,0.6695433213975694,0.78
63,0.2026342149163275,0.9281089036055924,0.6698291693793402,0.7777777777777778
64,0.19969303785131817,0.9288447387785136,0.6892498101128472,0.7644444444444445
65,0.20478205621198664,0.9295069904341428,0.6751538764105903,0.7688888888888888
66,0.198972743289097,0.9300220750551876,0.6594502766927083,0.7711111111111111
67,0.19839940355313535,0.9287711552612214,0.6598114691840278,0.7822222222222223
68,0.19929471496626944,0.9315673289183223,0.6631338161892361,0.7755555555555556
69,0.19631089525594705,0.932008830022075,0.6688736979166666,0.7688888888888888
70,0.19469396887323803,0.932597498160412,0.6469772677951389,0.7711111111111111
71,0.19354492816265406,0.9308314937454011,0.6404463026258681,0.7822222222222223
72,0.19484601108531377,0.9348050036791758,0.641944580078125,0.7866666666666666
73,0.18376293056058568,0.9353200883002207,0.6353676350911458,0.7955555555555556
74,0.19406270412419804,0.9306843267108168,0.6296485731336805,0.7866666666666666
75,0.18670535168286367,0.9345842531272995,0.6267819552951389,0.7911111111111111
76,0.18343361074912187,0.9326710816777042,0.626915283203125,0.7866666666666666
77,0.18657123602164677,0.9323767476085357,0.6101394314236112,0.7911111111111111
78,0.1846024833943056,0.9357615894039735,0.6120221625434028,0.7911111111111111
79,0.18219126181360376,0.9341427520235467,0.6129182942708333,0.7866666666666666
80,0.17756640818120803,0.9356880058866813,0.6126769341362848,0.7866666666666666
81,0.18296688436321515,0.9333333333333333,0.5998455132378472,0.7866666666666666
82,0.1893892469258761,0.9353200883002207,0.6085326470269097,0.7866666666666666
83,0.17665136251667127,0.9380426784400294,0.6145131429036458,0.7955555555555556
84,0.17355773791045806,0.9367917586460632,0.6045370144314236,0.7933333333333333
85,0.17070838754189374,0.9378219278881531,0.5926951768663195,0.7933333333333333
86,0.17500737339718717,0.9368653421633554,0.5972294786241319,0.7888888888888889
87,0.17546749606213208,0.9359087564385578,0.6047340901692708,0.8
88,0.174652300589746,0.9387049300956586,0.6164128960503472,0.7933333333333333
89,0.17153150096722083,0.9373068432671081,0.6141741265190972,0.8
90,0.17702155039536768,0.9373804267844003,0.6427480061848958,0.7866666666666666
91,0.17512836245774696,0.9384841795437822,0.6099875895182292,0.8
92,0.16985210449578045,0.9389256806475349,0.5974930148654514,0.7888888888888889
93,0.17159994095892833,0.9395879323031641,0.5945918782552083,0.7977777777777778
94,0.1679525402032601,0.9396615158204562,0.6155374484592014,0.8088888888888889
95,0.1647505040902088,0.9406181015452538,0.5818916151258681,0.8044444444444444
96,0.16745385400857707,0.9417218543046357,0.58323974609375,0.8133333333333334
97,0.1649866812890553,0.9408388520971303,0.5684752739800347,0.8088888888888889
98,0.16013337978113215,0.94186902133922,0.5623733520507812,0.8022222222222222
99,0.1642143277581603,0.9420161883738043,0.5662968953450521,0.8155555555555556
100,0.16505825107285343,0.9425312729948492,0.564931165907118,0.8044444444444444
101,0.16043175366803775,0.9410596026490067,0.5641100056966146,0.8155555555555556
102,0.15671918250077607,0.9440029433406917,0.5650215657552083,0.8244444444444444
103,0.15726129898172342,0.944738778513613,0.5638562689887153,0.8088888888888889
104,0.15550242880848597,0.9444444444444444,0.5515409003363715,0.8222222222222222
105,0.1641919234993705,0.9413539367181751,0.5405155097113715,0.8133333333333334
106,0.1582181457564443,0.9437821927888153,0.5387716674804688,0.82
107,0.15527350262213138,0.9456217807211185,0.5411208089192708,0.8155555555555556
108,0.1556159877706925,0.9458425312729949,0.5489202541775173,0.8177777777777778
109,0.15331415396740192,0.9459161147902869,0.5447314792209201,0.8244444444444444
110,0.16109684880293845,0.9446651949963208,0.5422217475043403,0.8266666666666667
111,0.1608408138451987,0.9420897718910964,0.5460018581814237,0.8177777777777778
112,0.15833585737732248,0.9435614422369389,0.5470685831705729,0.8111111111111111
113,0.15370583102666252,0.9444444444444444,0.5458919270833333,0.8311111111111111
114,0.15004163774345797,0.9471670345842531,0.5344542439778646,0.82
115,0.15224781218831202,0.94532744665195,0.5495885552300347,0.8311111111111111
116,0.15313965472515406,0.9457689477557027,0.5300198025173611,0.8355555555555556
117,0.14703206896694204,0.9459161147902869,0.5269552951388888,0.8333333333333334
118,0.14737484267391293,0.9478292862398823,0.536305677625868,0.8177777777777778
