,or3867,or4150,or2169,or3018,or3584,or2735,or68,or3301,or351,or2452,or2615,or188,or1603,or4433,or2049,or1982,or754
f379,0.845425741,1,-0.388639374,0.300658262,0.751926636,0.220474279,0.357144706,0.740804636,0.510135315,0.14829241,-0.399354436,-0.682112341,-0.496869401,0.962409602,1,0.890887678,-0.610453245
f380,0.822993656,0.928217589,-0.382061504,0.511552258,0.645617407,0.412323238,0.366794467,0.232932568,0.517313573,0.301192829,-0.286698686,-0.677883307,-0.4912337,1,1,0.902654565,-0.605600016
f381,0.376114054,1,-0.153954539,-0.527837214,0.748956425,-0.287006072,0.404652399,0.000269995,0.539045594,-0.543241343,-0.698401729,-0.558952546,-0.329873721,0.672024991,1,0.527103549,-0.459970756
f382,0.816575349,0.560293738,-0.799043062,0.093052339,0.845241031,-0.083466846,-0.933014354,0.661731157,-0.90430622,-0.08621582,-0.47481401,-0.875598086,-0.779904306,0.403303653,-0.722488038,-0.071770335,-0.789473684
f383,0.91745691,0.876009668,-0.634260108,0.529147101,1,0.365632449,-0.907715556,0.872389825,-0.907715556,0.258713782,-0.294796281,-0.635810557,-0.985045815,0.692515482,-0.907715556,-0.867852869,-0.631561018
f384,0.02914565,0.05091664,-1,0.02996708,0.037324987,0.04221758,-0.217797779,0.078044798,-0.217797779,0.073193371,-0.297280055,-1,-0.090867767,-0.153573627,-0.601148537,-0.577132294,-1
f385,-0.011215172,1,1,-0.535034903,-0.329976059,-0.587581224,-0.4823783,-0.413472228,-0.476047802,-0.47561752,-0.835164978,0.721886267,0.222750289,-0.330790533,-0.567443974,-0.427291501,0.451726027
f386,0.79684112,0.660522875,1,0.204651078,0.498311865,-0.256726935,-0.481327097,0.225771862,-0.47599769,-0.269802508,-0.366401193,0.721870442,0.222749498,1,-0.561572803,-0.479061113,0.451726027
f387,0.484164986,0.462469031,-0.344215076,0.382125872,0.705089203,0.458829214,-0.389759605,0.496338098,-0.33015352,0.284183854,0.026417793,-0.056658233,-0.238574099,-0.830622697,-0.492418767,-0.674542118,-0.297834935
f388,0.688088482,0.59478877,-1,0.734407017,0.714055108,0.705286029,-0.848827688,0.680046117,-0.848827688,0.660114363,-0.325902426,-1,-1,1,-0.847058202,-1,-1
f389,-0.114325375,0.048795257,-1,-0.186095455,0.010924461,-0.288715232,-0.969870813,-0.065023579,-0.998563711,-0.388226463,-0.575036467,-0.999546435,-0.999977322,0.034036259,-0.831722863,0.483799982,-1
f390,0.118134994,0.273700782,-0.159951413,-0.285552697,0.018961143,-0.362967118,0.796986998,-0.168539176,0.806478664,-0.430690782,-0.555431821,0.019311366,0.266217786,0.24862721,0.190802836,-0.059209516,-0.040481052
f391,-0.354937592,-0.405672837,-0.098741956,-0.451511682,-0.285201116,-0.457724749,0.95681759,-0.377471949,0.970150117,-0.459702336,-0.731116482,0.105304185,0.364310407,-0.497194701,0.276681672,0.033128613,0.053505087
f392,-1,-0.860122306,-0.895579238,-0.845971016,-1,-0.838765752,-0.829919084,-1,-0.831158476,-0.836237581,-0.797398915,-0.891186106,-0.877114664,-0.875387886,-0.891969607,-0.915344385,-0.88755674
f393,-0.715531282,-1,-1,-0.646108868,-0.688071653,-0.625195115,0.709090909,-0.673352926,0.636363636,-0.605160337,-0.821421351,-0.963636364,-1,-0.745109119,-0.127272727,-1,-1
f394,0.94870178,1,-0.126885967,0.767823892,0.867486832,0.614394516,-0.319216279,0.800674662,-0.306384753,0.565699656,-0.505940468,0.584693416,-0.049288029,0.879912678,-0.216706646,0.184406845,-0.091100268
f395,0.442952471,0.333465912,0.026479203,0.354655793,0.378574159,0.829917067,-0.123030666,0.481603727,-0.103626693,0.2476379,-0.188695367,-0.040721719,0.096649385,0.380633494,0.034186642,0.292214359,0.049890322
f396,-0.967912035,-0.351963305,-0.231695946,-0.097903613,-0.967912035,-0.074869611,-0.275681916,-0.967912035,-0.259993784,-0.106082789,-0.719487997,-0.350866547,-0.213225391,-0.436805588,-0.156096911,-0.273017893,-0.298178105
f397,0.233756098,0.136719101,0.620059289,0.574354186,0.367135135,0.691206955,0.062747036,0.472176951,0.153656126,0.82087833,-0.698892671,0.008399209,0.20256917,-0.038326996,0.401185771,0.161067194,0.123023715
f398,-0.286143082,-0.342289132,0.381037567,0.442325265,-0.208969362,0.575596072,-0.994633274,-0.115466343,-0.994633274,0.733562729,-0.196336119,0.296958855,-0.223613596,-0.443571604,-0.994633274,-0.010733453,0.296958855
f399,0.671874505,0.540378758,0.99195171,0.687273904,0.852617695,0.762794594,-0.782696177,1,-0.782696177,0.785547859,-0.649773513,-0.561368209,-0.054325956,0.303172143,-0.798792757,0.839034205,-0.154929577
f400,-0.558443392,-0.593172563,0.23630216,-0.553893422,-0.510707542,-0.582377234,0.283362713,-0.536230911,0.314706326,-0.613065508,-0.90267518,-0.379167962,0.048542237,-0.655820895,0.63648837,-0.202118976,-0.288771053
f401,-0.260701181,-0.318848279,-0.900974724,-0.143529952,-0.180776984,-0.142430557,-0.938718806,-0.174393459,-0.937563768,-0.14592721,-0.740808509,-0.934547835,-0.917093924,-0.423740464,-0.929491334,-0.892170766,-0.913923986
f402,-0.526817169,-0.562622902,0.688981981,-0.286758681,-0.466329396,-0.165598501,1,-0.370507694,0.972947978,-0.12535246,-0.272899429,0.151505682,0.408098715,-0.63176609,0.88830378,0.683559752,0.33617395
f403,-0.222652462,-0.282610945,0.055864467,0.109191692,-0.139088439,0.253027944,0.263575395,0.014766931,0.306502645,0.260171424,-0.845033071,-0.276210455,-0.040360644,-0.425394551,0.511087803,0.249738651,-0.19188411
f404,0.301066382,0.199170748,-0.34371081,0.082808821,0.094514862,0.161558207,-0.138895328,0.08838176,-0.1639772,0.068222843,-0.623869759,-0.529863476,-0.347360163,0.472583158,0.065218813,0.021759416,-0.482433774
f405,0.187989415,0.095516651,-0.798034096,0.212876816,0.098315498,0.336728008,-0.781364082,0.166997828,-0.763075505,0.288013705,-0.56566468,-0.890410312,-0.834568718,0.205093204,-0.727171768,-0.814089765,-0.882801886
f406,0.562447561,0.513795745,-0.648886684,1,0.727478837,0.737763279,-0.474663524,0.889468814,-0.457607145,0.438864203,-0.391598459,-0.433418098,-0.589468461,0.305258713,-0.613378404,-0.526049743,-0.280530919
f407,-0.090171882,-0.143569955,0.043478261,0.08393026,-0.106001554,0.149007708,0.420289855,-0.005394623,0.420289855,0.217694064,-0.640043268,-0.188405797,-0.072463768,-0.032885015,0.217391304,0.942028986,-0.101449275
f408,-0.456070113,-0.548130497,0.044776119,-0.392614929,-0.412002164,-0.417711588,0.462686567,-0.457599032,0.462686567,-0.465742566,-0.675147861,-0.194029851,-0.313432836,-0.548758314,0.253731343,1,-0.194029851
f409,-0.158152413,-0.164860174,0.498501738,-0.012865096,-0.155481254,0.012330015,0.681169843,-0.098487202,0.880858204,0.034054452,-0.304207259,0.009229294,0.294738104,0.05621035,1,0.628191298,0.149466619
f410,0.300638176,0.360678326,0.450557353,0.388015499,0.291137273,0.504097927,0.681169843,0.345846107,0.880858204,0.53619781,0.018316082,-0.026728994,-0.346757761,0.90350412,1,0.628191298,-0.012345679
f411,-0.759290557,-0.766494383,0.764488648,-0.759817563,-0.779505297,-0.739824748,0.95182866,-0.753184581,0.837671162,-0.640678784,-0.851551138,0.182992402,0.457356852,-0.723368393,0.890628033,0.745870222,0.379921535
f412,-0.799970337,-0.788221,0.73877483,-0.7595803,-0.797283542,-0.74248937,1,-0.756430875,0.883025083,-0.682171133,-0.635684379,0.17145157,-0.308087303,-0.764750003,0.937288935,0.788958486,0.215750858
f413,-0.040789118,0.113839714,-0.644884437,-0.072441037,-0.035056386,0.003841183,-0.704642673,-0.033632131,-0.697826132,-0.165016242,-0.432484295,-0.795189118,-0.085090816,0.027366161,-0.521828501,1,-0.540891082
f414,-0.86877948,-0.887041199,-0.644697648,-0.876969479,-0.865022522,-0.902061741,-0.704485505,-0.853733604,-0.697665337,-0.894552436,-0.978175763,-0.795080132,-0.095187702,-0.888835995,-0.521574053,1,-0.540648956
f415,0.799094134,1,-1,0.781265281,0.860121131,0.878608041,-1,0.906550809,-1,0.645297509,-0.40970459,-1,-1,0.761543423,-1,-0.938931298,-1
f416,-0.481822224,-0.122493726,-1,-0.373686328,-0.379351694,-0.22180335,-1,-0.369472938,-1,0.001503173,-0.517877212,-1,-1,-0.010974263,-0.629817284,-0.708793819,-1
f417,-0.7353705,-0.721493105,0.75458696,-0.672003454,-0.710667738,-0.669015691,0.940875686,-0.686325439,0.8273588,-0.667517779,-0.837835878,0.176353866,0.449178679,-0.769788633,0.93249862,0.77735678,0.372177903
f418,-0.640456522,-0.64454253,-1,-0.577826834,-0.587128331,-0.556240636,-1,-0.589103404,-1,-0.685458795,-0.918632903,-1,-0.060070671,-0.684606768,-1,1,-1
f419,0.515713888,0.924528903,1,0.333242258,0.610974989,0.349399878,-1,0.266804434,-1,-0.392121876,0.166017553,-1,0.508834516,0.864117232,-1,0.683594921,-1
f420,0.600651403,0.499799981,-1,1,0.661493861,0.76917699,-1,0.894777494,-1,0.796700237,0.225176571,-1,1,-0.080396239,-1,0.146342857,-1
f421,-0.378017247,-0.333737203,0.24244384,-0.270776673,-0.311808255,0.013944492,0.64002538,-0.311674098,0.646114236,-0.512490682,-0.792128427,0.191780655,0.24290752,-0.562064932,1,0.140202311,0.205630056
f422,-0.667646082,-0.685913764,-0.107798337,-0.649623046,-0.697260055,-0.565637341,-0.18149032,-0.664198798,-0.179992081,-0.648668117,-0.762120619,-0.167278448,-0.106899393,-0.713747151,-0.023896921,1,-0.141230483
f423,0.320321279,0.165627005,0.238508096,0.883045268,0.478033997,1,0.574344836,0.685632366,0.575498305,0.063545748,-0.643652003,0.22168774,0.240789682,-0.067431089,1,0.124365434,0.235123744
f424,-0.992552576,-0.993070708,-0.190521284,-0.989989297,-0.99102002,-0.9888215,-0.239808802,-0.990045426,-0.237757035,-0.994884869,-0.999693235,-0.237463925,-0.18226912,-0.994137767,-0.014542749,1,-0.213541667
f425,-0.99887988,-0.999466974,0.142133857,-0.998076975,-0.998801153,-0.997841752,-0.041556447,-0.998158838,-0.02483147,-0.997344304,-0.992345001,-0.004010581,0.136615752,-0.999395043,0.206360042,1,0.032625082
f426,-0.999244748,-0.999250645,1,-0.999097237,-0.99913856,-0.999029356,-0.711926606,-0.999091673,-0.710091743,-0.998971691,-0.998590759,0.543119266,0.728440367,-0.999288557,-0.414678899,-0.368807339,0.631192661
f427,-0.845559846,-0.845559846,0.768353386,-0.845559846,-0.845559846,-0.845559846,-0.873880024,-0.845559846,-0.873595586,-0.845559846,0.160875161,0.169553716,0.249708451,-0.845559846,-0.830759166,1,0.248855136
f428,-0.869387755,-0.869387755,-0.508251713,-0.869387755,-0.869387755,-0.869387755,-0.689771463,-0.869387755,-0.688139059,-0.869387755,-0.069387755,-0.693484734,-0.534280486,-0.869387755,-0.619883041,-0.720123417,-0.610016862
f429,0.638959444,0.760614929,0.170818704,0.756104774,0.551215818,0.951050306,0.30045143,0.615253794,0.312378086,0.727150031,0.602288194,-0.052220922,0.035389846,0.74502339,1,0.176949228,0.002619406
f430,0.541080308,0.68909325,0.503619605,0.814933352,0.482621766,1,0.416195261,0.646421039,0.453775861,0.737021952,0.642487833,-0.031132561,0.224000158,0.605917451,0.484730409,1,0.070335061
f431,0.163110968,0.030572454,0.311651253,-0.031087086,0.203658067,-0.174736199,0.64105385,-0.03600328,0.684601368,-0.641243316,-0.588849234,0.122700863,0.311651253,0.07811101,0.442500086,1,0.240279163
f432,-1,-1,0.503991453,-1,-1,-1,0.184101453,-1,0.31713011,-1,0.021067843,-0.078097951,0.224302856,-1,0.485097585,1,0.070599757
f433,-1,-1,-0.162790698,-1,-1,-1,-0.534883721,-1,-0.395348837,-1,0.026808863,-0.534883721,-0.488372093,-1,-0.209302326,1,-0.534883721
f434,0.587674843,0.679442449,-0.727272727,0.195424512,0.511460656,0.193753689,-0.636363636,0.340702685,-0.545454545,0.10737819,0.344348205,-0.727272727,-0.727272727,0.7862529,-0.545454545,-0.181818182,-0.636363636
f435,0.433683042,0.558413467,0.636363636,0.108965592,0.318770792,0.209308196,-0.636363636,0.208771954,-0.272727273,0.10338339,0.21540765,0.272727273,-0.090909091,0.693238906,0.818181818,1,0.090909091
f436,0.124081292,0.405665538,-0.47826087,-0.309377925,-0.01746797,-0.210594758,-0.652173913,0.019196432,-0.652173913,-0.535226957,-0.252445817,-1,-0.739130435,0.475816313,-0.826086957,1,-1
f437,0.690197028,0.379572585,0.39557377,-0.774311438,-0.084652185,-0.842187172,-0.358907104,-0.677249138,0.121857923,-0.889652721,-0.81382733,-0.433060109,-0.260928962,0.379572585,1,0.787486339,-0.255464481
f438,0.910766289,0.801733511,-0.140586319,0.164551282,0.864808161,0.220714762,-0.188013029,0.617528604,0.463192182,0.305112877,0.242222011,-0.283387622,-0.226058632,0.937259748,1,-0.023973941,-0.19218241
f439,0.615276492,0.499157037,0.80134715,-0.499317765,0.020107095,-0.654038348,-0.740932642,0.02322982,-0.347150259,-0.76223456,-0.59773473,-0.494818653,-0.261658031,0.690727688,1,0.770984456,-0.230569948
f440,0.624302232,0.434891582,-0.616236162,0.130572151,0.524402103,-0.4472721,-0.26199262,0.320514551,-0.26199262,-0.613476993,-0.439367177,-1,-0.886838868,0.434891582,-0.520295203,1,-1
f441,0.317118639,0.462069801,0.503991453,-0.059590414,0.003033795,-0.08912706,0.184101453,-0.254274962,0.31713011,-0.62398946,0.222526987,-0.078097951,0.224302856,0.535787419,0.485097585,1,0.070599757
f442,0.463242647,0.534667204,-0.017625164,-0.088458259,0.3398511,-0.265505721,0.377499635,0.085068138,0.529083345,-0.34495753,-0.068036079,0.067070501,0.300722522,0.587969281,-0.214384761,0.065355423,0.014705882
f443,0.723635259,0.664936473,0.614828309,-0.081707844,0.326351576,0.021200544,-0.622479279,0.054471221,-0.380672192,-0.230090204,0.218638939,-0.367665543,-0.098132799,0.743391864,0.794662538,1,-0.041552054
f444,0.755364826,0.867052172,-0.474147899,0.412985536,0.633414601,0.213573798,0.292880348,0.560882037,-0.154892352,0.016873388,0.126488517,-1,-0.836572876,1,-0.528990694,0.872253731,-1
f445,0.685936034,0.791871583,-0.925675676,0.150215445,0.463376191,0.098093107,0.801801802,0.347471537,1,-0.160592884,0.103806023,-1,-0.925675676,0.903891487,0.438918919,0.837477477,-0.925675676
f446,0.718228579,0.940319372,-0.999164091,-0.11381508,0.618241124,-0.12532896,-0.993459648,0.216636737,-0.993537667,-0.297812427,-0.411438249,-1,-0.999164091,1,-0.994614722,-0.980700137,-0.999164091
f447,0.718228579,0.940319372,0.087066246,-0.11381508,0.618241124,-0.12532896,1,0.216636737,0.963091483,-0.297812427,-0.411438249,-0.1829653,0.054574132,1,0.963722397,0.903470032,-0.1829653
f448,0.718228579,0.940319372,0.143710587,-0.11381508,0.618241124,-0.12532896,0.461666114,0.216636737,0.483571192,-0.297812427,-0.411438249,-0.140391636,0.10952539,1,0.413873216,1,-0.140391636
f449,0.718228579,0.940319372,-0.412407026,-0.11381508,0.618241124,-0.12532896,-0.192593765,0.216636737,-0.171229625,-0.297812427,-0.411438249,-0.825288812,-0.552935591,1,0.464155721,0.982275677,-0.790314923
f450,0.718228579,0.940319372,-0.169216626,-0.11381508,0.618241124,-0.12532896,0.212948979,0.216636737,0.4398319,-0.297812427,-0.411438249,-0.530212095,-0.205568324,1,0.8637074,1,-0.530212095
f451,0.718228579,0.940319372,-0.143776794,-0.11381508,0.618241124,-0.12532896,0.214140136,0.216636737,0.291222152,-0.297812427,-0.411438249,-0.497195868,-0.182683253,1,0.892951016,1,-0.497195868
f452,0.718228579,0.940319372,-1,-0.11381508,0.618241124,-0.12532896,-1,0.216636737,-0.489413293,-0.297812427,-0.411438249,-1,-1,1,-1,-1,-1
f453,0.718228579,0.940319372,-1,-0.11381508,0.618241124,-0.12532896,-1,0.216636737,-1,-0.297812427,-0.411438249,-1,-1,1,-1,-1,-1
f454,0.718228579,0.940319372,-0.629641334,-0.11381508,0.618241124,-0.12532896,-1,0.216636737,-1,-0.297812427,-0.411438249,-1,-0.629641334,1,-0.801232422,0.580028441,-1
f455,0.718228579,0.940319372,-1,-0.11381508,0.618241124,-0.12532896,1,0.216636737,1,-0.297812427,-0.411438249,-1,-1,1,1,-1,-1
f456,0.718228579,0.940319372,-0.919164733,-0.11381508,0.618241124,-0.12532896,-0.919257541,0.216636737,-0.916983759,-0.297812427,-0.411438249,-0.979675174,-0.919164733,1,-0.923851508,-0.708816705,-0.979675174
f457,0.718228579,0.940319372,-0.049443378,-0.11381508,0.618241124,-0.12532896,0.040307102,0.216636737,0.191247601,-0.297812427,-0.411438249,-0.484644914,-0.102571977,1,0.661650672,1,-0.484644914
f458,-0.093747008,-0.09824763,-0.992252116,0.031121325,-0.102748252,-0.022503112,-0.97379081,-0.062912956,-0.966751814,-0.058316576,-0.092023365,-0.993919287,-0.992252116,-0.095997319,-0.960657497,-0.973140871,-0.993919287
f459,1,0.924635532,0.121718377,0.564615765,0.849271065,0.364467507,0.355608592,0.717321473,0.479713604,0.219668891,-0.120336051,-0.374701671,0.064439141,0.962317766,0.980906921,1,-0.374701671
f460,-0.68889564,-0.679781255,-0.3,-0.654412882,-0.670666869,-0.507823181,0.233333333,-0.554306547,0.233333333,-0.721099803,-0.548534103,-0.966666667,-0.3,-0.684338448,-0.6,-0.066666667,-0.966666667
f461,0.51390078,0.453866835,0.139318885,0.080310608,0.39383289,-0.025818952,-0.535603715,0.269198997,-0.442724458,-0.19181724,-0.156911338,-0.356037152,0.058823529,0.483883807,0.845201238,1,-0.356037152
f462,-0.741253195,-0.728562616,-0.675675676,-0.839957698,-0.715872037,-0.512822773,0.859459459,-0.642372433,0.978378378,-0.818982991,-0.691900943,-0.718918919,-0.664864865,-0.734907905,0.135135135,-0.264864865,-0.718918919
f463,0.642851933,0.605160467,-0.059701493,0.335995624,0.567469001,0.346608315,0.313432836,0.475200584,0.52238806,0.143398979,0.338913202,-0.492537313,-0.164179104,0.6240062,0.955223881,0.955223881,-0.492537313
f464,-0.691917361,-0.681315694,-0.157557207,-0.707321493,-0.670714027,-0.480065241,-0.110333771,-0.562341428,0.067191372,-0.748822037,-0.549111997,-0.689258126,-0.208278677,-0.686616528,0.581402128,1,-0.689258126
f465,0.565536679,0.512709125,-0.163464381,0.177203734,0.459881571,0.106456701,-0.101980491,0.346572544,0.037245049,-0.069635146,-0.15982727,-0.684895064,-0.21489802,0.539122902,0.58646172,1,-0.684895064
f466,-0.913743425,-0.914309321,-1,-0.917034002,-0.502915519,-0.850996145,-1,-0.910525654,-0.067567568,-0.850996145,-0.7502778,-1,-1,-0.947448948,-1,-1,-1
f467,-0.904071663,-0.907847102,-1,-0.911101026,-0.477693296,-0.842830264,-1,-0.910877019,-1,-0.842830264,-0.733241825,-1,-1,-0.94539148,-1,-1,-1
f468,-0.712478676,-0.785680978,-0.0625,-0.816811069,-0.612704804,-0.745129668,-1,-0.725721804,-1,-0.745129668,-0.6228618,-1,-0.0625,-0.817380674,-0.3125,0.484375,-1
f469,-0.704769749,-0.787040079,-1,-0.808090443,-0.648316234,-0.748749979,1,-0.729584683,1,-0.748749979,-0.636315364,-1,-1,-0.814698686,1,-1,-1
f470,-0.72421401,-0.775498292,0.303845967,-0.78021747,-0.780828083,-0.770341137,-0.263543334,-0.740686591,-0.530918085,-0.770341137,-0.708146088,-0.479654687,-0.352926912,-0.820602379,-0.352053931,0.643629662,-0.479654687
f471,-0.810791355,-0.84963599,0.309562083,-0.841194598,-0.903515142,-0.852637416,-0.547518145,-0.831044485,-0.52886161,-0.852637416,-0.802700336,-0.477373472,-0.350090116,-0.879642927,-0.349213308,0.644990014,-0.477373472
f472,-0.051680666,-0.307214497,-1,-0.25872749,-0.693855002,-0.2783715,-0.157894737,-0.033132788,-1,-0.2783715,-0.062337801,-1,-1,-0.325618557,-1,-1,-1
f473,0.235225634,-0.112814062,-1,-0.243663944,-0.543572966,-0.132018289,-1,0.050860026,-1,-0.132018289,0.102342199,-1,-1,-0.178144426,-1,-1,-1
f474,0.296045165,0.113945155,-1,-0.305989463,-0.792097747,-0.187816001,-1,-0.160749438,-1,-0.187816001,-0.109024421,-1,-1,-0.278049677,-1,-1,-1
f475,0.335893863,-0.015349838,-1,-0.248997116,-0.552234001,-0.076016127,-1,0.151121336,-1,-0.076016127,0.167180225,-1,-1,-0.126531004,-1,-0.870550162,-1
f476,-0.202017374,-0.232863732,-0.97253406,-0.310888394,-0.665453543,-0.369589936,-0.989318801,-0.345283677,-0.993242507,-0.369589936,-0.258604204,-0.971662125,-0.97253406,-0.461032892,-1,-1,-0.971662125
f477,-0.554883058,-0.575753729,0.316844956,-0.50759454,-0.481416901,-0.578224257,-0.426609395,-0.669144662,-0.512790348,-0.578224257,-0.564495299,-0.480233099,-0.475363191,-0.680552651,-0.325326256,0.49489754,-0.480233099
f478,-0.98646636,-0.992342417,-0.991886679,-0.98731645,0.247716995,-0.782961244,-0.985964436,-0.98785606,-0.997778782,-0.782961244,-0.796910212,-0.99668475,-0.989065702,-0.991503174,-0.689572031,-0.980198915,-0.99668475
f479,-0.968115175,-0.98242007,0.23880597,-0.968933141,0.324968732,-0.757453505,-0.343283582,-0.971266563,-0.410447761,-0.757453505,-0.757013346,-0.5,-0.298507463,-0.978954811,-0.291044776,0.291044776,-0.5
f480,-0.593008194,-0.697796004,-1,-0.677855624,-0.879547398,-0.702740053,-1,-0.634306834,-1,-0.702740053,-0.593582585,-1,-1,-0.733926261,-1,-1,-1
f481,-0.858156028,-0.858156028,0.18699187,-0.858156028,-0.858156028,-0.858156028,-0.430894309,-0.858156028,-0.430894309,-0.858156028,0.085106383,-0.487804878,-0.447154472,-0.858156028,-0.276422764,0.235772358,-0.487804878
