,or4378,or4319,or2451,or4434,or2061,or1,or4323,or2095,or3866,or2236,or2059,or4324,or470,or2060,or4359,or2064,or4500,or4354,or1602,or1036,or3583,or753,or2114,or4325,or1319,or2055,or2090,or2080,or2111,or4030,or2734,or1766
f62,-1,-1,-0.944726478,-1,-0.924422485,0.459297919,-1,-0.85136738,-1,0.109470463,-0.767470575,-1,-0.352797208,-0.90924068,-1,-0.858976718,-0.917503014,-0.990846649,0.276049062,0.009166128,-1,-0.275299832,-0.793088494,-1,0.199549857,-0.757275613,-0.481304047,-0.507082812,-0.290658063,-0.977853788,-0.906264755,0.904085248
f63,-1,-0.779781594,-0.79977753,-1,-0.919324834,0.041470595,-1,-0.86875344,-0.684038071,0.139972265,-0.769081163,-1,-0.458126016,-0.890220673,-1,-0.846499151,-0.540425533,-0.546351471,0.169144414,-0.120557311,-0.52476198,-0.475287301,-0.742451815,-1,0.053484036,-0.729149299,-0.507060859,-0.462173619,-0.292600824,-0.770272507,-0.666884796,0.470719904
f64,-1,-1,-1,-1,-0.921096967,-0.051682162,-1,-0.858316309,-1,-0.361438249,-0.878382486,-1,-0.179066724,-0.921038914,-1,-0.927866113,-0.991631204,-1,0.186629986,0.008100052,-0.945243618,-0.146535632,-0.839721287,-1,0.098780058,-0.835462295,-0.589779469,-0.589709869,-0.37742348,-1,-0.638663924,0.598819616
f65,-1,-0.793989234,-0.782896602,-1,-0.973409925,-0.133291572,-1,-0.971231728,-0.704422712,-0.831515102,-0.985494214,-1,-0.524878669,-0.986154039,-1,-0.977554942,-0.521894302,-0.570684455,-0.511529527,-0.565138151,-0.531172815,-0.48643352,-0.970053726,-1,-0.543356819,-0.957407494,-0.881852432,-0.915810554,-0.892737694,-0.773154393,-0.477819411,0.668771653
f66,-1,-1,-0.988949166,-1,-0.879859895,0.399649737,-1,-0.886690018,-0.993024474,-0.680385289,-0.894570928,-1,0.032924694,-0.950087566,-1,-0.914535902,-0.974350544,-0.990159436,0.186514886,0.088791594,-0.992846444,0.055691769,-0.890542907,-1,0.138879159,-0.795096322,-0.62206655,-0.809281961,-0.543957968,-0.993308148,-0.950619884,0.24028021
f67,-1,-0.792879857,-0.772532546,-1,-0.988809492,-0.818659836,-1,-0.99002292,-0.524470225,-0.96804638,-0.985438857,-1,-0.858298503,-0.99325873,-1,-0.995820413,-0.554419745,-0.591051444,-0.668464339,-0.807334502,-0.239533042,-0.851152757,-0.970608063,-1,-0.76311177,-0.983416476,-0.970473237,-0.985169206,-0.970473237,-0.777925591,-0.475375608,-0.24538223
f68,-1,-1,-0.986439071,-1,-0.945895672,-0.478974477,-1,-0.990548774,-0.748908005,-0.544176064,-0.934680978,-1,-0.698120038,-0.978386816,-1,-0.911687774,-0.939490839,-0.986834571,-0.591932428,-0.64858204,0.257728362,-0.679266896,-0.912101715,-1,-0.630100017,-0.927708209,-0.956375263,-0.831828255,-0.857678172,-1,-0.307112982,0.12244843
f69,-1,-1,-1,-1,-0.947629889,-0.083385735,-1,-0.964215313,-1,-0.908929011,-0.939499282,-1,-0.707153331,-0.956085823,-1,-0.949616379,-1,-1,-0.571049436,-0.623320121,-1,-0.680003585,-0.915960205,-1,-0.610990911,-0.919831666,-0.890709303,-0.843833296,-0.788629811,-1,-1,0.984103386
f70,-1,-1,-1,-1,-0.930478516,-0.150172238,-1,-0.954893976,-1,-0.878711968,-0.907380682,-1,-0.69374418,-0.939355493,-1,-0.938503434,-1,-1,-0.47650039,-0.58625155,-1,-0.686432735,-0.905888573,-1,-0.534517619,-0.907552746,-0.889023293,-0.826376855,-0.837500652,-1,-1,1
f71,-1,-1,-1,-1,-0.954954551,-0.285889246,-1,-0.980827116,-1,-0.988706294,-0.956050082,-1,-0.813131496,-0.962077308,-1,-0.966693316,-1,-1,-0.382837668,-0.680462257,-0.034491411,-0.802662682,-0.92085685,-1,-0.592942975,-0.943136503,-0.953425852,-0.602864743,-0.921546242,-1,-1,0.536502915
f72,-1,-1,-1,-1,-0.937248909,0.073337978,-1,-0.933164469,-1,-0.782972548,-0.898909393,-1,-0.595289161,-0.942469599,-1,-0.939105569,-0.886451674,-1,-0.288156839,-0.494597491,-1,-0.639821182,-0.891128181,-1,-0.433139513,-0.890494037,-0.832989868,-0.788071761,-0.770046879,-1,-0.65938292,0.6161478
f73,-1,-0.828584119,-0.786254182,-1,-0.921411355,-0.068908786,-1,-0.926736821,-0.552363958,-0.402562493,-0.894205836,-1,-0.427332427,-0.933159998,-1,-0.926173064,-0.603489875,-0.638678529,-0.097505214,-0.260503738,-0.28340157,-0.343524472,-0.910226973,-1,-0.217444849,-0.867752095,-0.616487925,-0.647601541,-0.530707654,-0.802058408,-0.460772369,0.830522626
f74,-1,-0.828584119,-0.786254182,-1,-0.95696859,-0.059301944,-1,-0.970676552,-0.552363958,-0.724275436,-0.94307731,-1,-0.604666869,-0.967212687,-1,-0.962106676,-0.567519156,-0.638678529,-0.399663167,-0.478627245,-0.158489685,-0.568367553,-0.945408819,-1,-0.440979849,-0.927898209,-0.854497149,-0.840467182,-0.782881929,-0.802058408,-0.352869056,0.370448185
f75,-1,-1,-1,-1,-0.925032882,0.129553115,-1,-0.945576465,-1,-0.505270662,-0.890749019,-1,-0.370154503,-0.949184071,-1,-0.933560386,-1,-1,-0.21598736,-0.270838875,-1,-0.312476311,-0.887000538,-1,-0.249750307,-0.864268065,-0.791899538,-0.851403493,-0.67211716,0.913461242,-1,0.451191413
f76,-1,-1,-1,0.198557685,-0.93258427,1,-1,-0.752808989,-0.897182552,0.235955056,-0.887640449,-1,0.505617978,-0.887640449,-1,-0.887640449,-1,-1,0.505617978,0.505617978,-1,0.505617978,-0.820224719,-1,0.505617978,-0.865168539,-0.303370787,0.078651685,0.573033708,-0.608421868,-1,0.483146067
f77,-1,-1,-1,-1,-0.855106888,0.394299287,-1,-0.878859857,-1,-0.071258907,-0.793349169,-1,-0.009501188,-0.895486936,-1,-0.871733967,-1,-1,0.2304038,0.211401425,-1,0,-0.80760095,-1,0.220902613,-0.847980998,-0.700712589,-0.691211401,-0.342042755,-1,-1,0.978622328
f78,-1,-1,-0.066537214,-1,-0.955676165,-0.089099955,-1,-0.854364541,-1,-0.138851199,-0.910447761,-1,-0.298055179,-0.956580733,-1,-0.975576662,-1,-1,-0.130710086,-0.148801447,-1,-0.296246043,-0.886928991,-1,-0.13794663,-0.91587517,-0.735866124,-0.859791949,-0.453640886,-1,-1,-0.347806422
f79,-1,-1,-0.571452967,-1,-0.91509434,0.20754717,-1,-0.877358491,-0.852268236,0.424528302,-0.943396226,-1,-0.235849057,-0.943396226,-1,-0.952830189,-0.96781274,-0.98644365,-0.216981132,-0.188679245,-0.868554846,-0.226415094,-0.830188679,-1,-0.216981132,-0.867924528,-0.698113208,-0.698113208,-0.443396226,0.109033461,-0.882073926,-0.245283019
f80,-1,-1,-0.518943533,-0.972130962,-0.907208101,0.776606611,-1,-0.851544805,-0.853141098,0.337814031,-0.858473108,-1,0.450176909,-0.831529704,-1,-0.944159055,-0.968523799,-0.986743128,0.767724171,0.749485559,-0.871458642,0.502287229,-0.776399355,-1,0.767724171,-0.853824631,-0.413107522,-0.401737998,0.319605027,0.096535546,-0.884679068,0.252661031
f81,-1,-1,-0.572558429,-1,-0.844959645,0.233440794,-1,-0.821935661,-0.162895924,-0.297619864,-0.795550678,-1,-0.237213343,-0.914260237,-1,-0.905869173,-0.65647969,-0.885655416,-0.021514964,-0.048517274,-0.360050625,-0.221940234,-0.770766171,-1,-0.042138235,-0.832978942,-0.736698905,-0.67992775,-0.304936324,0.171163311,-0.642209597,0.356883188
f82,-1,-1,-0.752572059,-1,-0.887003526,-0.026784431,-1,-0.831754419,-1,-0.215767772,-0.821894034,-1,-0.159634326,-0.917446912,-1,-0.901351934,-0.718296613,-1,0.21302632,0.090744282,-1,-0.117738744,-0.843140289,-1,0.151299426,-0.833412555,-0.680399721,-0.658445994,-0.290560782,0.120998466,-0.698749363,0.25582835
f83,-1,-1,-0.344858671,-1,-0.860993779,0.35857461,-1,-0.828738192,-0.037580947,0.575455034,-0.808924046,-1,0.104523462,-0.889563014,-1,-0.879271945,-0.594598036,-0.861919221,0.235542585,0.24061132,-0.208358226,0.136011059,-0.439674372,-1,0.199907841,-0.750095999,-0.51954535,-0.710467706,-0.017894171,-0.094942397,-0.319769742,0.241532908
f84,-1,-1,-0.704999302,1,-0.888012742,0.100642119,-1,-0.829895742,-0.222689071,0.501108977,-0.859229476,-1,0.579307677,-0.83451703,-1,-0.894729972,-0.980243157,-1,1,0.973403476,-0.332118,0.634256172,-0.695636259,-1,1,-0.820596417,-0.399446316,-0.324090757,0.373903437,-0.847253492,-0.730621132,-0.026402631
f85,-1,-1,-0.339518432,-0.604001379,-0.886178862,-0.235934959,-1,-0.837398374,-0.047440293,-0.382113821,-0.837398374,-1,-0.271707317,-0.93495935,-1,-0.918699187,-0.59316859,-0.885415211,-0.170731707,-0.162276423,-0.21082476,-0.281463415,-0.821138211,-1,-0.170731707,-0.869918699,-0.723577236,-0.691056911,-0.430894309,0.045928011,-0.311065928,-0.073170732
f86,-1,-1,-0.977686669,-1,-0.882352941,-0.101960784,-1,-0.803921569,-0.998577355,-0.045751634,-0.830065359,-1,-0.019346405,-0.921568627,-1,-0.895424837,-0.974881637,-1,0.307189542,0.226013072,-0.998505171,0.026143791,-0.843137255,-1,0.267973856,-0.816993464,-0.607843137,-0.607843137,-0.37254902,-0.90805862,-0.97611998,0.019607843
f87,-1,-1,-0.223909241,-1,-0.92388331,0.247583645,-1,-0.793211715,0.274571651,-0.075569591,-0.888273233,-1,-0.564211205,-0.960848976,-1,-0.896725915,-0.606108249,-0.862053105,-0.560828308,-0.560828308,-0.133367559,-0.560828308,-0.71912841,-1,-0.560828308,-0.91509325,-0.592903516,-0.530449108,-0.621863298,-0.041052181,-0.223479019,-0.176013957
f88,-1,-1,-0.944320898,-0.103551605,-0.907495771,0.38326472,-1,-0.811626539,-0.291817619,0.268090679,-0.897230997,-1,0.374527839,-0.940539492,-1,-0.910284782,-0.987463007,-1,0.193187537,0.437735323,-0.274806681,0.401781329,-0.822133836,-1,0.315528124,-0.752669266,-0.619815319,-0.608628958,-0.250580539,-0.852724013,-0.941754358,-0.356647851
f89,-1,-1,-1,-1,-0.954647223,0.450900213,-1,-0.967538688,-1,-0.91273217,-0.898959377,-1,0.678622064,-0.845548749,-1,-0.922164014,-1,-1,1,1,-1,1,-0.826400407,-1,1,-0.881688645,-0.446614006,-0.41957751,-0.237712052,0.520983889,-1,-0.07828486
f90,-1,-1,-1,0.204165393,-0.71336836,-0.604378284,-1,-0.624368276,-0.846793236,0.009565507,-0.727995997,-1,-0.825852723,-0.310232675,-1,-0.591260112,-1,-1,0.018513885,0.018513885,-0.842883076,0.036627471,-0.324151447,-1,0.018513885,-0.674280711,0.338628972,0.647535652,0.547810858,-0.924171085,-1,-0.689859061
f91,-1,-1,-1,-1,-0.915281781,-0.751208779,-1,-0.484227351,-1,-0.70713765,-0.817322161,-1,-0.558379199,-0.86931138,-1,-0.777196702,-1,-1,-0.628692378,-0.628692378,-1,-0.555062161,-0.667440196,-1,-0.628692378,-0.932615979,-0.519952384,-0.600243428,-0.666303308,-1,-1,-0.883622794
f92,-1,-1,-0.883650281,-1,-0.909090909,0.46969697,-1,-0.909090909,-1,-0.651515152,-0.984848485,-1,-0.606060606,-0.984848485,-1,-0.931818182,-0.839336598,-1,-0.598484848,-0.598484848,-1,-0.598484848,-0.931818182,-1,-0.598484848,-0.856060606,-0.856060606,-0.666666667,-0.803030303,-1,-1,-0.393939394
f93,-1,-1,-0.313702885,-1,-0.947301748,0.384342539,-1,-0.945021535,0.145558566,-0.654674436,-0.894350139,-1,-0.546896377,-0.941474538,-1,-0.930580187,-0.636576561,-0.889488219,-0.337724854,-0.452748923,-0.178102117,-0.512695718,-0.87838865,-1,-0.391588548,-0.930833544,-0.812769192,-0.848492526,-0.604509754,0.194477943,-0.246595816,1
f94,-1,-1,-0.255308063,-0.822954611,-0.917792438,-0.592665231,-1,-0.84596254,0.168084169,-0.900438422,-0.903254564,-1,-0.761981174,-0.832960743,-1,-0.769240968,-0.555941126,-0.889488219,-0.768792945,-0.768792945,-0.155001616,-0.746949561,-0.76067368,-1,-0.768792945,-0.915159162,-0.914153397,-0.845103068,-0.711683788,0.258624189,-0.246595816,-0.501177202
f95,-0.955608951,-0.905361101,-0.889752503,-0.688589189,-0.877094972,-0.206703911,-0.94921139,-0.955307263,-0.773146788,0.363128492,-0.888268156,-0.948142804,-1,-0.932960894,-0.988492159,-0.854748603,-0.883265789,-0.934167658,-1,-1,-0.7638801,-1,-0.843575419,-0.909108156,-1,-0.82122905,-0.675977654,-0.787709497,-0.508379888,-0.736967244,-0.878880672,0.463687151
f96,-0.930485835,-0.889846197,-0.75271968,-0.595694243,-0.912408759,-1,-0.783465162,-0.562043796,-0.698593443,-1,-0.810218978,-0.784020499,-1,0.109489051,-0.883842784,-0.766423358,-0.335146528,-0.823663299,-1,-1,-0.721610559,-1,-0.897810219,-0.862819164,-1,-0.080291971,-0.751824818,-1,-0.693430657,-0.54561796,-0.706455873,-0.372262774
f97,-0.943021655,-0.909710757,-0.797312917,-0.616597321,-0.926457399,0.060089686,-0.82251392,-0.904932735,-0.752947522,-0.395515695,-0.910313901,-0.820639756,-0.598206278,-0.946188341,-0.904789968,-0.942600897,-0.455042719,-0.855240229,-0.564125561,-0.535426009,-0.771813852,-0.6,-0.800896861,-0.887557637,-0.510313901,-0.879820628,-0.852914798,-0.765022422,-0.497757848,-0.346826998,-0.759392082,-0.347085202
f98,-0.999831684,-0.999564287,-0.995079111,-0.999876084,-0.848277602,0.270538442,-0.998827582,-0.792793677,-0.996407056,-0.100246658,-0.838018892,-0.999567443,-0.132228046,-0.901322981,-1,-0.869537797,-0.999602987,-1,0.145654063,0.053031365,-0.996315357,-0.082448076,-0.792849735,-0.999371577,0.131919724,-0.751450514,-0.712405752,-0.434733862,-0.262452,-0.995109695,-0.996201376,0.807985537
f99,-0.993506865,-0.975841946,-0.854460653,-0.970919776,-0.904241995,0.380656641,-0.954771447,-0.879969941,-0.861394431,-0.374713875,-0.877154037,-0.983313177,-0.366542571,-0.927322041,-1,-0.918027831,-0.984684359,-0.999853444,-0.140596522,-0.265809227,-0.857856933,-0.351357421,-0.841411061,-0.975757223,-0.191662852,-0.84458975,-0.694327595,-0.660830432,-0.374592946,-0.433079433,-0.853459865,0.294762937
f100,-0.96118211,-1,-1,-1,-0.915343915,0.933862434,-0.95945698,-0.843915344,-1,-0.325396825,-0.865079365,-0.856543865,-0.714285714,-0.894179894,-1,-0.894179894,-1,-1,-0.714285714,-0.714285714,-1,-0.714285714,-0.798941799,-0.974955059,-0.714285714,-0.798941799,-0.812169312,-0.825396825,-0.669312169,-0.985284399,-1,0.568783069
f101,-0.728146857,-0.89271335,-0.909169438,0.166874031,-0.939801904,0.840775288,-0.724291063,-0.882809244,-0.758542146,-0.496212243,-0.810216794,-0.62307616,0.173382056,-0.846844248,-0.942141896,-0.926937419,-0.964908467,-0.758987872,0.173382056,0.173382056,-0.724984049,0.173382056,-0.863149234,-0.773331098,0.173382056,-0.697577759,-0.788056544,-0.74792448,-0.674968747,-0.38018859,-0.856710275,0.979741642
f102,-0.962993633,-0.980455545,-0.353662646,-0.275085959,-0.930283407,0.913806328,-0.953651751,-0.867175963,-0.170535798,0.096378324,-0.787995925,-1,0.785217945,-0.886209699,-0.91909778,-0.880722427,-0.297847012,-0.748367305,0.785217945,0.785217945,-0.216934167,0.785217945,-0.73790835,-1,0.785217945,-0.765062333,-0.685073323,-0.732566082,-0.360454245,-0.524311139,-0.377423851,1
f103,-0.838116313,-0.936516096,-0.547040098,0.01531729,-0.995186355,-0.802275377,-0.829960298,-0.986436413,-0.359223267,-0.932431388,-0.97787298,-0.787390823,-0.791236954,-0.991551411,-0.921177418,-0.98861148,-0.538216984,-0.725728737,-0.791236954,-0.791236954,-0.372665369,-0.791236954,-0.979580943,-0.886270772,-0.791236954,-0.982060688,-0.969686857,-0.979385388,-0.951269811,-0.399897614,-0.537118363,-0.79485891
f104,-0.936623853,-1,-1,-1,-0.946043956,-0.064726749,-0.909502183,-0.912873584,-1,-0.487294553,-0.909030461,-0.892542222,0.150177657,-0.925023946,-1,-0.954696841,-1,-1,0.13974967,0.297891848,-1,0.174273336,-0.902381155,-0.946332271,0.34069932,-0.877131366,-0.815834722,-0.728415385,-0.829355955,-0.928978753,-1,0.426607184
f105,-0.833434226,-1,-0.923094265,-0.162046031,-0.939687688,-0.223015015,-0.787258896,-0.908996997,-0.794619125,-0.538306306,-0.915399399,-0.674991105,0.06572973,-0.938642643,-1,-0.960132132,-0.848960283,-0.845702527,0.228048048,0.267183183,-0.789377386,0.135987988,-0.923915916,-0.879444427,0.262798799,-0.892744745,-0.795423423,-0.673897898,-0.802366366,-0.448319849,-0.7805431,0.272564565
f106,-0.9315435,-0.985292197,-0.829046955,-0.569513933,-0.886769895,0.148819666,-0.853371558,-0.870039569,-0.389722694,-0.632408716,-0.82135947,-1,-0.138909974,-0.84312378,-0.954963661,-0.842031332,-0.393037544,-0.871268813,0.108423978,0.048873232,-0.368498914,-0.07052718,-0.799920459,-1,0.108423978,-0.796098841,-0.769481434,-0.790598377,-0.665797499,-0.411216624,-0.445306241,1
f107,-0.829271321,-0.989519753,-0.827510033,-0.141103414,-0.858886269,-0.279327343,-0.737924022,-0.846237341,-0.429808149,-0.789503822,-0.78128475,-0.765166767,-0.206373858,-0.778552671,-0.967908736,-0.777268417,-0.467976873,-0.806600542,0.03369862,-0.022674742,-0.411230945,-0.155210981,-0.730073967,-0.910236263,0.03369862,-0.736279041,-0.864601867,-0.839868199,-0.663355342,-0.203273129,-0.460139943,0.981185465
f108,-0.886850152,-1,-1,-1,-0.882119236,0.451320963,-0.838427956,-0.830910344,-1,-0.25232133,-0.807224876,-0.725925904,0.177699798,-0.900571376,-1,-0.907279074,-1,-1,0.56398126,0.482189969,-1,0.331938269,-0.83972901,-0.852589632,0.56398126,-0.818751608,-0.500812971,-0.720199339,-0.583133382,-0.949280326,-1,1
f109,-0.77901267,-1,-0.911702305,0.111736225,-0.957063206,-0.064059057,-0.842220846,-0.976854574,-0.836509406,-0.680951605,-0.97321106,-0.73235977,-0.865497638,-0.928126616,-1,-0.964504072,-0.846249211,-0.89764465,-0.790016163,-0.823260197,-0.832336732,-0.829994626,-0.96246168,-0.856050078,-0.806009167,-0.960652068,-0.972741451,-0.882224406,-0.863638434,-0.554238693,-0.825304328,-0.096344644
f110,-0.968399592,-0.97284276,-0.974747483,-0.841025635,-0.946129176,0.028071269,-0.909752552,-0.989389755,-0.906485669,-0.09708686,-0.906040089,-1,-0.794200445,-0.936151448,-0.972735273,-0.958155902,-0.846099281,-0.941454206,-0.695697105,-0.743563474,-0.904099,-0.754173719,-0.927180401,-1,-0.723643653,-0.923554566,-0.937229399,-0.656365256,-0.592917595,-0.92917523,-0.975019146,-1
f111,-0.873598369,-0.97284276,-0.949494945,-0.523076927,-0.926169032,0.686146344,-0.819505105,-0.955504043,-0.859728514,-0.464617542,-0.872322386,-0.846913589,-0.460855061,-0.919988695,-0.972735273,-0.90359415,-0.802127662,-0.912181299,-0.217330059,-0.249761406,-0.856148489,-0.999938073,-0.795691146,-0.917662678,-0.217330059,-0.826124061,-0.773177943,-0.534797053,-0.671862364,-0.787525712,-0.925057418,1
f112,-0.838116313,-0.936516096,-0.547040098,0.01531729,-0.982455786,-0.231165526,-0.829960298,-0.930843582,-0.335974616,-0.986986172,-0.973415238,-0.787390823,0.82872787,-1,-0.921177418,-0.942175063,-0.537101251,-0.725728737,0.453671102,0.784637505,-0.34719248,0.891471144,-0.951496921,-0.886270772,0.576945777,-0.964674388,-0.915910223,-0.910539583,-0.918241607,-0.399897614,-0.537118363,-0.423445851
f113,-0.864901464,-0.900956626,-0.527509069,-0.288929542,-0.968580509,-0.184736787,-0.853269493,-0.924230361,-0.397801849,-0.980934858,-0.957007379,-0.841286702,0.031455777,-1,-0.938481243,-0.946424646,-0.61058309,-0.838179279,0.443810979,1,-0.382432522,0.41275435,-0.951043652,-0.937028482,0.560579638,-0.966373461,-0.942394754,-0.941715991,-0.892879174,-0.544695657,-0.496958534,-1
f114,-0.846858201,-0.939944293,-0.466906523,-0.039510902,-0.92034291,-0.034175162,-0.839142619,-0.743860056,-0.371832679,-0.99536608,-0.970783133,-0.798871941,0.439481001,-0.943999073,-0.925433919,-0.98199722,-0.562098266,-0.740539671,0.614944393,0.472520853,-0.382432522,0.390176089,-0.961237257,-0.892412269,0.614944393,-0.94592215,-0.864782206,-0.94652456,-0.839643188,-0.432303768,-0.496958534,0.849811168
f115,-0.766454037,-0.720724884,-0.728218162,0.463234011,-0.732761733,-0.166425993,-0.79782084,-0.661732852,-0.483530365,0.061642599,-0.737184116,-0.499615823,-0.075722022,-0.764530686,-0.913831075,-0.830054152,-0.504838098,-0.717613785,0.174458484,0.013537906,-0.552066921,-0.060108303,-1,-0.831355292,0.040162455,-0.716155235,-0.613898917,-0.228249097,0.103971119,-0.420396288,-0.68650436,0.066877256
f116,-0.923879905,-0.913009312,-0.838474057,-0.395332787,-0.666791953,-0.861031651,-0.942149585,-0.413809876,-0.672807553,-0.735579049,-0.769348453,-0.863200549,-0.724831595,-0.53252566,-0.966035449,-0.63030516,-0.858323337,-0.913049212,-0.732562678,-0.757312909,-0.664456934,-0.723355172,-1,-0.934643688,-0.755520413,-0.730037705,-0.727752623,-0.457693463,-0.67518686,-0.815074454,-0.82130549,-0.850779749
f117,-0.956842403,-0.977017623,-0.85932558,-0.084139094,-0.933691386,0.143668663,-0.902204343,-0.90497831,-0.86064991,-0.474333815,-0.863096468,-0.944966514,-0.328134683,-0.918560215,-0.973675136,-0.935395579,-0.914054649,-0.84283713,-0.233009709,-0.280623838,-0.857093411,-0.297149349,-0.880964677,-0.958078917,-0.273187358,-0.887988019,-0.749431936,-0.687099773,-0.578186325,-0.958336541,-0.852732192,-0.095589754
f118,-0.970910718,-0.965152632,-0.83234823,1,-0.945690074,0.99573683,-0.859022647,-0.962289721,-0.838920047,-0.455893998,-0.919371482,-0.94021516,0.020036127,-0.942367821,-0.969578012,-0.967416368,-0.930084446,-0.873432033,-0.076495062,-0.012799192,-0.834808958,0.013151552,-0.883597248,-0.960954408,-0.065440247,-0.946065667,-0.827227371,-0.782969389,-0.671960458,-0.901217157,-0.833454968,-0.186462401
f119,-0.823517153,-0.869853027,-0.274650859,0.456834593,-0.977264147,0.86378064,-0.843567629,-0.944348896,-0.095103874,-0.587147112,-0.931177203,-0.822765365,-0.400506173,-0.95461219,-0.921508476,-0.969993148,-0.798427839,-0.797374183,-0.376959324,-0.384146427,0.018154207,-0.403778123,-0.938979543,-0.910665803,-0.381937162,-0.958946824,-0.815288673,-0.835283919,-0.69184949,-0.580004775,-0.238181122,0.171218032
f120,-0.707953545,-0.798369182,-0.324776481,-0.17643865,-0.930560813,-0.839822616,-0.748455091,-0.861700928,-0.178413434,-0.890037297,-0.899089291,-0.665565154,-0.831929047,-0.864206833,-0.815208936,-0.881964429,-0.583402941,-0.723108228,-0.853312856,-0.855343681,-0.182848808,-0.826341463,-0.894621345,-0.827655203,-0.85652318,-0.910524416,-0.85160945,-0.815332099,-0.895764807,-0.550392196,-0.322084221,-0.893757905
f121,-0.89918462,-0.925016594,-0.162718264,-0.372456442,-1,-0.203130843,-0.898388568,-0.878378807,-0.138069943,-0.594460817,-0.887619229,-0.825342877,0.666115283,-0.886123523,-0.936879884,-0.924137275,-0.8213426,-0.904587821,0.839959438,0.787761828,-0.119938484,0.678841461,-0.840783344,-0.931040928,0.831910511,-0.862204899,-0.837335615,-0.748138289,-0.665785721,-0.498383384,-0.166015335,0.767303609
f122,-0.716140284,-0.810069235,-0.323867219,-0.254342096,-0.914327161,0.113633131,-0.767197232,-0.882697614,-0.178256679,-0.638023722,-0.863128253,-0.687736382,0.204027647,-0.908581506,-0.825561777,-0.924851381,-0.60089537,-0.737929417,0.528173621,0.547344768,-0.180500161,0.268140057,-0.779503371,-0.835903874,0.676650454,-0.810791592,-0.726711608,-0.668003527,-0.559120517,-0.58400065,-0.313346172,0.170634582
f123,-0.929488627,-0.946239802,-0.426960676,0.150493884,-0.860363359,-0.893960958,-0.925541929,-0.809573622,-0.41767295,-0.91841592,-0.912227658,-0.885747024,-0.199788277,-0.861438771,-0.957113039,-0.850896468,-0.87218117,-0.931195211,0.015643161,0.028384543,-0.405126329,-0.157178373,-0.850751638,-0.930053571,0.114322708,-0.871013742,-0.827495301,-0.830454765,-0.854503175,-0.654691075,-0.428034619,-0.779794687
f124,-0.973633901,-0.984606721,-1,-0.993512088,-0.882401372,0.49731275,-0.995396132,-0.772006861,-1,-0.378456261,-0.834945683,-0.993058201,-0.039839909,-0.861040595,-1,-0.890977702,-0.965056535,-0.997212465,0.227810177,0.176992567,-1,-0.017770154,-0.677072613,-0.999066591,0.193985134,-0.77511721,-0.704974271,-0.545866209,-0.568118925,-1,-1,-0.118376215
f125,-0.957920522,-0.982461762,-1,-0.489076923,-0.105511811,0.090183727,-0.973347548,-0.092073491,-0.777278327,-0.169133858,-0.074015748,-0.972090691,-0.139107612,-0.095013123,-0.980094006,-0.181102362,-0.989476768,-0.912679468,-0.107611549,-0.126509186,-1,-0.128608924,-0.150026247,-0.988224143,-0.122309711,-0.067716535,-0.046929134,-0.095433071,-0.131128609,-1,-1,-0.172703412
f126,-0.933223732,-0.928772326,-1,-0.140399073,-0.927887309,0.433002065,-0.960736995,-0.93268792,-1,-0.469431074,-0.878360277,-0.795437667,-1,-0.955540104,-1,-0.93055414,-0.904895216,-0.639768685,0.448816931,0.220909998,-1,-1,-0.828034516,-0.968784013,0.334801949,-0.863863025,-0.798013869,-0.782812582,-0.523763197,-1,-1,0.905240741
f127,-0.893666543,-0.874623737,-0.358289053,-0.027363119,-0.929091533,0.460196228,-0.857216491,-0.956368318,-0.224420579,-0.833458707,-0.905546105,-0.807374478,-1,-0.94281285,-0.944063385,-0.921519053,-0.685468173,-0.788414374,-0.288046716,-0.367798986,-0.313637712,-1,-0.871651242,-0.927221596,-0.337419274,-0.894365145,-0.872916322,-0.816688152,-0.712432514,-0.376299654,-0.350520632,0.586494993
