,or789,or1355,or4488,or4421,or4320,or2185,or2127,or4326,or2158,or4366,or4473,or4386,or4385,or4395,or2157,or4349,or3752,or2770,or4502,or4400,or3466,or506,or2130,or3182,or2224,or3558,or2178,or3183,or3336,or2022,or2122,or2015,or4347,or2093,or4361,or2067,or3619,or4253,or4355,or2709,or4503,or2201,or4345,or2899,or2062,or4449,or4331,or2027,or1577,or4495,or2205,or919,or1990,or3587,or4527,or4469,or4398,or2191,or1484,or2181,or4451,or1488,or4384,or4446,or2182,or4367,or4394,or352,or1201,or2081,or728,or2104,or4479,or3053,or2013,or4429,or2011,or2117,or2245,or4396,or2160,or4381,or635,or2616,or2118,or1606,or4368,or2165,or2156,or4377,or2393,or4348,or2215,or4408,or4472,or445,or4393,or2161,or2121,or2208,or4452,or4382,or4522,or4521,or4414,or2246,or2264,or1984,or2085,or3275,or4410,or4035,or4357,or1771,or2239,or2187,or4510,or1040,or3465,or2992,or2146,or4466,or2120,or2091,or2084,or4254,or2258,or918,or2209,or4422,or4275,or2136,or1699,or2207,or2231,or4455,or3304,or2144,or4435,or4420,or3963,or4425,or2129,or129,or2188,or1072,or1011,or1323,or2125,or4391,or3748,or2131,or3870,or4465,or2083,or2333
f50,-0.935341984,-0.920387068,-0.991108075,-0.982786419,-0.994993461,-0.996480844,-0.994721795,-0.989424479,-0.997360897,-0.983402084,-0.987768836,-0.991305164,-0.98548041,-0.939724406,-0.993842094,-0.981061086,-0.978212884,-0.992719757,-0.995792174,-0.988635261,-0.978184711,-0.940180339,-0.998240598,-0.985393807,-0.998168816,-0.98181824,-0.963052562,-0.976121074,-0.983348232,-0.982845832,-0.996921047,-0.91246976,-0.995250293,-0.999120299,-0.983079167,-0.985924786,-0.986556051,-0.992973004,-0.979507642,-0.963930771,-0.993069463,-0.992082692,-0.992352663,-0.984072045,-0.988563888,-0.99884946,-0.977761191,-1,-0.888717836,-0.992496644,-0.996041346,-0.759401803,-0.982405982,-0.993145992,-0.97623563,-0.99504499,-0.985948782,-0.995601495,-0.841213987,-0.997800748,-0.986001063,-0.393446228,-0.997559178,-0.97379517,-0.976248076,-0.993459174,-0.997628928,-0.793710139,-0.823180119,-0.994721795,-0.904992303,-0.997360897,-0.994727567,-0.992833264,-0.99956015,-0.991080982,-0.999120299,-0.990763141,-0.998680449,-0.992359988,-0.996921047,-0.992774733,-0.802067297,-0.983945277,-0.991642841,-0.810864306,-0.988194768,-0.998680449,-0.995161645,-0.995359772,-0.979950576,-0.984483079,-0.998680449,-0.995165476,-0.984657276,-0.908511106,-0.99602212,-0.998240598,-0.993654914,-0.996481196,-0.988259014,-0.990963744,-0.960477569,-0.991017587,-0.970910075,-0.998240598,-0.99956015,-0.987684187,-0.996921047,-0.984229095,-0.987342476,-0.979996031,-0.983508146,-0.384649219,-0.997800748,-0.986804486,-0.989232197,-0.796789092,-0.981227647,-0.964053232,-0.995161645,-0.979258334,-0.996481196,-0.998240598,-0.98988344,-0.973691197,-0.994720211,-0.815702661,-0.994281944,-0.994747977,-0.988765115,-0.996041346,-0.761161205,-0.998240598,-0.997360897,-0.991163565,-0.988727891,-0.994281944,-0.997332969,-0.990992392,-0.990871656,-0.988253306,-0.997800748,-0.755883,-0.989443589,-0.920387068,-0.907191555,-0.810864306,-0.98064658,-0.995656685,-0.968424517,-0.997800748,-0.973752074,-0.996803843,-0.995601495,-0.982903959
f51,-0.577870682,-0.441377269,-0.989247705,-0.99110531,-0.988044342,-0.846081042,-0.943846335,-0.99245847,-0.949607486,-0.989569983,-0.992173734,-0.988876146,-0.986388351,-0.991976856,-0.886276123,-0.993979086,-0.983226818,-0.987316794,-0.995904563,-0.997212592,-0.985458879,-0.61857641,-0.943137896,-0.983127436,-0.923336609,-0.986536064,-0.843427289,-0.981522764,-0.984382993,-0.946450015,-0.919199066,-0.692559679,-0.998286672,-0.970681507,-0.978417328,-0.961160422,-0.988662287,-0.991725219,-0.983860992,-0.985490423,-0.986526673,-0.9687095,-0.995649316,-0.975424506,-0.920962076,-0.997759968,-0.990194469,-0.917403167,-0.392234235,-0.991077818,-0.917248251,-0.623691869,-0.930794199,-0.987255742,-0.996004482,-0.995157226,-0.987262825,-0.875960103,-0.191383459,-0.89857451,-0.984985738,-0.247520186,-0.992969639,-0.97805083,-0.843025139,-0.99474961,-0.995296643,-0.215245734,-0.191383459,-0.900843466,-0.398114726,-0.964286629,-0.991772511,-0.98751454,-0.938691346,-0.995229821,-0.964428449,-0.678502212,-0.967024169,-0.99492316,-0.890692615,-0.993555735,-0.175473268,-0.975228915,-0.934689044,0.323584682,-0.991490034,-0.945739801,-0.902016997,-0.995259723,-0.985342623,-0.993406442,-0.939597024,-0.988685926,-0.997688553,-0.419360145,-0.995150201,-0.91976779,-0.835564856,-0.942493435,-0.993381288,-0.993610088,-0.92323623,-0.989103657,-0.979577584,-0.909160182,-0.938549169,-0.739863398,-0.921465092,-0.979885734,-0.991183654,-0.978249729,-0.980953713,-0.247520186,-0.908206726,-0.810378108,-0.990130286,0.220971235,-0.981640563,-0.985539686,-0.94273384,-0.993387585,-0.865025294,-0.953723524,-0.91404447,-0.991950723,-0.964555763,-0.193875733,-0.886449939,-0.993995801,-0.985343319,-0.893622001,0.129897559,-0.918333774,-0.952292694,-0.997284682,-0.981822222,-0.938066559,-0.994795902,-0.994162066,-0.995186853,-0.991110445,-0.951898735,-0.506125411,-0.728195683,-0.472580418,-0.394843344,0.323584682,-0.913526028,-0.994202681,-0.970587864,-0.95889945,-0.983666538,-0.997788825,-0.873626587,-0.974247052
f52,-0.665692744,-0.466420164,-0.987954757,-0.985753548,-0.984437172,-0.766434402,-0.91218155,-0.99173444,-0.928220522,-0.98666323,-0.987836301,-0.991030163,-0.986937452,-0.982727553,-0.83861621,-0.976339632,-0.980377291,-0.98416957,-0.993643005,-0.992197905,-0.984492737,-0.659633403,-0.905846714,-0.983433246,-0.871503176,-0.980900009,-0.86190806,-0.979877399,-0.972919648,-0.934168817,-0.870350431,-0.730155118,-0.992961503,-0.963993495,-0.982573,-0.946928413,-0.988549058,-0.986932155,-0.986724446,-0.958497433,-0.989161425,-0.955506824,-0.98778607,-0.9758404,-0.890218285,-0.998272087,-0.985565797,-0.866841537,-0.313875979,-0.987912011,-0.863131373,-0.708568479,-0.922543004,-0.986751038,-0.964268466,-0.991670433,-0.984560886,-0.839319505,-0.194080001,-0.831358135,-0.977945121,-0.611439477,-0.992948209,-0.98298031,-0.848829384,-0.987899113,-0.993645303,-0.207591878,-0.194080001,-0.850709204,-0.318819391,-0.939638033,-0.986042865,-0.984416384,-0.896549044,-0.992536473,-0.944758509,-0.540226367,-0.944794987,-0.984290269,-0.824325256,-0.994073509,-0.184117809,-0.975648119,-0.896852937,0.551420154,-0.987735624,-0.91401549,-0.839353667,-0.994992338,-0.973383654,-0.988712473,-0.898953706,-0.985639744,-0.992070206,-0.327353202,-0.985569614,-0.872604262,-0.742018507,-0.904594052,-0.979392058,-0.992777336,-0.928755701,-0.986667628,-0.974864256,-0.85092138,-0.895121761,-0.597499161,-0.869304374,-0.970722002,-0.988732689,-0.977213475,-0.984744381,-0.611439477,-0.84977464,-0.745775778,-0.985208935,0.429905017,-0.979653869,-0.958638341,-0.916943629,-0.984351169,-0.803701707,-0.923045414,-0.869704137,-0.988894149,-0.94736468,-0.202536075,-0.823632495,-0.992003931,-0.976653191,-0.861265673,0.153080917,-0.862366873,-0.921446734,-0.991957871,-0.977966555,-0.928566678,-0.995537207,-0.99114128,-0.994929243,-0.988091911,-0.924348267,-0.378798725,-0.669979116,-0.521943393,-0.302729822,0.551420154,-0.917860647,-0.986387056,-0.973978256,-0.930911875,-0.98388663,-0.987216228,-0.838015754,-0.976645353
f53,-0.578196777,-0.586028862,-0.837453691,-0.771703823,-0.885206971,-0.948415747,-0.994810147,-0.831055851,-0.991411628,-0.816828099,-0.784309941,-0.859002263,-0.786807553,-0.611581654,-0.979420381,-0.866804613,-0.748490812,-0.833179555,-0.928304705,-0.783910916,-0.778359328,-0.597163917,-0.995400815,-0.80302129,-0.999646753,-0.819296835,-0.745064897,-0.715438438,-0.818232063,-0.975567141,-0.997029536,-0.924943235,-0.934908219,-0.968392843,-0.858469429,-0.97341272,-0.820638997,-0.819779948,-0.827521959,-0.71187546,-0.862584018,-0.99383731,-0.894412384,-0.805943181,-0.952823091,-0.97600608,-0.520007316,-0.985645336,-0.888137097,-0.837955657,-1,-0.793218973,-0.985419686,-0.087246292,-0.75695295,-0.936680324,-0.865099642,-0.882170938,-0.716652806,-0.994782378,-0.779647837,-0.424658807,-0.933807633,-0.542466641,-0.834129618,-0.875286336,-0.923709585,-0.790068192,-0.716652806,-0.955383892,-0.848511058,-0.999410766,-0.920219502,-0.835780474,-0.999804931,-0.671943772,-0.98724025,-0.939479649,-0.99921134,-0.487215697,-0.99222268,-0.870948469,-0.768677135,-0.804398721,-0.997238476,-0.006991942,-0.83118259,-0.984256026,-0.995036404,-0.926779273,-0.629691001,-0.847843173,-0.994493359,-0.865866769,-0.791879332,-0.844113395,-0.911418576,-0.983015375,-0.986390104,-0.997281797,-0.607824907,-0.879225334,-0.615022708,-0.851352904,-0.67129426,-0.99830962,-0.999937238,-0.939358372,-0.997739578,-0.822577321,-0.499900073,-0.748423576,-0.848228129,-0.424658807,-0.987544959,-0.856056744,-0.835752597,-0.053541976,-0.790144167,-0.712853693,-0.982593304,-0.854296659,-0.938903431,-0.994900622,-0.985839744,-0.784020901,-0.995860498,-0.732321554,-0.971250109,-0.860288393,-0.862196999,-0.938149736,-0.53664842,-0.998812708,-0.995995261,-0.907692308,-0.088652077,-0.958917973,-0.967511108,-0.869584118,-0.929837664,-0.679504256,-0.990838112,-0.910547484,-0.952677961,-0.528305415,-0.848819904,-0.006991942,-0.996380877,-0.922074499,-0.727061773,-0.999233069,0.161070329,-0.957879014,-0.876874671,-0.784374207
f54,-0.722730096,-0.676941565,-0.834447491,-0.813867232,-0.525767232,-0.988354753,-0.992442653,-0.858104034,-0.9863854,-0.899548906,-0.82248743,-0.972434676,-0.933604517,-0.936073927,-0.96909916,-0.752538978,-0.67373335,-0.735975505,-0.988378871,-0.873473021,-0.458624232,-0.807397326,-0.998516482,-0.265746502,-0.997122931,-0.468778855,-0.96192422,-0.392503757,-0.574026557,-0.979922689,-0.991041934,-0.719313369,-0.842261687,-0.997715774,-0.829145173,-0.996300094,-0.610503668,-0.99018262,-0.984000048,-0.585834732,-0.887506514,-0.991848811,-0.794522874,0.123124836,-0.991355113,-1,-0.849484539,-0.99705502,-0.616996397,-0.958153973,-0.994437465,-0.663402151,-0.95643944,-0.882937064,-0.404019587,-0.961586825,-0.968452337,-0.993057651,-0.422331032,-0.996788259,-0.365294366,-0.163725819,-0.987981843,-0.940324665,-0.934535352,-0.845219517,-1,-0.420886094,-0.422331032,-0.996506272,-0.642349914,-0.999486588,-0.884400351,-0.67628757,-0.998513754,-0.939499249,-0.999278199,-0.918160395,-0.998985859,-0.984820248,-0.990039788,-0.948622378,-0.375997645,0.135671543,-0.990887946,-0.596639138,-0.626018706,-0.999247087,-0.994042254,-1,-0.867542069,-0.624763876,-1,-0.833446171,-0.955077857,-0.6788945,-0.952002485,-0.996179523,-0.978127458,-0.997801738,-0.623711346,-0.987895325,-0.733512741,-0.767272341,-0.833726532,-0.993257156,-0.999919557,-0.977195749,-0.996800492,-0.591542045,-0.946813307,-0.389494535,-0.93140002,-0.163725819,-0.997827607,-0.982669898,-0.414995715,-0.640986517,0.154708147,-0.369694326,-0.990043177,-1,-0.986833634,-0.999852235,-0.986293319,-0.979517227,-0.992176205,-0.40959933,-0.991978068,-0.899302433,-0.469583256,-0.976382398,-0.258616183,-0.998256155,-0.998277934,-1,-0.952242651,-0.977101074,-1,-0.591087808,0.04157988,-0.790073585,-0.996319675,-0.767036658,-0.856162175,-0.701897131,-0.655229236,-0.596639138,-0.920393636,-0.97101423,0.025832204,-0.998981451,-0.988721986,-0.845867134,-0.992273029,-0.346495028
f55,-0.701213978,-0.701213978,-1,-1,-1,-0.949904226,-0.972089857,-1,-0.952745632,-1,-1,-1,-1,-1,-0.938904016,-1,-1,-1,-1,-1,-1,-0.701213978,-0.952632176,-1,-0.973194753,-1,-0.787553892,-1,-1,-0.926877695,-0.944973905,-0.637621965,-1,-0.992909008,-1,-0.938904016,-1,-1,-1,-1,-1,-0.971862945,-1,-1,-0.940095303,-1,-1,-0.922906739,-0.658554572,-1,-0.94236442,-0.576242342,-0.946959383,-1,-1,-1,-1,-0.975436805,-0.616122079,-0.980712503,-1,-0.361924211,-1,-1,-0.934479238,-1,-1,-0.616122079,-0.616122079,-0.955695484,-0.658554572,-0.98956206,-1,-1,-0.955865668,-1,-0.979010665,-0.816768777,-0.990072612,-1,-0.945711368,-1,-0.616122079,-1,-0.939187656,0.028590878,-1,-0.974188791,-0.924892217,-1,-1,-1,-0.951951441,-1,-1,-0.658554572,-1,-0.962332653,-0.939852609,-0.961822101,-1,-1,-1,-1,-1,-0.909121852,-0.937826186,-0.902144316,-0.877864761,-1,-1,-1,-1,-0.361924211,-0.95416383,-0.918595416,-1,0.028590878,-1,-1,-0.956546403,-1,-0.965395961,-0.978500113,-0.937315634,-1,-0.970435878,-0.616122079,-0.929600635,-1,-1,-0.977876106,-0.326639437,-0.964771954,-0.980712503,-1,-1,-0.949285228,-1,-1,0.989766096,-1,-0.896982074,-0.7398457,-0.912128432,-0.701213978,-0.658554572,0.028590878,-0.945030633,-1,-1,-0.943442251,-1,-1,-0.961765373,-1
f56,-0.529818933,-0.313986291,-1,-1,-1,-0.934402372,-0.993599733,-1,-0.993599733,-1,-1,-1,-1,-1,-0.937260244,-1,-0.66777894,-1,-1,-1,-1,-0.5114712,-0.993599733,-1,-0.967170726,-1,-0.867974168,-1,-1,-0.957651405,-0.958343235,-0.747276343,-1,-0.954907711,-1,-0.950408943,-1,-1,-1,-1,-1,-0.9461241,-1,-1,-0.960608836,-1,-1,-0.993599733,-0.204557788,-1,-0.963655699,-0.765916182,-0.968177152,-0.893309221,-1,-1,-1,-0.993599733,-0.993599733,-0.944970863,-1,-0.662114559,-1,-1,-0.912717356,-1,-1,-0.085702779,-0.993599733,-0.947138596,-0.250192292,-0.939484036,-1,-1,-0.937798896,-1,-0.954132636,-0.92296562,-0.912586302,-1,-0.933376624,-1,-0.072491459,-1,-0.967057663,-0.003305877,-1,-0.970127586,-0.919786767,-1,-1,-1,-0.820937632,-1,-1,-0.422202873,-1,-0.838097067,-0.953847698,-0.947062101,-1,-1,-1,-1,-1,-0.889656557,-0.907247215,-0.845392963,-0.944422649,-1,-1,-0.67349867,-1,-0.548467208,-0.952723666,-0.917417672,-1,-0.062919463,-1,-1,-0.953085518,0.495391704,-0.944112544,-0.950330574,-0.915221441,-1,-0.967103665,-0.227398289,-0.884783752,-1,-1,-0.955224752,0.066899076,-0.914830342,-0.868824987,-1,-1,-0.963076737,-1,-1,-1,-1,-0.993599733,-0.523641963,-0.839165935,-0.58088608,-0.20118301,0.022283381,-0.923627827,-1,-1,-0.993599733,-1,-1,-0.953223696,-1
f57,-0.558469266,-0.508021283,-1,-1,-1,-0.852871174,-0.866900307,-1,-0.874399144,-1,-1,-1,-1,-1,-0.848651816,-1,-1,-1,-1,-1,-1,-0.60523814,-0.881448285,-1,-0.866918865,-1,-0.815672996,-1,-1,-0.850057206,-0.871668218,-0.716229349,-1,-0.794885926,-1,-0.869552566,-1,-1,-1,-1,-1,-0.86395004,-1,-1,-0.853786237,-1,-1,-0.892098886,-0.463151826,-1,-0.873438649,-0.652570953,-0.853340834,-1,-1,-1,-1,-0.848440268,-0.402087466,-0.835930009,-1,-0.392670238,-1,-1,-0.827137034,-1,-1,-0.339168303,-0.350324225,-0.866834685,-0.668928499,-0.865308669,-1,-1,-0.857819885,-1,-0.875919343,-0.832519768,-0.782213533,-1,-0.852905144,-1,-0.395480114,-1,-0.867475768,-0.01068807,-1,-0.89282705,-0.855986994,-1,-1,-1,-0.698507921,-1,-1,-0.67841372,-1,-0.828213807,-0.851253411,-0.862400926,-1,-1,-1,-1,-1,-0.882876829,-0.855956386,-0.784375492,-0.85319423,-1,-1,-1,-1,-0.35655524,-0.876299633,-0.850178905,-1,-0.073014265,-1,-1,-0.860909641,-1,-0.833998346,-0.844219299,-0.8362283,-1,-0.862675865,-0.419198814,-0.843478768,-1,-1,-0.845170645,-0.028054282,-0.808317939,-0.846782218,-1,-1,-0.867041772,-1,-1,-1,-1,-0.871599264,-0.699207171,-0.830047037,-0.687668645,-0.69583793,0.005713186,-0.818570856,-1,-1,-0.891624963,-1,-1,-0.851635516,-1
f58,-0.747558169,-0.659544818,-1,-1,-1,-0.976413479,-0.969456584,-1,-0.971345355,-1,-1,-1,-1,-1,-0.955172424,-1,-1,-1,-1,-1,-1,-0.769249696,-0.956323155,-1,-0.975589415,-1,-0.903575748,-1,-1,-0.919683159,-0.959106073,-0.677531807,-1,-0.932077834,-1,-0.958165357,-1,-1,-1,-0.73485362,-1,-0.966783429,-1,-1,-0.958177916,-1,-0.018950437,-1,-0.50192376,-1,-0.965743247,-0.746620217,-0.938781836,-1,-1,-1,-1,-0.961455524,-0.544129482,-0.975093297,-1,-0.42005535,-1,-1,-1,-1,-1,-0.649237151,-0.58024234,-0.962534756,-0.671565026,-0.987973141,-1,-1,-0.952125825,-1,-0.976989215,-0.992071488,-0.970227493,-1,-0.969993516,-1,-0.619717263,-1,-0.947881051,-0.535510933,-1,-0.971034748,-0.895980573,-1,-1,-1,-0.88768561,-1,-1,-0.680791073,-1,-0.940595741,-0.966519939,-0.943363769,-1,-1,-1,-1,-1,-0.952062119,-0.947262485,-0.859506542,-0.979867175,-1,-1,-1,-1,-0.366342444,-0.980646967,-0.909412652,-1,-0.590766083,-1,-1,-0.967564425,-1,-0.970178411,-0.984728268,-0.915801567,-1,-0.968232856,-0.612787692,-0.91044045,-1,-1,-0.97300353,0.255819409,-0.962537382,-0.953516427,-1,-1,-0.9662028,-1,-1,-1,-1,-0.95071042,-0.766892993,-0.876011655,-0.687818682,-0.630084576,-0.554128579,-0.879216505,-1,-1,-0.982699196,-1,-1,-0.94408715,-1
f59,-0.581335718,-0.480252137,-1,-1,-1,-0.990219879,-0.922875668,-1,-0.931590972,-1,-1,-1,-1,-1,-0.895404291,-1,-0.963091086,-0.973019324,-1,-1,-0.99138093,-1,-0.900274411,-0.983949031,-0.954834341,-0.931121105,-0.86337788,-1,-0.95189755,-1,-0.913501233,-1,-1,-0.926881344,-1,-0.950700555,-0.911684047,-1,-1,-0.952935409,-1,-0.954521066,-1,-0.961248212,-0.928415057,-1,-1,-1,-0.112176775,-1,-0.977394805,-0.627471368,-0.913589768,-0.999359934,-0.889880205,-1,-1,-0.93494596,-0.289381643,-0.931763343,-0.996741932,-0.359777135,-1,-1,-1,-1,-1,-0.388473625,-0.171688053,-0.932875856,-0.288925476,-0.964306171,-1,-0.970699664,-0.9135132,-1,-1,-0.925364079,-0.862353511,-1,-0.899427461,-1,-0.297467866,-0.962386468,-0.940921825,-0.193155997,-1,-0.942179119,-0.912997393,-1,-0.992099186,-1,-0.9123365,-1,-1,-0.286816206,-1,-0.935088282,-0.91022068,-0.952564628,-1,-1,-1,-1,-1,-0.91747216,-0.704610583,-0.775345182,-0.923286468,-0.938443554,-1,-0.936521434,-1,0.071057919,-0.931184523,-0.883267244,-0.995403163,-0.222619626,-0.948768782,-0.960452817,-0.957614538,-1,-0.940258691,-0.943699429,-0.847997945,-1,-1,-0.287372615,-0.912823738,-1,-0.946773461,-0.913745864,-1,-0.949828974,-1,-1,-0.994668734,-0.930411944,-1,-1,-0.869274634,-1,-0.862345243,-0.686134391,-0.845893223,-0.537728386,-0.261259535,-0.178062991,-0.801593839,-1,-0.94456889,-0.923679471,-0.985405975,-1,-0.892967317,-0.95068292
f60,-0.565437715,-0.629733973,-1,-1,-1,-0.985279565,-1,-1,-0.99005791,-1,-1,-1,-1,-1,-0.977202598,-1,-0.961430185,-0.973019324,-1,-1,-0.99138093,-0.56148897,-1,-0.983949031,-0.979439351,-0.931121105,-0.974220609,-1,-0.95189755,-0.93443802,-0.973966152,-0.720714908,-1,-0.989974002,-1,-0.992770301,-0.911684047,-1,-1,-0.945962877,-1,-0.964265203,-1,-0.961248212,-0.989340138,-1,-0.974201422,-1,0.139058388,-1,-0.992935379,-0.949691436,-0.982486015,-0.998826546,-0.889880205,-1,-1,-1,-1,-0.69800196,-0.996741932,-0.899427926,-1,-1,-0.978344101,-1,-1,-0.406471707,-1,-0.88032317,-0.053581583,-0.992751878,-1,-0.970699664,-0.957399588,-1,-0.79175019,-0.895649914,-0.908012179,-1,-0.752818164,-1,-0.354626,-0.962386468,-0.988537913,-0.800726253,-1,-0.936792164,-0.982945316,-1,-0.992099186,-1,-0.811862927,-1,-1,-0.167119142,-1,-0.363856885,-0.988460529,-0.981451768,-1,-1,-1,-1,-1,-0.615157834,-0.707162801,-0.73988916,-0.982249616,-0.938443554,-1,-0.934889128,-1,-0.88486109,-0.880426048,-0.869321661,-0.995403163,-0.828449555,-0.948768782,-0.960452817,-0.992088464,-0.992523961,-0.985208804,-0.986927442,-0.973797608,-1,-0.853251544,-0.180617803,-0.971845124,-1,-0.946773461,-0.95875396,-0.308423781,-0.916814774,-0.497872542,-1,-0.994668734,-0.990496598,-1,-1,-0.867426491,-1,-1,-0.696745541,-0.807312603,-0.619932701,0.01272334,-0.815310965,-0.97384102,-1,-0.94456889,-1,-0.985405975,-1,-0.985067073,-0.95068292
f61,-0.438783978,-0.257457449,-1,-1,-1,-0.90363959,-0.913796756,-1,-0.882643634,-1,-1,-1,-1,-1,-0.806527783,-1,-0.619725836,-0.715030564,-1,-1,-0.932725258,-0.470335113,-0.92963022,-0.899975505,-0.879959923,-0.452098971,-0.902900806,-1,-0.528252733,-0.963309276,-0.887133369,-0.80388558,-1,-0.954313692,-1,-0.938409571,-0.289638783,-1,-1,-0.722683012,-1,-0.827365169,-1,-0.563097817,-0.893450017,-1,-0.955699349,-0.933900844,-0.286720915,-1,-0.948068352,-0.577951493,-0.920168667,-0.917567147,0.013008126,-1,-1,-0.891969534,-0.24882871,-0.918873317,-0.84614659,-0.57152573,-1,-1,-0.903456396,-1,-1,-0.308528629,-0.24882871,-0.866755653,-0.298512002,-0.983919365,-1,-0.692325839,-0.977585097,-1,-0.867391281,-0.799596358,-0.951421129,-1,-0.914832691,-1,-0.262782863,-0.59349593,-0.874020041,-0.523247053,-1,-0.909872778,-0.8231314,-1,-1,-1,-0.943729759,-1,-1,-0.404776764,-1,-0.891165606,-0.902195862,-0.95799521,-1,-1,-1,-1,-1,-0.832888165,-0.973374053,-0.583768044,-0.907531258,-0.410333778,-1,-0.361549503,-1,-0.57152573,-0.777378738,-0.573915251,-0.67110126,-0.58793345,-0.439172654,-0.486731313,-0.89053044,-1,-0.949984234,-0.94118839,-0.84617703,-1,-0.895728138,-0.263433681,-0.899979328,-1,-0.560580626,-0.91262852,0.070876678,-0.887329118,-0.953029636,-1,-0.8038276,-0.931062757,-1,-1,-0.381151047,-1,-0.961601944,-0.686245079,-0.793831459,-0.395259188,-0.232939929,-0.523247053,-0.839372449,-1,-0.499310399,-0.944460532,-0.391136228,-1,-0.866475985,-0.438075415
f62,-0.276593446,0.104782792,-1,-1,-1,-0.953294248,-0.90925371,-1,-0.940513423,-1,-1,-1,-1,-1,-0.90831087,-1,-0.981132076,-0.978107006,-1,-1,-1,-0.265074891,-0.959424384,-0.831262108,-1,-0.836889965,-0.816666211,-1,-0.957603301,-0.960928038,-0.961159322,-0.457899498,-1,-0.965288918,-1,-0.917724687,-0.926229862,-1,-1,-0.842748162,-1,-0.773045425,-1,-0.899949462,-0.931300392,-1,-0.762610704,-0.968480252,0.268232092,-1,-0.938349719,-0.717667576,-0.918722292,-1,-1,-1,-1,-0.912077275,0.024566045,-0.923280841,-1,-0.323841272,-1,-1,-0.856129454,-1,-1,-0.510089836,-0.128683146,-0.803326937,-0.054621985,-0.979789995,-1,-1,-1,-1,-1,-0.827421798,-0.959672806,-1,-0.940109112,-1,-0.468650741,-0.757967632,-0.948698871,-0.3135644,-1,-0.959563325,-0.857025178,-1,-1,-1,-0.895442567,-1,-1,-0.244149317,-1,-0.914656289,-0.93146473,-0.957633502,-1,-1,-1,-1,-1,-0.836746907,-0.992300773,-0.791237182,-0.936815001,-0.882970988,-1,-0.981456921,-1,-0.259824094,-0.930865206,-0.349176495,-1,-0.553686828,-0.89196823,-1,-0.934849015,-1,-0.931221125,-0.979053181,-0.941332714,-1,-0.896651829,-0.325353046,-1,-1,-0.921510962,-0.948410273,0.828627837,-0.857600296,-0.96088857,-1,-0.949942442,-0.953417275,-1,-1,-0.929141842,-1,-0.963207974,-0.624042911,-0.800460694,-0.027841084,0.063157168,-0.419326692,-0.925030084,-1,-0.961534142,-0.939307998,-0.889668659,-1,-0.932591787,-0.736399644
f63,-0.418358539,-0.192485861,-1,-1,-1,-0.94658578,-0.898594706,-1,-0.931184194,-1,-1,-1,-1,-1,-0.891573904,-1,-0.613994463,-0.763436651,-1,-1,-0.815332003,-0.394164823,-0.951096343,-0.908478163,-1,-0.525530505,-0.815550972,-1,-0.593804816,-0.957404355,-0.952718292,-0.382026373,-1,-0.961470591,-1,-0.904278465,-0.302786962,-1,-1,-0.637509388,-1,-0.766975762,-1,-0.688646156,-0.91766714,-1,-0.901196342,-0.965181555,0.21593897,-1,-0.934820694,-0.734666091,-0.916545096,-0.934002619,0.075862069,-1,-1,-0.902735142,0.037024508,-0.91869252,-0.803234979,-0.235192706,-1,-1,-0.841826369,-1,-1,-0.51824694,-0.079766305,-0.803976384,-0.124385224,-0.978263258,-1,-0.742284937,-1,-1,-1,-0.81112649,-0.958601325,-1,-0.937531453,-1,-0.473884184,-0.645486246,-0.942521912,-0.327765224,-1,-0.963078004,-0.850778736,-1,-0.893318967,-1,-0.891274067,-1,-1,-0.296329495,-1,-0.910690805,-0.917033041,-0.954202612,-1,-1,-1,-1,-1,-0.865340001,-0.991364649,-0.787755443,-0.927523247,-0.55487854,-1,-0.305397516,-1,-0.149404384,-0.911236101,-0.360804534,-0.672727272,-0.574119531,-0.547217273,-0.629708608,-0.927809671,-1,-0.922155183,-0.974558042,-0.9268612,-1,-0.900420943,-0.285775728,-1,-1,-0.396900739,-0.939529288,0.338670563,-0.844642183,-0.962730528,-1,-0.692291528,-0.95000945,-1,-1,-0.599818513,-1,-0.958374101,-0.672341979,-0.780675506,-0.197410049,0.044192916,-0.429654962,-0.924877834,-1,-0.512315271,-0.930958424,-0.509503785,-1,-0.926393472,-0.550111986
