iter_count,d_loss,g_loss,d_loss_real,d_loss_fake,Real_score,Fake1_score,Fake2_score
1,1.4447450637817383,0.7279362678527832,0.7037297487258911,0.7410153150558472,0.5125116109848022,0.5035904049873352,0.500722348690033
2,1.4484848976135254,0.7138863205909729,0.7001240849494934,0.7483608722686768,0.5141674280166626,0.5079470276832581,0.5079666376113892
3,1.4593671560287476,0.6960811018943787,0.6973334550857544,0.7620337009429932,0.5158979296684265,0.5138111114501953,0.5167754292488098
4,1.4630489349365234,0.6982861161231995,0.696835458278656,0.7662134170532227,0.5164511203765869,0.5170770287513733,0.5170862674713135
5,1.4692503213882446,0.6801068782806396,0.6865606904029846,0.78268963098526,0.5200881958007812,0.5228959321975708,0.5253353714942932
6,1.4828615188598633,0.6724652647972107,0.6882940530776978,0.7945675253868103,0.5199307203292847,0.5293226838111877,0.5278388857841492
7,1.4976615905761719,0.6618750095367432,0.683754026889801,0.8139075636863708,0.5218314528465271,0.5367509722709656,0.5331739783287048
8,1.497640609741211,0.6512400507926941,0.6788705587387085,0.8187700510025024,0.523902177810669,0.5397430658340454,0.5379894375801086
9,1.5084774494171143,0.6473742723464966,0.6790222525596619,0.8294551372528076,0.5234023332595825,0.5439463257789612,0.5406621098518372
10,1.5127677917480469,0.6310321092605591,0.6768592596054077,0.8359085917472839,0.5253887176513672,0.5468257665634155,0.5495362877845764
11,1.5223100185394287,0.6291046738624573,0.6747912764549255,0.847518801689148,0.5258703231811523,0.5516775250434875,0.5501047968864441
12,1.5225822925567627,0.6140393614768982,0.66683030128479,0.8557520508766174,0.5285340547561646,0.5552409291267395,0.5572699904441833
13,1.5426244735717773,0.6106144189834595,0.6660415530204773,0.8765828609466553,0.5291404724121094,0.5636622905731201,0.5587741732597351
14,1.5555684566497803,0.6017906069755554,0.6655966639518738,0.8899718523025513,0.5296782851219177,0.5678078532218933,0.564158022403717
15,1.563368320465088,0.5784774422645569,0.6625370979309082,0.9008312225341797,0.5310609340667725,0.5725361704826355,0.5749724507331848
16,1.5647680759429932,0.5818812847137451,0.6633894443511963,0.9013786315917969,0.5307328701019287,0.5727016925811768,0.5748450756072998
17,1.5591986179351807,0.5742263197898865,0.6554964780807495,0.9037021398544312,0.5342736840248108,0.5746771097183228,0.577875018119812
18,1.580427885055542,0.570456326007843,0.6564857959747314,0.9239420294761658,0.5345680117607117,0.5832906365394592,0.5811854600906372
19,1.5909147262573242,0.5638061761856079,0.6519680023193359,0.9389466643333435,0.5359293818473816,0.5880833864212036,0.5837557911872864
20,1.5896070003509521,0.5561447739601135,0.6524350047111511,0.937171995639801,0.536030113697052,0.5884757041931152,0.58762526512146
21,1.5896940231323242,0.5506724119186401,0.649517834186554,0.9401761889457703,0.5374640822410583,0.5899237990379333,0.5916212201118469
22,1.611707329750061,0.5393535494804382,0.6472446918487549,0.9644626379013062,0.5386195182800293,0.5965225696563721,0.598151683807373
23,1.6182138919830322,0.5344622731208801,0.6424270272254944,0.9757869243621826,0.5404757261276245,0.6010466814041138,0.5998761653900146
24,1.6109867095947266,0.536460280418396,0.6375030875205994,0.9734835624694824,0.5426695942878723,0.6011637449264526,0.5986079573631287
25,1.6234383583068848,0.5271881818771362,0.636580765247345,0.986857533454895,0.5436954498291016,0.6064978837966919,0.6050988435745239
26,1.6349942684173584,0.5127037167549133,0.6358189582824707,0.9991753697395325,0.5437265038490295,0.609726071357727,0.6118371486663818
27,1.6284222602844238,0.5193365812301636,0.6362640857696533,0.9921581745147705,0.5438581705093384,0.6088311076164246,0.6084800362586975
28,1.638986587524414,0.507637083530426,0.6276994943618774,1.0112870931625366,0.5479815602302551,0.6161975860595703,0.6152302622795105
29,1.6439061164855957,0.5114696025848389,0.6308311820030212,1.0130749940872192,0.5463659763336182,0.6174478530883789,0.6131051182746887
30,1.6526987552642822,0.4931741952896118,0.6258615255355835,1.0268372297286987,0.5487901568412781,0.620830774307251,0.6230294704437256
31,1.6730401515960693,0.4884084463119507,0.6217010617256165,1.0513391494750977,0.5513116717338562,0.6294190883636475,0.625897228717804
32,1.6605761051177979,0.49367836117744446,0.621720016002655,1.0388561487197876,0.5510950684547424,0.6254678964614868,0.6235173940658569
33,1.658506155014038,0.49208199977874756,0.6143380403518677,1.0441681146621704,0.554816722869873,0.6281951069831848,0.6246694326400757
34,1.6830008029937744,0.48626166582107544,0.617136538028717,1.0658642053604126,0.553360104560852,0.6345502138137817,0.6276339888572693
35,1.6767702102661133,0.4735904932022095,0.6127511858940125,1.0640190839767456,0.555902898311615,0.6343722939491272,0.63515704870224
36,1.6806519031524658,0.473007470369339,0.6130935549736023,1.0675582885742188,0.555790901184082,0.634282648563385,0.6352566480636597
37,1.6796197891235352,0.46953001618385315,0.6079898476600647,1.0716300010681152,0.557738184928894,0.6361610889434814,0.6377515196800232
38,1.6881539821624756,0.4620085060596466,0.6063591837882996,1.0817947387695312,0.5588333606719971,0.6401267647743225,0.6416037082672119
39,1.7001088857650757,0.4618319571018219,0.6058042049407959,1.0943046808242798,0.5587685108184814,0.6449613571166992,0.642643928527832
40,1.7080415487289429,0.4513278603553772,0.6005595922470093,1.1074819564819336,0.5619980692863464,0.6490869522094727,0.6477256417274475
41,1.702314853668213,0.46091100573539734,0.6049888730049133,1.0973260402679443,0.5595884323120117,0.6456784009933472,0.6424976587295532
42,1.70859956741333,0.45269620418548584,0.5985882878303528,1.110011339187622,0.5629043579101562,0.6497372984886169,0.6475561261177063
43,1.718090534210205,0.44791379570961,0.5967506766319275,1.1213399171829224,0.5638440251350403,0.6530219912528992,0.6506029367446899
44,1.7135827541351318,0.44627121090888977,0.5977832674980164,1.1157994270324707,0.5634872913360596,0.6515201926231384,0.6519878506660461
45,1.7248222827911377,0.4423927664756775,0.5940359830856323,1.1307862997055054,0.5654289722442627,0.6551943421363831,0.653792679309845
46,1.7251789569854736,0.4347148835659027,0.5950118899345398,1.130167007446289,0.565253734588623,0.6567002534866333,0.6582079529762268
47,1.7333335876464844,0.4260948598384857,0.5904209017753601,1.1429126262664795,0.5666074752807617,0.6600257754325867,0.6633992791175842
48,1.7295057773590088,0.435820072889328,0.5861870646476746,1.143318772315979,0.5687398910522461,0.6599876284599304,0.6579351425170898
49,1.732428789138794,0.42828476428985596,0.5849592089653015,1.1474696397781372,0.5688884854316711,0.6624204516410828,0.6623867750167847
50,1.7426152229309082,0.42322513461112976,0.583921492099762,1.158693790435791,0.5701258182525635,0.6651332378387451,0.6655200123786926
51,1.7476203441619873,0.41950878500938416,0.5846340656280518,1.1629862785339355,0.5700730085372925,0.6672911643981934,0.6675504446029663
52,1.7447384595870972,0.42520466446876526,0.5793238878250122,1.165414571762085,0.57218337059021,0.6677747964859009,0.6642417311668396
53,1.7430384159088135,0.4242597818374634,0.5751296877861023,1.1679086685180664,0.5746172070503235,0.6690059900283813,0.6648486256599426
54,1.7417387962341309,0.4172787368297577,0.5774362087249756,1.1643025875091553,0.5736587047576904,0.6682736277580261,0.6694639921188354
55,1.7608585357666016,0.41687166690826416,0.575581431388855,1.1852771043777466,0.5748013257980347,0.6737587451934814,0.669317901134491
56,1.7423508167266846,0.42255041003227234,0.5679560899734497,1.1743947267532349,0.5782841444015503,0.6706308126449585,0.6658712029457092
57,1.7577824592590332,0.4140588641166687,0.5718650221824646,1.1859174966812134,0.5764691829681396,0.6742434501647949,0.6713595390319824
58,1.7518503665924072,0.4126377999782562,0.5665842890739441,1.185266137123108,0.5790166854858398,0.6736032962799072,0.6723595857620239
