iter_count,d_loss,g_loss,d_loss_real,d_loss_fake,Real_score,Fake1_score,Fake2_score
1,1.4780656099319458,0.7249818444252014,0.7348701357841492,0.7431954741477966,0.5038245320320129,0.5026282072067261,0.50420081615448
2,1.486950159072876,0.7209275364875793,0.7338489890098572,0.7531012296676636,0.5055456757545471,0.5078302025794983,0.5067974328994751
3,1.4941658973693848,0.7058959007263184,0.7260943651199341,0.7680714726448059,0.5073897242546082,0.5153575539588928,0.5132142305374146
4,1.5035898685455322,0.6952241659164429,0.7284004092216492,0.7751894593238831,0.5064937472343445,0.518019437789917,0.5187612175941467
5,1.5115041732788086,0.6843123435974121,0.7222303152084351,0.7892739176750183,0.5092751383781433,0.5252754092216492,0.5243707299232483
6,1.5287885665893555,0.671448290348053,0.7196487188339233,0.8091399073600769,0.5105056166648865,0.5331159234046936,0.5298202037811279
7,1.530242919921875,0.6592609882354736,0.7187715172767639,0.8114713430404663,0.5107421278953552,0.533942461013794,0.5368701219558716
8,1.5478005409240723,0.6447982788085938,0.7132546305656433,0.8345458507537842,0.5134094953536987,0.5429370403289795,0.5429735779762268
9,1.5561211109161377,0.6421870589256287,0.7121727466583252,0.8439483046531677,0.5133123397827148,0.5480676889419556,0.5447163581848145
10,1.567981243133545,0.6259763836860657,0.7072238326072693,0.8607574701309204,0.5149176120758057,0.5567678213119507,0.5523860454559326
11,1.5848065614700317,0.6144046783447266,0.7080392837524414,0.8767672777175903,0.5156378746032715,0.5614637136459351,0.5580318570137024
12,1.582850456237793,0.6017253994941711,0.7042336463928223,0.8786167502403259,0.5170326828956604,0.5624274611473083,0.5651177763938904
13,1.592052936553955,0.5914394855499268,0.7011998295783997,0.8908530473709106,0.5182141661643982,0.5673708915710449,0.5703426003456116
14,1.6150085926055908,0.5775033831596375,0.7035619616508484,0.9114466905593872,0.5174357891082764,0.5769480466842651,0.5775851607322693
15,1.621495246887207,0.5719915628433228,0.6942709684371948,0.9272242784500122,0.5204477906227112,0.5825942754745483,0.5811482667922974
16,1.6273796558380127,0.5612989068031311,0.6898806691169739,0.937498927116394,0.52202969789505,0.5856583714485168,0.5862640142440796
17,1.6381309032440186,0.5548030734062195,0.6907836198806763,0.9473472833633423,0.5221244096755981,0.5891337394714355,0.5895963311195374
18,1.6527187824249268,0.5467904806137085,0.6885730028152466,0.9641457200050354,0.52408766746521,0.5961532592773438,0.5942254066467285
19,1.6553971767425537,0.5334004163742065,0.6811656355857849,0.974231481552124,0.5266663432121277,0.6000152826309204,0.6021378636360168
20,1.6781761646270752,0.5343328714370728,0.6817574501037598,0.9964186549186707,0.5250096321105957,0.6077927947044373,0.6018611192703247
21,1.6837382316589355,0.5234400629997253,0.6791849136352539,1.0045533180236816,0.5270451903343201,0.6111471056938171,0.6073201894760132
22,1.695188045501709,0.5145981907844543,0.6787489652633667,1.0164390802383423,0.5281572937965393,0.6147627234458923,0.612180769443512
23,1.6930445432662964,0.5081426501274109,0.6763187646865845,1.016725778579712,0.5286608934402466,0.6155447959899902,0.6158956289291382
24,1.7002716064453125,0.4991813898086548,0.669207751750946,1.0310637950897217,0.5317166447639465,0.6205830574035645,0.6209957003593445
25,1.719836950302124,0.49375537037849426,0.6696367859840393,1.05020010471344,0.5321493148803711,0.6280773282051086,0.6241587400436401
26,1.7260985374450684,0.49253156781196594,0.6688186526298523,1.0572799444198608,0.5318632125854492,0.6293807625770569,0.6255724430084229
27,1.7330454587936401,0.48566490411758423,0.6717898845672607,1.0612555742263794,0.5316914916038513,0.6320980191230774,0.6291617751121521
28,1.7297594547271729,0.47728151082992554,0.6646949648857117,1.065064549446106,0.533565104007721,0.6330925226211548,0.6337644457817078
29,1.7392208576202393,0.4702988564968109,0.6670284867286682,1.0721924304962158,0.5328213572502136,0.6360252499580383,0.6380823850631714
30,1.7533631324768066,0.46421298384666443,0.6569238901138306,1.096439242362976,0.5375098586082458,0.6425266265869141,0.6416966319084167
31,1.7557053565979004,0.4632759094238281,0.6575589776039124,1.0981463193893433,0.5365574359893799,0.6435285806655884,0.6425145268440247
32,1.7718085050582886,0.4490458071231842,0.6554251909255981,1.1163833141326904,0.5375050902366638,0.6495035290718079,0.6505261659622192
33,1.7771780490875244,0.4484573304653168,0.6540533900260925,1.123124599456787,0.5385821461677551,0.6531937122344971,0.6508601903915405
34,1.7780735492706299,0.44169512391090393,0.6518233418464661,1.1262502670288086,0.5394488573074341,0.652315616607666,0.6551247835159302
35,1.7829773426055908,0.4387648105621338,0.6477155089378357,1.1352618932724,0.5409160256385803,0.6561899781227112,0.6566609740257263
36,1.795884132385254,0.44366079568862915,0.6466452479362488,1.1492388248443604,0.5423503518104553,0.6602141857147217,0.6540307402610779
37,1.7955751419067383,0.43528205156326294,0.645008385181427,1.150566816329956,0.5418713688850403,0.6610697507858276,0.6591039896011353
38,1.7939038276672363,0.4289690852165222,0.6438515782356262,1.1500521898269653,0.5431957840919495,0.6615146994590759,0.6631511449813843
39,1.8024487495422363,0.4269603490829468,0.6415650248527527,1.1608837842941284,0.5442082285881042,0.6653870344161987,0.6640713214874268
40,1.8134411573410034,0.42710575461387634,0.6397348642349243,1.173706293106079,0.5452623963356018,0.6687337160110474,0.6641597747802734
41,1.8107852935791016,0.4172711968421936,0.6361730694770813,1.1746121644973755,0.5465753078460693,0.668951690196991,0.6704291105270386
42,1.8099496364593506,0.41815197467803955,0.6350515484809875,1.1748981475830078,0.5465719699859619,0.6690417528152466,0.6694825291633606
43,1.8232338428497314,0.4127095639705658,0.6327065229415894,1.190527319908142,0.5472687482833862,0.6736593842506409,0.6731271743774414
44,1.828695297241211,0.4129140377044678,0.6317589282989502,1.1969363689422607,0.5481839179992676,0.6748772859573364,0.6732273697853088
45,1.8348125219345093,0.4089532792568207,0.6308020353317261,1.2040104866027832,0.5485205054283142,0.6779375076293945,0.6757251620292664
46,1.8387272357940674,0.40842896699905396,0.6294769048690796,1.2092503309249878,0.5499698519706726,0.6789067983627319,0.6753117442131042
47,1.8368315696716309,0.40562450885772705,0.6271152496337891,1.2097163200378418,0.5508061051368713,0.6803687810897827,0.6773434281349182
48,1.8412140607833862,0.40063250064849854,0.6238996982574463,1.21731436252594,0.5520867109298706,0.6824746131896973,0.6808332800865173
