,or1320,or3584,or754,or68,or3867,or3301,or1037,or2735,or3018,or1886,or4313,or4150,or1603,or471
f629,-0.967912035,-0.211449376,-0.097903613,-0.732227345,-0.213225391,-0.245489662,-0.967912035,-0.319490284,-0.298178105,-0.351963305,-0.156096911,-0.226071899,-0.967912035,-0.074869611
f630,0.378574159,0.07579237,0.354655793,-0.224187176,0.096649385,0.068391785,0.481603727,0.03752593,0.049890322,0.333465912,0.034186642,0.069419744,0.442952471,0.829917067
f631,0.867486832,-0.065294644,0.767823892,-0.544135209,-0.049288029,-0.080835047,0.800674662,-0.092668565,-0.091100268,1,-0.216706646,-0.081415317,0.94870178,0.614394516
f632,-0.688071653,-1,-0.646108868,-0.825447474,-1,-1,-0.673352926,-1,-1,-1,-0.127272727,-1,-0.715531282,-0.625195115
f633,-1,-0.884503651,-0.845971016,-0.820215529,-0.877114664,-0.885336491,-1,-0.879861851,-0.88755674,-0.860122306,-0.891969607,-0.896451549,-1,-0.838765752
f634,-0.285201116,0.517400458,-0.451511682,-0.748570056,0.364310407,0.49268434,-0.377471949,0.230765149,0.053505087,-0.405672837,0.276681672,0.050034087,-0.354937592,-0.457724749
f635,0.018961143,0.394688976,-0.285552697,-0.622643707,0.266217786,0.399505546,-0.168539176,0.119049451,-0.040481052,0.273700782,0.190802836,-0.024191652,0.118134994,-0.362967118
f636,0.010924461,-0.999950108,-0.186095455,-0.616144321,-0.999977322,-1,-0.065023579,-0.998979479,-1,0.048795257,-0.831722863,-1,-0.114325375,-0.288715232
f637,0.714055108,-1,0.734407017,-0.380780593,-1,-1,0.680046117,-1,-1,0.59478877,-0.847058202,-1,0.688088482,0.705286029
f638,0.705089203,-0.065431554,0.382125872,-0.142957518,-0.238574099,-0.245475091,0.496338098,-0.11264973,-0.297834935,0.462469031,-0.492418767,-0.347441504,0.484164986,0.458829214
f639,0.498311865,0.967294139,0.204651078,-0.427019494,0.222749498,0.066674715,0.225771862,0.469368405,0.451726027,0.660522875,-0.561572803,0.373457725,0.79684112,-0.256726935
f640,-0.329976059,0.967295879,-0.535034903,-0.820916133,0.222750289,0.066674715,-0.413472228,0.469404011,0.451726027,1,-0.567443974,0.373457725,-0.011215172,-0.587581224
f641,0.037324987,-0.999090868,0.02996708,-0.360887395,-0.090867767,-1,0.078044798,-1,-1,0.05091664,-0.601148537,-0.090867767,0.02914565,0.04221758
f642,1,-0.630001834,0.529147101,-0.354348035,-0.985045815,-0.633591887,0.872389825,-0.629814034,-0.631561018,0.876009668,-0.907715556,-0.983700637,0.91745691,0.365632449
f643,0.845241031,-0.799043062,0.093052339,-0.512656004,-0.779904306,-0.789473684,0.661731157,-0.80861244,-0.789473684,0.560293738,-0.722488038,-0.818181818,0.816575349,-0.083466846
f644,0.748956425,-0.355980327,-0.527837214,-0.711125171,-0.329873721,-0.407895786,0.000269995,-0.517054367,-0.459970756,1,1,-0.268323807,0.376114054,-0.287006072
f645,0.645617407,-0.529639686,0.511552258,-0.315827969,-0.4912337,-0.567558553,0.232932568,-0.647287528,-0.605600016,0.928217589,1,-0.444505923,0.822993656,0.412323238
f646,0.751926636,-0.53505734,0.300658262,-0.50346783,-0.496869401,-0.572650143,0.740804636,-0.65192617,-0.610453245,1,1,-0.450561736,0.845425741,0.220474279
f647,0.914622916,-0.95442621,0.202974576,-0.474092788,-0.953772151,-0.946962891,1,-0.92011814,-0.930013577,0.836097284,-0.141691359,-0.954654869,0.870702633,0.186219707
f648,0.036323809,-0.818094085,0.145494683,-0.468578893,-0.942140258,-0.789791171,0.039601682,-0.928089587,-0.886494152,0.117711535,-0.728454585,-0.888614042,-0.024599746,0.146050757
f649,-0.780067571,-1,-0.746732031,-0.559431528,-1,-1,-0.763169383,-1,-1,-0.817134833,-1,-1,-0.801524386,-0.7279338
f650,0.165405405,-0.973628647,0.239106753,-0.346124031,-0.970823609,-0.980452862,0.194339348,-0.983200267,-0.948745242,0.073595505,-0.879691785,-0.972755983,0.099512196,0.286024741
f651,-0.932378878,-0.355106996,-0.923515847,-0.960042095,-0.342451998,-0.173441428,-0.927831529,-0.068524557,-0.096536721,-0.942607833,0.0025332,-0.319615002,-0.938070661,-0.916846107
f652,-0.893952701,-0.371196951,-0.869737524,-0.810740741,-0.358868177,-0.19429843,-0.885804715,-0.091151378,-0.118810048,-0.911825843,0.011880685,-0.336709897,-0.90429878,-0.868814779
f653,-0.810211861,-0.63103747,-0.808485687,-0.591546464,-0.610909975,-0.664064009,-0.806305826,-0.70114222,-0.677115724,-0.842198626,1,-0.568536301,-0.828727777,-0.807088704
f654,-0.81469452,-0.99699591,-0.822312937,-0.95028969,-0.997296115,-0.988327607,-0.818913791,-0.988290389,-0.986898978,-0.819079639,1,-0.997297342,-0.819138638,-0.826540727
f655,-0.741518293,-1,-0.729841632,-0.765709286,0.216096552,-1,-0.734516713,-1,-1,-0.769419591,-0.651351724,0.346524138,-0.755123915,-0.736404036
f656,-1,-1,-1,-0.708621095,-0.935967648,-1,-1,-1,-1,-1,-0.867567377,-0.925296973,-1,-1
f657,0.053454026,-1,0.028730293,-0.429810818,-0.774545666,-1,0.032987422,-1,-1,-1,-0.821214298,-0.677222469,0.074830882,0.032035887
f658,-0.788946632,-1,-0.758150342,-0.967216563,0.84,-1,-0.772730657,-1,-1,-0.824517424,-1,0.854,-0.809537204,-0.739990652
f659,-1,-1,-1,-0.763213531,0.4706,-1,-1,-1,-1,-1,-1,0.5034,-1,-1
f660,-1,-1,-1,-1,-0.08768822,-1,-1,-1,-1,-1,-1,0.181829685,-1,-1
f661,-0.938453803,-1,-0.935378803,-0.928795488,0.820383221,-1,-0.93908547,-1,-1,-0.947321662,-1,1,-0.944866704,-0.93338154
f662,-0.113730506,-1,-0.170748455,-0.339942469,0.820383221,-1,-0.212976983,-1,-1,-0.159640911,-1,1,-0.164732709,-0.220599513
f663,0.164364614,-1,0.178459137,-0.521944328,0.042402449,-1,0.190148747,-1,-1,0.150666237,-0.361137867,0.03715833,0.144982684,0.195226376
f664,0.367135135,-1,0.574354186,-0.707067838,0.604069636,-1,0.47217695,-1,-1,0.136719101,-0.252168656,0.616916511,0.233756098,0.691206954
f665,0.402702702,-1,0.615312792,-0.355886106,0.834233501,-1,0.510477299,-1,-1,0.166292134,-0.910067569,1,0.265853659,0.735205616
f666,0.402702703,-1,0.615312792,-0.565874687,0.861039001,-1,0.510477299,-1,-1,0.166292135,-0.770305714,1,0.265853659,0.735205617
f667,-0.608015216,-1,-0.5486014,-0.797429042,-1,-1,-0.577897642,-1,-1,-0.674080067,-1,-1,-0.646257634,-0.515097392
f668,0.477945524,-1,0.641841213,-0.26512001,-0.795491906,-1,0.587348134,-1,-1,0.158701269,-0.941417973,-0.795478438,0.21894464,0.710050078
f669,0.066693578,-1,0.944895163,-0.517719425,-1,-1,0.135002893,-1,-1,-0.032109335,-1,-1,0.016361087,1
f670,-0.433672727,-1,-0.395971683,-0.751358605,-1,-1,-0.409384861,-1,-1,-0.529121144,-1,-1,-0.488924168,-0.392874283
f671,-0.336973289,-1,-0.253975595,-0.705396657,-1,-1,-0.295281978,-1,-1,-0.448719364,-1,-1,-0.401658821,-0.254480619
f672,0.912033796,-1,0.973549782,-0.263081874,-1,-1,0.936155059,-1,-1,0.589780909,-1,-1,0.725493913,0.851132701
f673,-0.892006323,-1,-0.865868178,-0.935246118,-1,-1,-0.88938568,-1,-1,-0.903545242,-1,-1,-0.895014233,-0.872274214
f674,-0.946212186,-1,-0.942096059,-0.944482954,-1,-1,-0.945248441,-1,-1,-0.949973564,-1,-1,-0.946295389,-0.944532359
f675,-0.734984821,-1,-0.732816077,-0.929771551,-1,-1,-0.743624661,-1,-1,-0.807027842,-1,-1,-0.774435014,-0.686263647
f676,-0.378995694,-1,-0.332339105,-0.860694766,-1,-1,-0.377196621,-1,-1,-0.514950255,-1,-1,-0.434222325,-0.158301374
f677,-0.411838469,-1,-0.338997522,-0.869028959,-1,-1,-0.371004896,-1,-1,-0.513879682,-1,-1,-0.458933994,-0.298298464
f678,-0.201554816,-1,-0.135052719,-0.890734241,-1,-1,-0.18172002,-1,-1,-0.228489697,-1,-1,-0.225743236,-0.093349855
f679,-0.244509509,-1,0.046283137,-0.741888287,-1,-1,-0.107188687,-1,-1,-0.434870925,-1,-1,-0.384085511,0.0982045
f680,-0.324799086,-0.950090528,-0.290746509,-0.476068495,-0.947527242,-0.952309723,-1,-0.95545306,-0.954824392,-1,-0.898233864,-0.945402347,-1,-0.252241619
f681,-0.818096037,-0.99998484,-0.771620201,-0.992944832,-0.874193467,-0.888291835,-0.797825095,-0.999985638,-0.888291835,-0.851273582,0.403715062,-0.850745445,-0.8438818,-0.743854621
f682,-0.270735231,-0.999983293,-0.163700974,-0.747138506,-0.836832854,-0.827362285,-0.214703247,-0.999981775,-0.827363348,-0.393328988,0.412984625,-0.806131266,-0.341620708,-0.108497194
f683,-0.183798152,-0.24238852,-0.128990364,-0.808230937,-0.310644736,-0.212072498,-0.136656374,-0.26858532,-0.23140393,-0.307363403,0.690245775,-0.308585125,-0.248687128,-0.085063093
f684,-0.306932412,-0.88317757,-0.230940937,-0.826124413,-0.980529595,-1,-0.272483381,-1,-1,-0.422537529,-1,-0.979361371,-0.373241952,-0.191484534
f685,-0.958411626,-0.974266598,-0.952139853,-0.989130657,-0.980987557,-0.981350852,-0.955226172,-0.947443311,-0.959916442,-0.965520554,-0.321550059,-0.982137992,-0.962477348,-0.948587546
f686,0.871222296,-0.869362374,0.823527382,-0.341059776,-0.907198052,-0.837461705,0.86898222,-0.848994505,-0.88285103,0.749561791,-0.103684932,-0.931949735,0.860399878,0.831108817
f687,-0.223158348,0.072308377,-0.052399539,-0.681889472,0.132166186,0.059566985,-0.20475091,-0.034861873,0.007835154,-0.293700312,0.939938863,0.170212159,-0.261776704,-0.121238376
f688,0.783009563,0.049513919,0.885291349,-0.706973446,0.123095289,0.027287602,0.823757116,-0.095596751,-0.032089179,0.628754845,1,0.157580727,0.708411993,1
f689,-0.996463904,0.363847564,-0.996294277,-0.994160295,0.398103923,0.361250198,-0.996271439,0.376401495,0.373342376,-0.996923995,0.233521883,0.441681938,-0.996899789,-0.996015633
f690,-0.999142583,0.178790971,-0.998624651,-0.994299828,0.232250627,0.169550835,-0.998683199,0.093822925,0.12687662,-0.999618779,0.901443011,0.268482105,-0.999198889,-0.998456419
f691,-0.989954743,0.062111274,-0.988801748,-0.999671804,0.091738174,0.059339604,-0.988864535,-0.006581186,0.024593854,-0.9922487,0.859785169,0.120516095,-0.991669103,-0.987495417
f692,0.478033997,-0.141310243,0.883045268,-0.640703916,-0.137453651,-0.149800404,0.685632366,-0.179541696,-0.15731291,0.165627005,1,-0.133591914,0.320321279,1
f693,-0.716360527,-1,-0.671729033,-0.751931066,-1,-1,-0.685385172,-1,-1,-0.705730096,-1,-1,-0.688614959,-0.593042155
f694,-0.167435692,0.11827957,-0.117796285,-0.679495671,0.11827957,0.075268817,-0.167273392,0.182795699,0.11827957,-0.193965013,-0.204301075,0.010752688,-0.247534363,0.226655216
f695,0.661493861,-1,1,-0.332359025,-1,-1,0.894777494,-1,-1,0.499799981,-1,-1,0.600651403,0.76917699
f696,0.610974989,0.1344,0.333242258,-0.806024322,0.1344,0.0784,0.266804434,0.0784,0.0792,0.924528903,1,0.12,0.515713888,0.349399878
f697,0.20119432,-0.019133987,0.22825577,-0.355701325,0.031242021,-0.062747618,0.195448113,-0.124523298,-0.112168162,0.03415547,1,0.07300238,0.046043157,0.291057896
f698,-0.567736624,-0.99998484,-0.509972053,-0.784334091,-0.874193467,-0.888291835,-0.531369147,-0.999985638,-0.888291835,-0.583909758,0.403715062,-0.850745445,-0.604642634,-0.505508326
f699,0.154159603,-0.999983293,0.164694937,-0.158714773,-0.836832854,-0.827362285,0.172530171,-0.999981775,-0.827363348,0.631813513,0.412984625,-0.806131266,-0.036394926,0.447137015
f700,0.860121131,-0.06868365,0.781265281,-0.640006525,-0.06868365,-0.06868365,0.906550809,-0.113736752,-0.06868365,1,0.99784936,-0.06868365,0.799094134,0.878608041
f701,0.845638946,-1,0.682280075,-0.713229328,-1,-1,1,-1,-1,0.544562583,-1,-1,0.794267497,0.693384703
f702,-0.035056386,-0.981350852,-0.072441037,-0.672156014,-0.981350852,-0.981350852,-0.033632131,-0.947443311,-0.959916442,0.113839714,0.029176834,-0.981350852,-0.040789118,0.003841183
f703,-0.599922093,-0.869362374,-0.525511587,-0.464226436,-0.907198052,-0.837461705,-0.519295932,-0.848994505,-0.88285103,-0.582036407,-0.103684932,-0.931949735,-0.605224709,-0.491781205
f704,-0.606357783,0.072308377,-0.571209894,-0.831344511,0.132166186,0.059566985,-0.559368243,-0.034861873,0.007835154,-0.58312981,0.939938863,0.170212159,-0.570269047,-0.535517354
f705,0.291480807,0.049513919,0.388384809,-0.052458671,0.123095289,0.027287602,0.346204197,-0.095596751,-0.032089179,0.361040362,1,0.157580727,0.300984237,0.504498123
f706,0.391360561,-0.078469336,0.626323372,0.041350429,-0.055322845,-0.080224336,0.485259338,-0.069986839,-0.072053839,0.375908614,-0.166528379,-0.025877856,0.386959777,0.667832793
f707,0.11135227,-0.003237448,0.147995343,-0.486124797,0.024566592,-0.005838585,0.025171369,-0.067703454,-0.038446526,-0.145938697,0.745357813,0.051573888,0.028061121,0.100561105
f708,0.2349033,-0.141310243,0.497261052,-0.512512429,-0.137453651,-0.149800404,0.37387427,-0.179541696,-0.15731291,0.18300909,1,-0.133591914,0.256769237,0.587154224
f709,0.727478837,-1,1,-0.480621925,-1,-1,0.889468814,-1,-1,0.513795745,-1,-1,0.562447561,0.737763279
f710,0.098315498,-0.556722623,0.212876816,-0.578954153,-0.556722623,-0.578605146,0.166997828,-0.578605146,-0.578292538,0.095516651,-0.218481353,-0.562349558,0.187989415,0.336728008
f711,0.307096264,-0.999994396,0.293116625,-0.560434651,-0.998244337,-0.999996077,0.299771965,-0.99997086,-0.999859345,0.432078868,-0.679094161,-0.999511911,0.553765113,0.387161057
f712,-0.139088439,-0.215119158,0.109191692,-0.851280682,-0.977347028,-1,0.014766931,-0.987793256,-0.970822427,-0.282610945,-0.987834966,0.264334561,-0.222652462,0.253027944
f713,-0.437619696,-0.934237694,-0.248388675,-0.266179521,-0.97532391,-0.922683147,-0.336643105,-0.941984838,-0.901347172,-0.539093472,-0.998783177,-1,-0.50136151,-0.120710481
f714,0.074198613,-0.922318895,0.12303844,-0.673616268,-0.99274447,-0.399767488,0.082568951,-0.603488092,-0.460383159,-0.106846097,-0.404487253,-1,-0.030601252,0.124480012
f715,-0.360237329,-1,-0.416703996,-0.8706393,-1,-1,-0.393609801,-1,-1,-0.468062499,-1,-1,-0.4226532,-0.453947324
f716,0.852617695,-1,0.687273904,-0.670815461,-1,-1,1,-1,-1,0.540378758,-1,-1,0.671874505,0.762794594
f717,-0.208969362,-1,0.442325265,-0.258078546,-1,-1,-0.115466343,-1,-1,-0.342289132,-1,-1,-0.286143082,0.575596072
f718,-0.98651138,-0.999708744,0.087037816,-0.707342823,-0.914984748,-0.999981964,-0.98651138,-0.999140324,-0.999996195,-0.226459814,-0.976956275,-1,-0.98651138,0.115460683
f719,-0.638230481,-1,-0.645613315,-0.828611029,-1,-1,-0.606428549,-1,-0.976266348,-0.652153954,-0.913619198,-0.999789315,-0.618358955,-0.498915364
f720,0.559778673,-0.863205864,0.47659024,-0.630673061,-0.482954925,-0.845158748,0.504010704,-0.834713791,-0.913001309,0.670387119,-0.243039293,-0.86682064,0.627568609,0.348523083
f721,-0.674478177,-0.648080925,-0.630686703,-0.823217443,-0.696812504,-0.610796386,-0.659118025,-0.712880887,-0.661538152,-1,-0.345490172,-0.536675959,-0.703134464,-0.608861552
f722,-1,-0.939478379,-0.960810695,-0.956437495,-0.960990016,-0.875462787,-1,-0.867124023,-0.812456748,-0.964411181,-0.797922372,-0.923238265,-1,-0.958977474
f723,-0.001017858,-0.633712168,-0.233448671,-0.665570999,-0.687550938,-0.58122935,-0.129972893,-0.681334101,-0.617012519,-0.169385635,-0.297513998,-0.518451551,-0.09847953,-0.242131873
f724,0.018961143,-0.981072491,-0.285552697,-0.640859262,-0.946553663,-1,-0.168539176,-0.956974399,-0.902997334,0.273700782,-0.68816899,-0.947691984,0.118134994,-0.362967118
f725,-0.246703873,-1,-0.393514387,-0.727774958,-0.996732289,-0.998482194,-0.303296988,-0.999618258,-1,-0.218484234,-0.782155651,-0.999008489,-0.340034503,-0.469982099
f726,0.714055108,-0.999768372,0.734407017,-0.400837232,-0.996237187,-1,0.680046117,-0.954591904,-0.96801268,0.59478877,-0.64989713,-0.999779727,0.688088482,0.705286029
f727,0.705089203,-0.99989655,0.382125872,-0.183394486,-0.99831945,-0.983478484,0.496338098,-0.951097733,-0.981841546,0.462469031,-0.839115526,-0.999901621,0.484164986,0.458829214
f728,0.498311865,-0.992091142,0.204651078,-0.451135467,-0.995292808,-0.997891238,0.225771862,-0.995286531,-0.993739915,0.660522875,-0.943130756,-0.997472909,0.79684112,-0.256726935
f729,-0.329976059,-1,-0.535034903,-0.82956078,-1,-1,-0.413472228,-1,-1,1,-1,-1,-0.011215172,-0.587581224
f730,0.223031354,-1,0.214356203,-0.282844706,-1,-1,0.271041,-1,-1,0.239056242,1,-1,0.213387716,0.228799839
f731,1,-1,0.529147101,-0.379383649,-1,-1,0.872389825,-0.996283867,-1,0.876009668,-0.243594484,-0.7090618,0.91745691,0.365632449
f732,1,-1,0.184725811,-0.48338197,-1,-1,0.801099291,-0.997740579,-1,0.691154392,-0.293893141,-0.823108609,0.968930149,-0.006597904
f733,0.748956425,-0.84213965,-0.527837214,-0.723452753,-0.837912671,-0.856738295,0.000269995,-0.864157026,-0.890879015,1,-0.714410075,-0.880094268,0.376114054,-0.287006072
f734,0.645617407,-0.363188777,0.511552258,-0.330555111,-0.467198125,-0.271956826,0.232932568,-0.521023947,-0.353509331,0.928217589,-0.332848146,-0.13584507,0.822993656,0.412323238
f735,0.751926636,-1,0.300658262,-0.527436183,-1,-1,0.740804636,-1,-1,1,-1,-1,0.845425741,0.220474279
f736,0.914622916,-0.877655362,0.202974576,-0.499479119,-0.992622305,-0.860989371,1,-0.89946183,-0.465433066,0.836097284,-0.450551726,-1,0.870702633,0.186219707
f737,0.036323809,-0.960294614,0.145494683,-0.494231388,-1,-1,0.039601682,-1,-1,0.117711535,-0.786078724,-1,-0.024599746,0.146050757
f738,-0.999997743,-0.612773481,-0.999997834,-0.999996724,-0.66205903,-0.579785085,-0.999997569,-0.69340488,-0.607278112,-0.999997967,-0.280174793,-0.506787164,-0.999997963,-0.999997673
f739,0.063275039,-1,0.130517566,-0.403167675,-1,-0.99679585,0.089673354,-1,-1,-0.020489095,-0.801190113,-1,0.003156385,0.173323893
f740,-0.794010919,-1,-0.76701214,-0.879069807,-1,-0.990187958,-0.780158674,-1,-1,-0.825170605,-0.927960072,-1,-0.811349365,-0.746694618
f741,-0.826689187,-0.411480664,-0.787114845,-0.705628164,-0.403654831,-0.531116014,-0.813373109,-1,-0.534446156,-0.855898877,0.171876951,-0.394996462,-0.84359756,-0.785606822
f742,-0.670865753,-0.813237433,-0.667872189,-0.325845028,-0.807903669,-0.835380637,-0.664091831,-1,-0.836592856,-0.642927819,1,-0.806044933,-0.67497733,-0.665449513
f743,1,-0.629460113,0.9177745,-0.467968951,-0.620983078,-0.787864625,0.954461448,-1,-0.789395649,0.952671454,-0.775906527,-0.616631749,0.952034682,0.872144018
f744,-0.372554383,-0.813765924,-0.344210134,-0.458729413,-0.815232334,-0.833195857,-0.355558553,-1,-0.834387316,-0.440282763,-0.520575566,-0.814499129,-0.405581044,-0.360139894
f745,-0.630030027,-0.25781759,-0.573953034,-1,-0.258577633,-0.141938111,-0.60160393,-1,-0.148099891,-0.692384521,0.459663409,-0.25781759,-0.666124665,-0.542330692
f746,-1,-0.480442053,-1,-0.879946038,-0.45819398,-0.262905337,-1,-1,-0.268140177,-1,0.81270903,-0.118074742,-1,-1
f747,0.114869808,-0.520748805,0.088704695,-0.42081641,-0.517695738,-0.519623991,0.093210012,-1,-0.523078777,-1,0.230787772,-0.696942916,0.137492922,0.092203003
f748,-0.788946632,-0.608446342,-0.758150342,-0.970045325,-0.602552672,-0.54538032,-0.772730657,-1,-0.548646239,-0.824517424,0.031899019,-0.600337854,-0.809537204,-0.739990652
f749,-0.368572622,-0.367908738,-0.272866075,-1,-0.36004061,-0.385833253,-0.320057829,-1,-0.39024407,-0.474992966,0.334193088,-0.355520037,-0.430175293,-0.218896255
f750,-0.93601476,0.187360542,-0.9328179,-0.924287544,0.189868371,0.157459505,-0.93667146,0.12040794,0.144650286,-0.945234048,0.591956943,0.193417914,-0.942681802,-0.930741487
f751,0.580460563,-1,0.478781989,0.153519375,-1,-1,0.40347699,-1,-1,0.498589773,-1,-1,0.489509706,0.389883937
f752,0.891918254,-0.019133987,0.914819745,-0.241670042,0.031925672,-0.062747618,0.933813612,-0.124523298,-0.112168162,0.869660442,1,0.072969433,0.860425519,0.942063999
f753,0.123610192,-0.756578915,-0.999550984,-0.999883277,-0.75655454,-0.756578915,0.092171965,-0.756638635,-0.756638635,0.058885172,-0.227239488,-0.75655454,0.078959016,-0.993561892
f754,-0.510193206,-1,-0.435952338,-0.818601329,-1,-1,-0.472559622,-1,-1,-0.592744913,-1,-1,-0.557979234,-0.66856162
f755,-0.979877877,-0.072043639,-0.973570981,-0.996489362,-0.023728814,-0.113267095,-0.974494791,-0.171720242,-0.160023378,-0.981618638,0.892148841,0.015156828,-0.980488435,-0.128237632
f756,-0.974004777,-0.963449945,-0.969603078,-0.994745297,-0.963440793,-0.963449945,-0.971267582,-0.963453971,-0.963449945,-0.975339086,-0.883953116,-0.963440793,-0.975920832,-0.971596793
f757,-0.496863293,1,-0.529189212,-0.803433146,1,1,-0.510966402,0.9672,1,-0.525838325,1,1,-0.516854715,-0.552710759
f758,0.513132842,1,-0.955747546,-0.967975967,1,1,0.131615994,0.9672,1,0.360417789,1,1,0.405637893,-0.952086067
f759,-0.996516198,0.234256927,-0.995988152,-0.993925115,0.234256927,0.234571788,-0.996248525,0.233627204,0.233942065,-0.997103356,0.111775819,0.218513854,-0.996856081,-0.98630032
f760,-0.955685006,0.392405063,-0.954970595,-0.979217529,0.392405063,0.392405063,-0.950302165,0.391478851,0.391787589,-0.961880597,0.137388083,0.388700216,-0.959731027,-0.94874315
f761,-0.912966938,-0.561625583,-0.886126487,-0.84216264,-0.574950033,-0.549367089,-0.901782979,-0.554963358,-0.551232512,-0.919958425,-0.767355097,-0.590939374,-0.91126308,-0.895725454
f762,0.001915603,0.601640689,-0.200686916,-0.648049185,0.588351107,0.585397867,-0.261091618,0.578671042,0.58490566,-0.098505826,0.536505332,0.594093519,-0.069411514,-1
f763,0.293333557,0.601640689,0.373415703,-0.755832798,0.588351107,0.585397867,0.267454962,0.578671042,0.58490566,0.07535599,0.579491386,0.594093519,0.167154673,0.711582768
f764,-1,-0.404108008,0.602510562,-0.936061951,-0.310870067,-0.330256174,0.244744577,-1,-0.396722825,0.84899233,-0.18901454,-0.204708054,0.741139737,0.274319474
f765,-1,-0.666722157,-0.072561608,-0.798270568,-0.677043449,-0.653737306,-0.373907339,-0.639753621,-0.640752455,-0.429030054,-0.842850008,-0.697020143,-0.466538001,-0.214025848
f766,0.586338806,-0.524022641,0.503408319,-0.410263045,-0.522969593,-0.51665131,1,-0.518230881,-0.515598262,0.318978333,-0.173357904,-0.522179808,0.431574044,0.493108858
f767,0.288296025,0.415127715,1,-0.597778882,0.415127715,0.414986203,0.451521679,0.415127715,0.414703177,0.273427848,0.415127715,0.317483903,0.243364655,0.62421704
f768,-0.071329287,0.319000198,-0.252075191,-0.76047657,0.318076898,0.319000198,0.061734087,0.319000198,0.319000198,-0.381788753,0.319000198,0.319000198,-0.386035119,-0.212921809
f769,-0.970940633,-0.148280656,-0.962775162,-0.966911844,-0.142237464,-0.125145982,-0.945187824,-0.158105478,-0.124812309,-0.982786632,-0.230660858,-0.148873853,-0.98084766,-0.960352206
f770,-0.989454581,-0.207970774,-0.979340954,-0.861391583,-0.166788442,-0.243175025,-0.990119691,-0.292859515,-0.282896048,-0.998194314,-0.491198937,-0.133576885,-0.997336796,-0.977494435
f771,-0.997832562,-0.168219549,-0.99336298,-1,-0.287518588,-0.168219549,-0.993516293,-0.168219549,-0.168219549,-0.998197861,-0.144126339,-0.197809024,-0.998044019,-0.992737617
f772,-0.995150261,0.604799261,-0.990952082,-1,0.131391461,0.604799261,-0.994203915,0.604799261,0.604799261,-0.995967633,0.207461782,0.68300632,-0.995623406,-0.990320547
f773,-0.999212187,0.700973606,-0.999622207,-0.989753433,0.354505893,0.700973606,-0.999474232,0.700973606,0.700973606,-0.999823167,0.327607437,0.748422574,-0.999289047,-0.999578493
f774,-0.99973318,-0.125229776,-0.999692738,-0.999936598,-0.125229776,-0.125229776,-0.999712679,-0.125229776,-0.125229776,-0.99977815,0.365116649,-1,-0.999759211,-0.999675345
f775,-0.999891004,0.212332338,-0.999693321,-0.999932478,0.212332338,0.212332338,-0.999713082,0.212332338,0.212332338,-0.999879513,0.263937541,-1,-0.999820083,-0.999740269
f776,-0.999741932,0.585019365,-0.999703492,-0.99994144,0.682889669,0.505564378,-0.999722362,0.437227719,0.455353103,-1,0.521276689,0.741385434,-0.999766892,-0.999682408
f777,0.871222296,-0.351549133,0.823527382,-0.37286781,-0.31716708,-0.383548117,0.86898222,-0.407033247,-0.313123218,0.749561791,-0.086085202,-0.290925491,0.860399878,0.831108817
f778,0.298654303,0.24591679,0.584113587,-0.493881546,0.372625586,0.155633854,0.329426209,-0.014418603,0.054350347,0.180728564,0.924857805,0.401042235,0.234095594,0.469034985
f779,0.783009563,-0.999588426,0.885291349,-0.721118277,-0.999588043,-0.999588809,0.823757116,-0.999590553,-0.999589362,0.628754845,-1,-1,0.708411993,1
f780,0.367135135,-0.99982617,0.574354186,-0.651833933,-0.999682043,-0.999575064,0.47217695,-0.999665149,-0.999575277,-1,-0.999608511,-0.999768894,0.233756097,0.691206954
f781,0.367135135,-0.999574468,0.574354186,-0.504125155,-0.999574468,-0.999574468,0.47217695,-0.999581447,-0.999574468,-1,-0.999574468,-0.999574468,0.233756097,0.691206954
f782,0.367135135,-0.999326344,0.574354186,-0.757323336,-0.999326344,-0.999582496,0.47217695,-0.999708637,-0.999719471,0.168428087,-0.994850654,-0.99981814,-0.01754507,0.691206954
f783,0.367135135,-0.993734416,0.574354186,-0.764397443,-0.993734416,-0.993046086,0.47217695,-0.989890989,-0.989849187,0.192115101,-1,-0.993734416,-0.130195814,0.691206954
f784,0.367135135,-0.987710617,0.574354186,-0.65282782,-0.987710617,-0.965860419,0.47217695,-0.966712802,-0.967321243,0.096281843,-1,-0.987710617,0.056803254,0.691206954
f785,0.325351092,-0.983795044,0.47133697,-0.627261541,-0.995465069,-0.985900426,0.391242071,-0.972043124,-0.972432125,0.107599097,-0.973909646,-0.996662782,0.198574725,0.547069473
f786,0.380022182,-0.953655319,0.533039382,0.130795522,-0.966153191,-0.918821277,0.443913403,-0.948885106,-0.948446809,0.169923361,-0.854731915,-0.966982979,0.260888151,-1
f787,-0.096940605,-0.755701585,0.198762348,0.199197775,-0.821028218,-0.740626208,0.129072502,-0.832624662,-0.829145729,-0.233592477,-0.655972169,-0.804406649,-0.172777233,-1
f788,-0.646515368,0.229146222,-0.594916102,-0.753254104,0.314524043,0.286064769,-0.618462516,0.252698724,0.657016683,-0.814145326,0.966633955,0.461236506,-0.678969496,-1
f789,-0.598102364,0.376200703,-0.348070907,-0.604608766,0.376200703,0.611266041,-0.386021316,0.047109231,0.132587535,-0.432775537,0.564252973,0.376200703,-0.621781165,-1
