,or2063,or4337,or2051,or917,or4419,or4318,or2054,or1483,or634,or4407,or4317,or4315,or3747,or2073,or3181,or2204,or4432,or4436,or3464,or2143,or2172,or2168
f104,-0.550852547,-0.658019802,-0.797913817,0.783537255,-0.774125341,-1,-0.65007074,0.436572356,0.858642194,-0.305340782,-0.88126875,-1,-0.857370957,-0.688273494,-0.856166238,-0.445729066,-0.286442508,-1,-0.856680498,-0.320669383,-0.284505359,0.186675611
f105,-0.570234234,-0.505662469,-0.795471471,0.158294294,-0.587745928,-0.380381552,-0.713933934,0.260684685,0.203183183,-0.503001231,-0.432635333,-0.491641259,-0.446041748,-0.729681682,-0.65137674,-0.23027027,-0.099612573,-0.150848428,-0.527065322,-0.318654655,-1,1
f106,-0.214056877,-0.949208327,-0.594224304,0.891697285,-0.656901432,-0.809269918,-0.183053256,1,0.812304949,-0.774896671,-0.795967541,-0.910458898,-0.601363384,-0.439324774,-0.563816267,-0.514807069,-0.091386189,-0.373187359,-0.565375789,-0.43858979,-0.164457141,0.108423978
f107,-0.163422111,-0.572272739,-0.481317762,0.953484909,-0.440413328,-0.455811315,0.128830173,0.981185465,0.914644063,-0.378448141,-0.457917389,-0.601226585,-0.323484881,-0.238434521,-0.431798463,-0.692391779,0.378035485,0.00617016,-0.351096925,-0.467858916,0.077191968,0.03369862
f108,-0.145426236,-0.63366337,-0.675317839,0.703931655,-0.899182548,-1,-0.466270439,1,0.563786515,-0.834636862,-0.807291642,-1,-0.898141812,-0.608887562,-0.897281414,-0.120283851,-0.764080748,-1,-0.897648676,-0.32232776,-0.285148815,0.56398126
f109,-0.864652545,-0.642263091,-0.886186728,-0.250969327,-0.901549229,-0.797299147,-0.888588411,-0.182090709,-0.263733772,-0.596296904,-0.435446434,-0.566422861,-0.552398014,-0.893272352,-0.749231846,-0.608223007,-0.462444199,-0.517174713,-0.650179776,-0.726494524,-0.771557714,-1
f110,-0.706841871,-0.96589659,-0.781576837,0.220641425,-0.971843775,-0.913043471,-0.800115813,0.343180401,0.228561247,-0.953817502,-0.892361119,-0.958666667,-0.943106217,-0.849906459,-0.928282079,0.59776392,-0.89018775,-0.907943578,-0.92853849,-0.333113586,-0.858155902,-1
f111,-0.44771722,-0.761276131,-0.709869584,0.966588187,-0.915531345,-0.855072459,-0.637617625,1,0.960087238,-0.79217877,-0.677083335,-0.834666667,-0.786648308,-0.829109373,-0.827876985,-0.22621198,-0.670563229,-0.769858956,-0.799907794,-0.277110321,-1,-0.217330059
f112,-0.77488173,-0.70318917,-0.936510242,-0.220214642,-0.663167113,-0.536618597,-0.885390792,-0.366529198,-0.231428451,-0.466442629,-0.67922668,-0.606927163,-0.429409544,-0.778579216,-0.525165013,-0.779814776,-0.207912365,-0.685035202,-0.514378244,-0.69250188,-0.052768702,0.395077618
f113,-0.780106254,-0.737749168,-0.936311497,0.077257369,-0.690430139,-0.635584666,-0.795931261,-0.252561905,0.076480419,-0.579823611,-0.770405064,-0.699377467,-0.542815529,-0.715141334,-0.550799273,-0.770987772,-0.434279313,-0.80707472,-0.540602326,-0.841681626,-0.307272801,0.335665604
f114,-0.733063021,-0.719217265,-0.963253012,0.902418675,-0.68135644,-0.561641676,-0.957205746,0.849811168,0.93874861,-0.495255284,-0.696548774,-0.628153506,-0.460222023,-0.66163114,-0.550799273,-1,-0.250685924,-0.70204363,-0.540602326,-0.735866543,-1,0.614944393
f115,-0.156949458,-0.721258512,-0.344584838,-0.011823105,-0.650830908,-0.203368332,0.027888087,-0.016606498,-0.047833935,-0.376480175,-0.57568122,-0.588810373,-0.493281101,-0.620036101,-0.567844308,0.169855596,-0.454480474,-0.771723946,-0.520501422,0.115613718,-1,-1
f116,-0.737609006,-0.899426749,-0.499916676,-0.853095875,-0.902283215,-0.764825089,-0.439500477,-0.861794596,-0.857894251,-0.787872447,-0.88265509,-0.879812937,-0.832145177,-0.741871164,-0.844070222,-0.726920667,-0.680720741,-0.88082746,-0.836691809,-0.748205447,-1,-1
f117,-0.496798182,-0.911345224,-0.845331543,-0.146302417,-0.920057482,-0.929136775,-0.690404875,-0.09827515,-0.165719893,-0.925011709,-0.915635345,-0.807851507,-0.960708878,-0.682555257,-0.960409901,-0.176409833,-0.869090883,-0.874117521,-0.956486955,-0.493234869,-0.647231977,-0.205329477
f118,-0.631981135,-0.822104162,-0.862908675,-0.013190273,-0.967012452,-0.862546375,-0.794066797,-0.147861542,0.032027987,-0.945248919,-0.935444383,-0.944656319,-0.911125083,-0.83591634,-0.933981142,-0.364214537,-0.848677281,-0.713677598,-0.913485631,-0.445934984,-0.783739935,-0.132303487
f119,-0.615168421,-0.776123982,-0.887019869,0.386691276,-0.819465406,-0.804333468,-0.842331194,0.297509683,0.418907393,-0.682921827,-0.763714152,-0.76570618,-0.594112465,-0.866325489,-0.61982502,-0.635219598,0.015207356,-0.773381626,-0.609610796,-0.502300152,-0.907658319,-0.434484109
f120,-0.868460752,-0.656673392,-0.900883609,-0.893392461,-0.721046341,-0.612846813,-0.858211382,-0.893563749,-0.895521064,-0.501468857,-0.570720099,-0.571655895,-0.636233084,-0.818874262,-0.637821338,-0.838532333,-0.136957005,-0.765419851,-0.63756467,-0.9039368,-0.868578382,-0.856940319
f121,-0.400399277,-0.862615333,-0.752346548,0.613993726,-0.90471624,-0.835483288,-0.716741135,0.728009633,0.593827043,-0.829713932,-0.836869513,-0.794888305,-0.507510941,-0.798954273,-0.536120542,-0.431555598,-0.175994712,-0.916646563,-0.532279569,-0.631967551,-0.909623855,0.872421333
f122,-0.474016554,-0.669765114,-0.776203885,0.046448787,-0.711813476,-0.618477332,-0.733481241,0.126660409,0.011974856,-0.50845712,-0.584206033,-0.593882898,-0.636359955,-0.740819751,-0.638894925,-0.3224109,-0.13364711,-0.780883438,-0.639278337,-0.457860455,-0.805614814,0.825013511
f123,-0.87025795,-0.905370777,-0.840499252,-0.803154984,-0.929147155,-0.870394788,-0.86064555,-0.788066565,-0.809639794,-0.879150451,-0.886277792,-0.864750499,-0.66329557,-0.790237981,-0.679506641,-0.873198864,-0.445561587,-0.944024349,-0.670946259,-0.903977037,-0.941151038,0.212926637
f124,-0.459805603,-0.986275342,-0.667352773,-0.120594626,-0.985955625,-0.988992186,-0.5524757,-0.118376215,-0.12219554,-1,-0.983160714,-0.972541714,-1,-0.685100057,-1,-0.1567753,-1,-1,-1,-0.50485992,-0.84434534,0.227810177
f125,-0.147926509,-0.925176562,-0.097112861,-1,-0.884784971,-0.709657756,-0.116010499,-0.179002625,-1,-0.82712172,-0.891423546,-0.839569154,-1,-0.124619423,-1,-0.087454068,-0.436893086,-0.771708102,-1,-0.159685039,-0.053228346,-0.044619423
f126,-0.21056236,-0.808390613,-0.787033762,0.709154866,-0.846004658,-0.648349484,-0.900176996,0.874785855,0.663054766,-0.787597486,-0.814689718,-0.794486215,-1,-0.683741202,-1,-0.33961697,-1,-0.704774185,-1,-0.41596852,-0.612245722,-0.068803159
f127,-0.346427468,-0.603564255,-0.753690727,0.504871895,-0.557698969,-0.596840387,-0.874730654,0.555572896,0.746401353,-0.40723858,-0.687772379,-0.678969993,-0.379017553,-0.706284822,-0.382332442,-1,-0.12680066,-0.652946533,-0.359211467,-0.499523995,-0.638237378,-0.164391
f128,-0.285410064,-0.544802473,-0.762244562,-0.008681701,-1,-0.983109976,-0.880629379,0.485718549,-0.020560158,-0.678160501,-0.840654516,-0.974322843,-0.979288625,-0.71182831,-0.973767359,-0.449229904,-1,-0.986160641,-0.977803287,-0.600611965,-0.562512854,-0.004926316
f129,-0.548125681,-0.924372427,-0.72059905,-0.165394282,-1,-0.998071656,-0.590653361,-0.158288615,-0.167916409,-0.949612264,-0.971356057,-0.980201306,-1,-0.658579516,-1,-0.131708815,-1,-0.998162705,-1,-0.482562175,-0.745406863,-0.454210388
f130,-0.539589443,-0.917446315,-0.706744868,-0.154938416,-0.870384462,-0.606918481,-0.581818182,-0.147800587,-0.158064516,-0.872602193,-0.871830627,-0.955761429,-0.804141645,-0.64457478,-0.785675474,-0.127272727,-0.747286351,-0.924051277,-0.813232125,-0.475073314,-0.736656891,-0.448093842
f131,-0.18112156,-0.932174183,-0.379658656,-0.464646465,-0.893508331,-0.67704561,-0.338906304,-0.517938001,-0.409961686,-0.891572242,-0.894696495,-0.963653746,-0.810291413,-0.346220829,-0.823911725,-0.34691745,-0.792511852,-0.937600797,-0.820726525,-0.176941832,-0.066875653,-0.086381052
f132,-0.426353897,-0.745132674,-0.760773132,0.462339355,-0.549720893,-0.608627651,-0.416203792,0.27786513,0.477769405,-0.449625169,-0.7084202,-0.677414107,-0.371232257,-0.687863704,-0.375517521,0.312540378,-0.111050187,-0.648959492,-0.751397658,-0.573246909,-0.701116927,-0.194834925
f133,-0.263586797,-0.677299628,-0.477019187,0.233305969,-0.557698969,-0.59957658,0.140833612,0.501264696,0.060611776,-0.459376748,-0.713586431,-0.683129706,-0.382372806,-0.122041745,-0.386582144,-0.272866311,-0.12680066,-0.655179252,-0.362807345,-0.454551702,-0.664047264,-1
f134,-0.994349288,-0.759726869,-0.996001519,-0.974378251,-0.589831009,-0.587346879,-0.995794525,-0.976547063,-0.972751642,-0.486249278,-0.679976908,-0.60451133,-0.226761007,-0.993931579,-0.254421943,-0.978811558,-0.16873633,-0.590372475,-0.709554402,-0.990633709,-0.997355538,-0.996241789
f135,-0.997696581,-0.704460962,-0.998258547,-0.875102564,-0.612137306,-0.591638888,-0.998944444,-0.94092735,-0.881196581,-0.514188679,-0.697380783,-0.626019264,-0.268812206,-0.998634615,-0.294968852,-0.902794872,-0.213943096,-0.612649324,-0.27789091,-0.992076923,-0.998555556,-0.995805556
f136,-0.401686494,-0.79477948,-0.683083275,0.144312573,-0.844686649,-0.651153896,-0.103806858,-0.033798927,0.198227199,-0.768410357,-0.703125003,-0.709818182,-0.636238498,-0.610440401,-0.64755163,-0.092008397,-0.40527485,-0.607612881,-0.670313088,-0.598615815,-0.5907763,-0.509420107
f137,-0.536739698,-0.77767777,-0.841705649,0.384057039,-0.844686649,-0.622083388,-0.709432106,0.239238971,0.373205418,-0.768410357,-0.703125003,-0.709818182,-0.636238498,-0.782257539,-0.64755163,0.320632879,-0.40527485,-0.607612881,-0.648811766,-0.625346877,-0.813754372,-0.135382731
f138,-0.99891848,-0.962510038,-0.998107341,-0.978099229,-0.856191838,-0.783572104,-0.99945924,-0.988103285,-0.979451129,-0.839550414,-0.833970216,-0.890603201,-0.887073311,-0.99891848,-0.895380709,-0.981073408,-0.18837162,-0.673713436,-0.902616475,-0.995403542,-0.99891848,-0.998648101
f139,0.012009007,-0.653902742,0.286214661,-0.261195897,-0.850572379,-0.499121145,0.540655492,-0.290467851,-0.230422817,-0.534983214,-0.568614215,-0.521870197,-0.541616251,0.216162122,-0.626206545,-0.360020015,-0.587549377,-0.730215297,-0.53645395,-0.102576933,0.342757068,-0.451588692
f140,0.161358363,-0.507206811,-0.070660198,0.375237292,-0.90337671,-0.1812006,-0.284117275,0.40771989,0.350348028,-0.614142579,-0.051982439,0.959460765,-0.410865473,-0.01096815,-0.462284901,0.460873233,0.857151078,-0.674745476,-0.418019662,0.255009492,-0.117696688,0.551782324
f141,-0.997696581,-0.639930498,-0.998258547,-0.875102564,-0.848530976,-0.399224857,-0.998944444,-0.94092735,-0.881196581,-0.578586832,-0.406868554,-0.058843665,-0.527079638,-0.998634615,-0.59174732,-0.902794872,0.063744222,-0.657840252,-0.530985918,-0.992076923,-0.998555556,-0.995805556
f142,-0.990364904,-0.613931534,-1,-0.996449364,-0.563794134,-0.595905791,-0.996859369,-0.995530955,-0.996719967,-0.452768075,-0.691568614,-0.686453016,-0.367738959,-0.999745797,-0.359906772,-0.983599836,-0.133824799,-0.651462544,-0.346071906,-0.987863879,-0.999261993,-0.99904059
f143,-0.539734998,-0.974425126,-0.521826071,0.58661475,-0.9851529,-0.963718326,0.404183876,0.32994073,0.665621451,-0.948810094,-0.948534586,-0.939932339,-0.972523859,-0.506191501,-0.973538227,-0.197282208,-0.925413465,-0.96711643,-0.97289293,-0.670449922,-0.34951041,-0.422473022
f144,-0.707888087,-0.738454248,-0.802563177,-0.150884477,-0.843788042,-0.316757695,-0.674061372,-0.253303249,-0.229241877,-0.770280709,-0.172688866,-0.373747766,-0.560275224,-0.698465704,-0.592573994,-0.075361011,-0.313923768,-0.614712718,-0.573382448,-0.756859206,-0.806101083,-0.356227437
f145,-0.283216679,-0.929079428,-0.9426444,-0.620685034,-0.931688222,-0.907072167,-0.904427189,-0.667580045,-0.601850867,-0.703876894,-0.990673207,-0.609617706,-0.938377686,-0.804700564,-0.932885766,-0.086645038,-0.533759411,-0.972081936,-0.933125726,-0.549747899,-0.969246889,-0.709859589
f146,-0.697860132,-0.944735814,-0.912017334,0.878825463,-0.920153039,-0.920736973,-0.728182905,0.528481769,0.855050807,-0.740404978,-0.914603161,-0.864644193,-0.998559442,-0.793066348,-0.998547274,0.136174537,-0.17624209,-0.944058859,-0.998552468,-0.674459056,-0.869994023,-0.115965332
f147,-0.580001187,-0.511306076,-0.931181624,-0.352380487,-0.920937039,-0.043971639,-0.879005646,-0.284598042,-0.370992317,-0.76302355,-0.343923182,0.412577767,-0.573977786,-0.960879074,-0.596591353,-0.39096366,-0.668152415,-0.860494555,-0.586567142,-0.775447516,-0.969275931,-0.472269072
f148,-0.707175002,-0.721945401,-0.876754691,0.599604313,-0.704841921,-0.499001357,-0.778604059,0.359532988,0.590048399,-0.256252908,-0.639746116,-0.6818159,-0.612861293,-0.863347202,-0.625834389,0.861353486,-0.474403338,-0.673816862,-0.61771899,-0.682824149,-0.878001189,-0.426741955
f149,-0.758334881,-0.74635044,-0.915280099,-0.24917363,-0.73382855,-0.416807192,-0.863351903,-0.209241721,-0.244196843,-0.49574159,-0.526756889,-0.469745578,-0.726205916,-0.94638502,-0.738565278,0.782308883,-0.270841563,-0.735845647,-0.732808866,-0.839415042,-0.947149489,-0.542463634
f150,-0.606502103,-0.866159659,-0.888838915,0.046707694,-0.919176181,-0.585253258,-0.774383662,0.060151122,0.028574265,-0.720192517,-0.723636816,-0.685674276,-0.856220443,-0.730765413,-0.861528515,-0.622988449,-0.40383816,-0.856620234,-0.858151746,-0.834134645,-0.728780228,-0.434721516
f151,-0.437174845,-1,-0.868746534,0.205380886,-1,-1,-0.643941231,0.127594649,0.234086255,-0.879593441,-1,-1,-0.671548514,-0.824528624,-0.529873123,0.073515859,-0.590997914,-1,-0.531554008,-0.571802437,-0.788029026,0.154182755
f152,-0.723533044,-0.977900778,-0.90062026,0.437348121,-1,-1,-0.832705521,0.256177955,0.373747444,-0.977351024,-1,-1,-0.888824315,-0.852211693,-1,-0.082373866,-0.995462435,-0.998374722,-1,-0.78924317,-0.900622525,-0.065205988
f153,-0.731062861,-1,-0.926280313,-0.287930402,-1,-1,-0.885742015,-0.315327777,-0.304189227,-0.977302396,-1,-1,-0.874834744,-0.926952419,-0.862117376,-0.459607418,-0.576127892,-1,-0.878683476,-0.724470089,-0.938486981,-0.519873834
f154,-0.462935888,-0.833658847,-0.828980848,0.464034443,-0.882957308,-0.898718277,-0.652598163,0.405294065,0.512128531,-0.937403159,-0.986771968,-0.954924515,-0.81796542,-0.730918667,-0.735424071,-0.095097699,-0.497713344,-0.870539138,-0.770483747,-0.370382636,-0.766670167,0.053546475
f155,-0.950987495,-0.950543117,-0.985155239,-0.820081932,-0.974985782,-0.978182614,-0.977160414,-0.839269082,-0.812634756,-0.953506545,-0.986422241,-0.982765164,-0.94014123,-0.986744286,-0.92654274,-0.356280724,-0.798803182,-0.917750713,-0.931331736,-0.980927124,-0.97783743,-0.934758517
f156,-0.26964647,-0.950407085,-0.675714918,0.184941773,-0.974985782,-0.978182614,-0.473055847,0.069901783,0.211605429,-0.953367129,-0.986422241,-0.982765164,-0.940825576,-0.583371688,-0.92654274,0.119102412,-0.798775251,-0.917740709,-0.931331736,-0.322334633,-0.626267661,0.089138798
f157,-0.193506442,-0.942898229,-0.660161017,0.338120606,-1,-1,-0.460878493,0.174754924,0.335353989,-0.991740742,-1,-1,-0.922096321,-0.54025582,-0.845929783,0.291506177,-0.995407336,-0.988478541,-0.921719194,-0.310909387,-0.63867977,0.194090505
f158,-0.739437989,-0.569659018,-0.894555946,-0.325523831,-0.995301446,-0.992725344,-0.888575318,-0.326228052,-0.308391274,-0.987734729,-0.986595067,-0.984448658,-0.986696901,-0.822357461,-0.986584536,-0.033650233,-0.993366012,-0.99300974,-0.986632501,-0.746574803,-0.917732196,-0.579453545
f159,-0.424363057,-0.798144813,-0.734394904,0.241767516,-0.891899925,-0.874805558,-0.530238854,-0.157937898,0.244426752,-0.715567969,-0.827809345,-0.83469697,-0.945391979,-0.588308121,-0.947225285,-0.084474522,-0.912166298,-0.845373559,-0.947413975,-0.578479299,-0.65723328,0.005565287
f160,-0.310880829,-0.994677623,-0.70984456,0.766683938,-0.863660855,-0.937190008,-0.259067358,0.533678756,0.739041451,-0.690408233,-0.929536277,-0.67502323,-0.197194127,-0.652849741,-0.16087142,-0.344559585,-0.4543095,-0.970244175,-0.21591629,-0.484455959,-0.619170984,-0.038860104
f161,-0.515172831,-0.697166034,-0.82057338,0.04249664,-0.896203509,-0.913550114,-0.54269268,0.172292873,-0.063017519,-0.636001347,-0.857912071,-0.928903419,-0.952312684,-0.7744689,-0.960985588,-0.626851802,-0.935193161,-0.807832538,-0.96417572,-0.704430086,-0.808076313,-0.305565502
f162,0.389197771,-1,0.221200312,0.165855489,-1,-1,0.219041021,0.509944863,0.064516151,-1,-1,-1,-1,0.28030946,-1,0.126052943,-1,-1,-1,0.132103577,-0.002326723,0.426032736
f163,-0.879135519,-0.991424764,-0.973016659,-0.959855178,-0.984445245,-0.990293988,-0.942071052,-0.959855178,-0.959862856,-0.974202684,-0.983630989,-0.984875889,-0.96799525,-0.93317131,-0.971093038,-0.898470765,-0.987035528,-0.993900307,-0.969599039,-0.942746787,-0.979382393,-0.951462238
f164,-0.673660873,-0.908542678,-0.21715838,0.718183675,-0.938437643,-0.919804163,-0.420764697,0.718183675,0.713310684,-0.846206753,-0.815704401,-0.886983951,-0.720501763,-0.551268567,-0.745409473,-0.23715732,-0.87728832,-0.821082905,-0.732535318,-0.27172227,-0.228758219,-0.134506685
f165,-0.194202747,-0.90892317,-0.378760876,0.3168807,-0.936539286,-0.919194214,0.008281791,0.60567093,0.235333892,-0.841967533,-0.815501646,-0.882286894,-0.708899974,-0.371789496,-0.733091062,-0.108239857,-0.869058842,-0.821513333,-0.721175938,-0.14964881,-0.436471328,0.238547018
f166,-0.348090536,-0.38721609,-0.230168317,-0.556189324,-0.862675674,-0.204321695,-0.233888261,-0.458538661,-0.583665598,-0.014709547,0.582846102,-0.632498066,0.263790632,-0.387889659,0.199550947,-0.557942401,-0.393814594,-0.471452324,0.23508316,-0.377679054,-0.427684506,-0.331149826
f167,-0.592927247,-1,-0.593706185,-0.590590435,-0.896366382,-0.959217632,-0.61084281,-0.590590435,-0.58903256,-0.879326517,-0.514830969,-0.976347894,1,-0.59214831,0.523393548,-0.576569559,-0.962465374,-0.983255767,0.517946836,-0.582801059,-0.590590435,-0.59214831
f168,-0.916165263,-1,-0.959887686,-0.983553951,-1,-1,-0.960288809,-0.985559567,-0.979943843,-0.968899837,-1,-1,-1,-0.893301243,-1,-0.856799037,-1,-1,-1,-0.907340554,-0.94263939,-0.958684316
f169,-0.46806627,-1,-0.069179208,-0.465536866,-1,-1,-0.069685089,-0.515619072,-0.393448843,-1,-1,-1,-1,-0.049702795,-1,-0.490325028,-1,-1,-1,-0.336284305,0.15189073,-0.579360061
f170,0.529555315,-1,0.131236443,0.572668113,-1,-0.996216197,0.132049892,0.627440347,0.492950108,-1,-1,-1,-1,0.065618221,-1,0.513286334,-1,-1,-1,0.382592191,-0.117136659,0.677331887
f171,-0.363565285,-0.954037795,-0.305819278,0.004579471,-1,-0.773690885,0.23332961,-0.09281805,0.033508321,-0.844860958,-0.847351552,-0.893572117,-1,-0.079414721,-1,-0.596336424,-1,-1,-1,-0.677203172,-0.117390819,-0.351725679
f172,-0.130640913,-0.95893044,-0.106760316,-0.09095698,-1,-0.796105234,0.242844601,-0.169622476,-0.094820018,-0.856709667,-0.863600875,-0.904901292,-1,0.207023705,-1,-0.416505707,-1,-1,-1,-0.548375768,0.195258999,-0.21404741
f173,-0.795184808,-0.992335057,-0.729399797,-0.266870125,-1,-1,-0.236351306,-0.374703289,-0.231603934,-0.976957554,-0.99629341,-0.990664175,-1,-0.538148525,-1,-0.936249576,-1,-1,-1,-0.950491692,-0.535435741,-0.539504917
f174,-0.804867354,-1,-0.68033326,0.1997369,-1,-0.999569181,0.244463933,0.083534313,0.300153475,-0.998055136,-1,-0.999590434,-1,-0.698750274,-1,-0.913615435,-1,-1,-1,-0.892567419,-0.820214865,-0.715413287
f175,-0.234775524,-0.995529753,-0.115640208,0.930780617,-1,-0.961354714,0.893249686,0.919274361,0.98717638,-0.991467359,-0.974334665,-0.987719339,-1,-0.106558304,-1,-0.242505422,-1,-1,-1,-0.203064633,0.305795434,0.206090644
f176,-0.025517256,-0.877796583,-0.028729561,0.311647381,-0.822567865,-0.852580424,0.156794536,0.277237426,0.30874824,-0.680233339,-0.864724721,-0.82869194,-0.554595257,0.046295158,-0.573212278,-0.132944244,-0.548576948,-0.853036631,-0.524112154,-0.055180351,0.551212257,-0.084555512
f177,-0.612377669,-1,-0.521164152,0.25776154,-0.985891093,-0.994338511,0.443186256,0.173963635,0.338534575,-1,-1,-1,-1,-0.185387654,-1,-0.566896572,-1,-0.989612195,-1,-0.822311545,-0.006991942,-0.157211113
f178,-0.751607206,-0.959114999,-0.535744869,0.914147919,-0.996154843,-0.970047542,0.936543493,0.972312912,1,-0.066635105,-0.837044282,-0.974670262,-0.407236654,-0.770361658,-0.205748946,-0.656883729,-0.106738342,-0.992595537,-0.41067937,-0.546057954,-0.596851755,0.049192442
f179,-0.178372693,-0.98933773,-0.440941448,0.853290308,-0.867935627,-0.954571882,-0.212025034,1,0.680505786,-0.990097665,-0.919808329,-0.977586973,-0.693317195,-0.274438088,-0.595167661,-0.404406375,-0.602811935,-0.763353997,-0.625216457,-0.298844577,0.148707266,-0.134553695
f180,-0.509010561,-0.839816875,-0.476110147,0.072271604,-0.776859986,-0.86293082,-0.199787832,0.282915565,0.065016447,-0.738310494,-0.84297413,-0.8793824,-0.710392545,-0.429093917,-0.724931556,-0.654319808,-0.521796193,-0.838209364,-0.711682912,-0.60585886,-0.258799544,-0.431646371
f181,-0.231826685,-0.755614471,-0.220721993,0.496396127,-0.961092385,-0.663878177,0.473497229,0.747081548,0.4379712,-0.676344052,-0.818337118,-0.883301652,-0.232559369,-0.274298561,-0.258850826,-0.432240452,-0.21603739,-0.756074542,-0.21232783,-0.432045701,-0.414761832,-0.225324725
